Date,Hour, Min., Sec., Elapse[min.],MFC-1[sccm],MFC-2[sccm],MFC-3[sccm],MFC-4[sccm],MFC-5[sccm],MFC-6[sccm],Pre-HT['C],HJ['C],HB-1['C],HB-2['C],HB-3['C],HB-4['C],HB-5['C],TI-1['C],TI-2['C],TI-3['C],TI-4['C],TI-5['C],TI-6['C],TI-7['C],TI-8['C],TI-9['C],TI-10['C],TI-11['C],TI-12['C],TI-13['C],TI-14['C],TI-15['C],TI-16['C],TI-SP1['C],TI-SP2['C],PT-1[bar],Volt[V],Curr[A],
2025-10-31-,18,20,52,77.6,49.5,-1.66,-1.6,-1.06,-0.08,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.8,457.5,506.8,527,548.4,561.6,557.3,547.7,585.8,589.1,561.5,553.9,508.8,473,449.7,385,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,20,53,77.62,49.52,-1.66,-1.59,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.8,457.6,506.8,527,548.4,561.7,557.3,547.7,585.8,589.1,561.5,553.9,508.8,473,449.7,385,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,20,54,77.63,49.5,-1.67,-1.6,-1.05,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.8,457.6,506.8,527,548.4,561.7,557.4,547.7,585.8,589.1,561.6,554,508.8,473,449.8,385,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,20,55,77.65,49.5,-1.66,-1.59,-1.05,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.8,457.6,506.8,527,548.4,561.7,557.4,547.7,585.8,589.1,561.6,554,508.8,473,449.8,385,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,20,56,77.67,49.53,-1.67,-1.6,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.8,457.6,506.8,527.1,548.5,561.7,557.4,547.7,585.9,589.1,561.6,554,508.8,473,449.8,385,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,20,57,77.68,49.53,-1.66,-1.59,-1.05,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.8,457.6,506.8,527.1,548.5,561.7,557.4,547.8,585.9,589.2,561.6,554,508.9,473,449.8,385,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,20,58,77.7,49.52,-1.67,-1.59,-1.05,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.8,457.6,506.8,527.1,548.5,561.7,557.4,547.8,585.9,589.2,561.6,554,508.9,473,449.8,385,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,20,59,77.72,49.51,-1.66,-1.6,-1.05,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.9,457.6,506.9,527.2,548.5,561.8,557.5,547.8,585.9,589.2,561.7,554.1,508.9,473,449.8,385,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,0,77.73,49.51,-1.66,-1.59,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.9,457.6,506.9,527.2,548.5,561.8,557.5,547.8,585.9,589.2,561.7,554.1,508.9,473.1,449.8,385,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,1,77.75,49.51,-1.66,-1.61,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.9,457.6,506.9,527.2,548.5,561.8,557.5,547.8,585.9,589.2,561.7,554.1,508.9,473.1,449.8,385,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,2,77.77,49.51,-1.66,-1.59,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.9,457.7,506.9,527.2,548.6,561.9,557.6,547.9,586,589.3,561.8,554.1,508.9,473.1,449.8,385,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,3,77.78,49.51,-1.65,-1.6,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.9,457.7,506.9,527.2,548.6,561.9,557.6,547.9,586,589.3,561.8,554.1,509,473.2,449.8,385.1,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,4,77.8,49.54,-1.66,-1.59,-1.06,-0.08,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.9,457.7,506.9,527.2,548.6,561.9,557.6,547.9,586,589.3,561.8,554.1,509,473.2,449.8,385.1,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,5,77.82,49.51,-1.68,-1.58,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.9,457.7,507,527.3,548.6,561.9,557.6,548.1,586.1,589.4,561.8,554.2,509.1,473.2,449.9,385.1,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,6,77.83,49.51,-1.68,-1.59,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,429.9,457.7,507,527.3,548.6,561.9,557.6,548.1,586.1,589.4,561.8,554.2,509.1,473.2,449.9,385.1,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,7,77.85,49.51,-1.67,-1.6,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430,457.7,507,527.3,548.7,561.9,557.6,548.1,586.1,589.4,561.8,554.2,509.1,473.2,449.9,385.1,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,8,77.87,49.51,-1.66,-1.6,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430,457.8,507,527.3,548.7,562,557.7,548.1,586.2,589.4,561.8,554.2,509.1,473.2,449.9,385.2,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,9,77.88,49.54,-1.67,-1.6,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430,457.8,507,527.3,548.7,562,557.7,548.1,586.2,589.4,561.8,554.2,509.1,473.2,449.9,385.2,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,10,77.9,49.55,-1.66,-1.59,-1.05,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430,457.8,507.1,527.3,548.8,562,557.7,548.1,586.2,589.4,561.8,554.2,509.1,473.2,449.9,385.2,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,11,77.92,49.51,-1.66,-1.6,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430,457.8,507.1,527.4,548.8,562.1,557.8,548.1,586.3,589.4,561.9,554.3,509.1,473.3,449.9,385.2,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,12,77.93,49.5,-1.66,-1.6,-1.06,-0.08,-0.3,200,99.9,0,99.9,100.1,0,90.5,430,457.8,507.1,527.4,548.8,562.1,557.8,548.1,586.3,589.4,561.9,554.3,509.1,473.3,449.9,385.2,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,13,77.95,49.53,-1.67,-1.6,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430,457.9,507.1,527.4,548.9,562.1,557.8,548.1,586.3,589.4,561.9,554.3,509.1,473.3,449.9,385.2,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,14,77.97,49.52,-1.68,-1.59,-1.05,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430,457.9,507.1,527.4,548.9,562.1,557.8,548.3,586.3,589.6,562,554.3,509.2,473.3,450,385.2,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,15,77.98,49.53,-1.67,-1.59,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430,457.9,507.1,527.4,548.9,562.1,557.8,548.3,586.3,589.6,562,554.3,509.2,473.3,450,385.2,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,16,78,49.53,-1.67,-1.6,-1.07,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430.1,457.9,507.2,527.5,548.9,562.2,557.9,548.3,586.4,589.6,562,554.3,509.2,473.3,450,385.2,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,17,78.02,49.51,-1.67,-1.59,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430.1,457.9,507.2,527.5,548.9,562.2,557.9,548.3,586.4,589.6,562,554.4,509.2,473.3,450,385.2,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,18,78.03,49.51,-1.66,-1.59,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430.1,457.9,507.2,527.5,548.9,562.2,557.9,548.3,586.4,589.6,562,554.4,509.2,473.3,450,385.2,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,19,78.05,49.5,-1.67,-1.62,-1.07,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430.1,457.9,507.2,527.6,549,562.3,558,548.3,586.5,589.7,562.1,554.4,509.2,473.3,450,385.2,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,20,78.07,49.51,-1.68,-1.6,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430.1,457.9,507.2,527.6,549,562.3,558,548.3,586.5,589.7,562.1,554.4,509.2,473.4,450,385.3,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,21,78.08,49.51,-1.66,-1.6,-1.05,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430.1,457.9,507.2,527.6,549,562.3,558,548.3,586.5,589.7,562.1,554.4,509.2,473.4,450,385.3,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,22,78.1,49.51,-1.66,-1.59,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430.2,458,507.3,527.6,549.1,562.3,558,548.4,586.5,589.7,562.1,554.5,509.3,473.4,450.1,385.3,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,23,78.12,49.52,-1.66,-1.59,-1.06,-0.09,-0.3,200,99.9,0,99.9,100.1,0,90.5,430.2,458,507.3,527.6,549.1,562.3,558,548.4,586.5,589.7,562.1,554.5,509.3,473.4,450.1,385.3,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,24,78.13,49.54,-1.67,-1.6,-1.06,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.2,458,507.3,527.6,549.1,562.3,558,548.4,586.5,589.7,562.1,554.5,509.3,473.4,450.1,385.3,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,25,78.15,49.51,-1.68,-1.6,-1.05,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.2,458.1,507.3,527.7,549.1,562.4,558.1,548.5,586.6,589.8,562.2,554.5,509.4,473.4,450.1,385.3,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,26,78.17,49.51,-1.66,-1.59,-1.05,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.2,458.1,507.3,527.7,549.1,562.4,558.1,548.5,586.6,589.8,562.2,554.5,509.4,473.5,450.1,385.3,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,27,78.18,49.52,-1.66,-1.59,-1.06,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.3,458.1,507.4,527.7,549.2,562.4,558.1,548.5,586.6,589.8,562.2,554.5,509.4,473.5,450.1,385.3,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,28,78.2,49.54,-1.66,-1.59,-1.04,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.3,458.1,507.4,527.7,549.2,562.4,558.2,548.6,586.6,589.8,562.2,554.6,509.4,473.5,450.1,385.4,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,29,78.22,49.52,-1.67,-1.58,-1.06,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.3,458.1,507.4,527.7,549.2,562.4,558.2,548.6,586.6,589.8,562.2,554.6,509.4,473.5,450.1,385.4,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,30,78.23,49.51,-1.67,-1.59,-1.05,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.3,458.1,507.4,527.9,549.3,562.5,558.2,548.6,586.6,589.8,562.2,554.6,509.4,473.5,450.1,385.4,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,31,78.25,49.52,-1.67,-1.6,-1.07,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.3,458.1,507.4,527.9,549.3,562.5,558.3,548.6,586.7,589.9,562.3,554.6,509.5,473.6,450.2,385.4,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,32,78.27,49.55,-1.66,-1.6,-1.06,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.3,458.1,507.4,527.9,549.3,562.5,558.3,548.6,586.7,589.9,562.3,554.6,509.5,473.6,450.2,385.4,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,33,78.28,49.51,-1.67,-1.59,-1.06,-0.08,-0.3,200,99.9,0,100,100.1,0,90.5,430.4,458.2,507.4,527.9,549.3,562.6,558.3,548.6,586.7,589.9,562.3,554.6,509.5,473.6,450.2,385.4,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,34,78.3,49.5,-1.66,-1.6,-1.06,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.4,458.2,507.4,527.9,549.3,562.6,558.4,548.7,586.8,590,562.4,554.6,509.5,473.6,450.2,385.5,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,35,78.32,49.53,-1.67,-1.59,-1.08,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.4,458.2,507.4,527.9,549.3,562.6,558.4,548.7,586.8,590,562.4,554.6,509.5,473.6,450.2,385.5,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,36,78.33,49.55,-1.67,-1.6,-1.06,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.4,458.2,507.5,528,549.4,562.7,558.4,548.7,586.8,590,562.4,554.6,509.5,473.6,450.2,385.5,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,37,78.35,49.56,-1.67,-1.59,-1.05,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.4,458.2,507.5,528,549.4,562.7,558.4,548.8,586.8,590,562.4,554.8,509.6,473.6,450.2,385.5,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,38,78.37,49.51,-1.68,-1.6,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.4,458.2,507.5,528,549.4,562.7,558.4,548.8,586.8,590,562.4,554.8,509.6,473.6,450.2,385.5,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,39,78.38,49.51,-1.67,-1.6,-1.07,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.4,458.3,507.6,528,549.5,562.8,558.5,548.8,586.9,590.1,562.4,554.8,509.6,473.6,450.2,385.5,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,40,78.4,49.55,-1.66,-1.59,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.4,458.3,507.6,528,549.5,562.8,558.5,548.8,586.9,590.1,562.4,554.8,509.6,473.7,450.3,385.5,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,41,78.42,49.51,-1.66,-1.6,-1.07,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.4,458.3,507.6,528,549.5,562.8,558.5,548.8,586.9,590.1,562.4,554.8,509.6,473.7,450.3,385.5,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,42,78.43,49.51,-1.66,-1.59,-1.05,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.5,458.4,507.7,528,549.5,562.8,558.6,548.9,586.9,590.1,562.5,554.8,509.6,473.7,450.3,385.5,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,43,78.45,49.52,-1.66,-1.6,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.5,458.4,507.7,528,549.5,562.8,558.6,548.9,586.9,590.1,562.5,554.8,509.6,473.7,450.3,385.6,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,44,78.47,49.53,-1.66,-1.6,-1.08,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.5,458.4,507.7,528,549.5,562.8,558.6,548.9,586.9,590.1,562.5,554.8,509.6,473.7,450.3,385.6,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,45,78.48,49.51,-1.66,-1.6,-1.06,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.5,458.4,507.7,528.1,549.6,562.9,558.6,549,587,590.2,562.5,554.9,509.6,473.7,450.3,385.6,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,46,78.5,49.51,-1.67,-1.6,-1.07,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.5,458.4,507.7,528.1,549.6,562.9,558.6,549,587,590.2,562.5,554.9,509.7,473.7,450.3,385.6,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,47,78.52,49.54,-1.68,-1.6,-1.07,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.5,458.4,507.7,528.1,549.6,562.9,558.6,549,587,590.2,562.5,554.9,509.7,473.7,450.3,385.6,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,48,78.53,49.5,-1.66,-1.59,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.6,458.4,507.8,528.2,549.7,563,558.7,549,587.1,590.2,562.7,555,509.7,473.7,450.4,385.6,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,49,78.55,49.51,-1.66,-1.59,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.6,458.4,507.8,528.2,549.7,563,558.7,549,587.1,590.2,562.7,555,509.7,473.8,450.4,385.6,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,50,78.57,49.56,-1.67,-1.59,-1.06,-0.09,-0.3,200,99.9,0,100.1,100.1,0,90.5,430.6,458.4,507.8,528.2,549.7,563,558.7,549,587.1,590.2,562.7,555,509.7,473.8,450.4,385.6,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,51,78.58,49.5,-1.66,-1.59,-1.06,-0.09,-0.3,200,99.9,0,100.1,100.1,0,90.5,430.6,458.5,507.8,528.2,549.7,563,558.8,549.1,587.1,590.3,562.7,555,509.8,473.8,450.5,385.6,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,52,78.6,49.51,-1.66,-1.59,-1.06,-0.09,-0.3,200,99.9,0,100.1,100.1,0,90.5,430.6,458.5,507.8,528.2,549.7,563,558.8,549.1,587.1,590.3,562.7,555,509.8,473.8,450.5,385.6,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,53,78.62,49.51,-1.66,-1.6,-1.06,-0.08,-0.3,200,99.9,0,100,100.1,0,90.5,430.6,458.5,507.9,528.2,549.8,563,558.8,549.1,587.1,590.3,562.7,555,509.8,473.8,450.5,385.6,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,54,78.63,49.51,-1.66,-1.59,-1.05,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.6,458.5,507.9,528.3,549.8,563.1,558.8,549.2,587.2,590.4,562.8,555.1,509.8,473.9,450.5,385.7,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,55,78.65,49.53,-1.67,-1.6,-1.06,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.6,458.5,507.9,528.3,549.8,563.1,558.8,549.2,587.2,590.4,562.8,555.1,509.8,473.9,450.5,385.7,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,56,78.67,49.52,-1.67,-1.59,-1.05,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.7,458.6,507.9,528.3,549.8,563.1,558.8,549.2,587.2,590.4,562.8,555.1,509.8,473.9,450.5,385.7,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,57,78.68,49.51,-1.66,-1.6,-1.05,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.7,458.6,507.9,528.3,549.8,563.1,558.9,549.3,587.3,590.4,562.8,555.1,509.9,473.9,450.5,385.7,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,58,78.7,49.51,-1.66,-1.6,-1.06,-0.09,-0.3,200,99.9,0,100.1,100.1,0,90.5,430.7,458.6,507.9,528.3,549.8,563.1,558.9,549.3,587.3,590.4,562.8,555.1,509.9,473.9,450.5,385.7,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,21,59,78.72,49.55,-1.68,-1.6,-1.05,-0.09,-0.3,200,99.9,0,100.1,100.1,0,90.5,430.7,458.6,508,528.4,549.9,563.2,559,549.3,587.3,590.4,562.9,555.1,509.9,473.9,450.5,385.7,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,0,78.73,49.51,-1.67,-1.59,-1.06,-0.09,-0.3,200,99.9,0,100.1,100.1,0,90.5,430.7,458.6,508,528.4,549.9,563.2,559,549.3,587.3,590.5,562.9,555.2,509.9,474,450.5,385.7,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,1,78.75,49.52,-1.68,-1.6,-1.07,-0.09,-0.3,200,100,0,100.1,100.1,0,90.5,430.7,458.6,508,528.4,549.9,563.2,559,549.3,587.3,590.5,562.9,555.2,509.9,474,450.5,385.7,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,2,78.77,49.53,-1.65,-1.58,-1.05,-0.08,-0.3,200,100,0,100.1,100.1,0,90.5,430.7,458.6,508,528.4,549.9,563.3,559,549.4,587.4,590.5,562.9,555.2,509.9,474,450.5,385.7,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,3,78.78,49.53,-1.66,-1.58,-1.06,-0.09,-0.3,200,100,0,100.1,100.1,0,90.5,430.7,458.6,508,528.4,549.9,563.3,559,549.4,587.4,590.5,562.9,555.2,510,474,450.6,385.8,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,4,78.8,49.55,-1.67,-1.6,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.7,458.6,508,528.4,549.9,563.3,559,549.4,587.4,590.5,562.9,555.2,510,474,450.6,385.8,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,5,78.82,49.53,-1.66,-1.59,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.8,458.6,508.1,528.5,550,563.3,559.1,549.5,587.4,590.6,563,555.3,510,474,450.6,385.8,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,6,78.83,49.52,-1.68,-1.6,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.8,458.6,508.1,528.5,550,563.3,559.1,549.5,587.4,590.6,563,555.3,510.1,474.1,450.6,385.8,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,7,78.85,49.51,-1.68,-1.59,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.8,458.6,508.1,528.5,550,563.3,559.1,549.5,587.4,590.6,563,555.3,510.1,474.1,450.6,385.8,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,8,78.87,49.52,-1.66,-1.59,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.8,458.7,508.1,528.6,550.1,563.4,559.2,549.5,587.5,590.7,563,555.3,510.1,474.1,450.6,385.8,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,9,78.88,49.51,-1.68,-1.6,-1.07,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.8,458.7,508.1,528.6,550.1,563.4,559.2,549.5,587.5,590.7,563,555.3,510.1,474.1,450.6,385.8,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,10,78.9,49.5,-1.66,-1.59,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.8,458.7,508.1,528.6,550.1,563.4,559.2,549.5,587.5,590.7,563,555.3,510.1,474.1,450.6,385.8,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,11,78.92,49.52,-1.66,-1.59,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.8,458.7,508.2,528.6,550.1,563.4,559.2,549.6,587.6,590.8,563.1,555.4,510.2,474.1,450.7,385.8,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,12,78.93,49.52,-1.66,-1.6,-1.07,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.8,458.7,508.2,528.6,550.1,563.4,559.2,549.6,587.6,590.8,563.1,555.4,510.2,474.2,450.7,385.8,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,13,78.95,49.53,-1.67,-1.6,-1.06,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.8,458.7,508.2,528.6,550.1,563.4,559.2,549.6,587.6,590.8,563.1,555.4,510.2,474.2,450.7,385.8,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,14,78.97,49.51,-1.68,-1.59,-1.05,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.9,458.8,508.2,528.7,550.2,563.5,559.3,549.7,587.6,590.8,563.1,555.4,510.2,474.2,450.7,385.8,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,15,78.98,49.53,-1.68,-1.6,-1.07,-0.09,-0.3,200,99.9,0,100,100.1,0,90.5,430.9,458.8,508.2,528.7,550.2,563.5,559.3,549.7,587.6,590.8,563.1,555.4,510.2,474.2,450.7,385.9,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,16,79,49.52,-1.66,-1.59,-1.04,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.9,458.8,508.3,528.7,550.3,563.5,559.3,549.7,587.6,590.8,563.1,555.4,510.2,474.2,450.7,385.9,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,17,79.02,49.53,-1.68,-1.6,-1.04,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.9,458.8,508.3,528.7,550.3,563.6,559.4,549.7,587.7,590.8,563.2,555.5,510.2,474.2,450.7,385.9,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,18,79.03,49.52,-1.65,-1.6,-1.05,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.9,458.8,508.3,528.7,550.3,563.6,559.4,549.7,587.7,590.8,563.2,555.5,510.2,474.2,450.7,385.9,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,19,79.05,49.51,-1.68,-1.6,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.9,458.8,508.3,528.7,550.4,563.6,559.4,549.7,587.7,590.8,563.2,555.5,510.2,474.2,450.7,385.9,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,20,79.07,49.51,-1.67,-1.6,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.9,458.9,508.3,528.8,550.4,563.6,559.4,549.8,587.8,590.9,563.3,555.5,510.3,474.3,450.8,385.9,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,21,79.08,49.51,-1.65,-1.6,-1.06,-0.09,-0.3,200,100,0,100,100.1,0,90.5,430.9,458.9,508.3,528.8,550.4,563.6,559.4,549.8,587.8,590.9,563.3,555.5,510.3,474.3,450.8,385.9,1448.5,1448.5,0.006,2.74,50,137
2025-10-31-,18,22,22,79.1,49.52,-1.66,-1.59,-1.05,-0.09,-0.3,200,100,0,100,100.1,0,90.5,431,458.9,508.4,528.8,550.4,563.7,559.4,549.8,587.8,590.9,563.3,555.5,510.3,474.3,450.8,385.9,1448.5,1448.5,0.006,2.74,50,137
