exp,Voltage [V],Temp_F [C],Temp_A [C],Temp_B [C],Electrolyte [M],Ci_LA [M],Ci_K [M],Time [hr],CF_LA [M],CA_LA [M],CB_LA [M],CF_K [M],CA_K [M],CB_K [M],pH_F,pH_A,pH_B,VF_Tank [L],VA_Tank [L],VB_Tank [L],VF_Line [L],VA_Line [L],VB_Line [L],SEC [kWh/kg],Current [A]
15,30,23.4,23.5,24.2,0.25,1.0,2.0,5,0.46907898500000006,0.5204391,0.0035109,0.2028312,0.018550922,0.70909414,11.76,2.25,13.63,0.64,0.92,0.85,0.18999999999999995,0.18999999999999995,0.19999999999999996,1.2896175445833196,0.8
15,30,23.2,23.1,23.9,0.25,1.0,2.0,6,0.010830799999999998,0.8237644000000001,0.009115530000000004,0.014233801999999999,0.02093625,0.86148854,10.91,2.11,13.7,0.48,1.1,1.95,0.18999999999999995,0.18999999999999995,0.19999999999999996,0.7072097995524231,0.6
15,30,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.18999999999999995,0.18999999999999995,0.19999999999999996,,
15,30,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.18999999999999995,0.18999999999999995,0.19999999999999996,,
15,30,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.18999999999999995,0.18999999999999995,0.19999999999999996,,
15,30,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.18999999999999995,0.18999999999999995,0.19999999999999996,,
16,10,23.6,23.6,24.3,0.25,1.0,2.0,0,0.9947446099999999,-0.006195,-0.006195,1.9440200000000003,0.003672271125,0.013364867863999999,13.84,8.45,11.59,0.81,0.82,1.82,0.18999999999999995,0.18000000000000005,0.17999999999999994,0.0,0.0
16,10,20.3,20.5,21.1,0.25,1.0,2.0,1,0.94515039,-0.005795525,-0.00552235,1.8053672000000003,0.0040577813408,0.0274434486,13.89,10.65,12.32,0.89,0.79,1.74,0.18999999999999995,0.18000000000000005,0.17999999999999994,5.916283773450903,0.1
16,10,19.2,19.5,20,0.25,1.0,2.0,2,0.90080844,-0.004407629999999999,-0.004741634999999999,1.6482312000000003,0.00621352242,0.0473925976,13.81,11.26,12.65,0.95,0.76,1.7000000000000002,0.18999999999999995,0.18000000000000005,0.17999999999999994,3.501741902250088,0.2
16,10,19.1,19.2,19.9,0.25,1.0,2.0,3,0.863724845,-0.0014194549999999992,-0.0039060249999999996,1.4849208,0.00887874242,0.07557848539999999,13.8,11.48,12.89,1,0.74,1.69,0.18999999999999995,0.18000000000000005,0.17999999999999994,2.9833294675167936,0.2
16,10,19.3,19.5,20.1,0.25,1.0,2.0,4,0.870966405,0.002234375000000001,-0.0030343749999999997,1.3181742,0.0104505605,0.108846,13.7,11.4,13.01,0.9600000000000001,0.71,1.74,0.18999999999999995,0.18000000000000005,0.17999999999999994,2.6866716311685934,0.2
16,10,21.5,21.7,22.2,0.25,1.0,2.0,20,0.4949203150000001,0.35359574,0.022394090000000002,0.27542,0.037239768000000006,0.55524416,12.64,3.15,13.59,1.1400000000000001,0.59,1.63,0.18999999999999995,0.18000000000000005,0.17999999999999994,0.5337618620642645,0.2
16,10,20.8,20.8,21.4,0.25,1.0,2.0,21,0.4687047650000001,0.386075155,0.025330555,0.2565038,0.038906208,0.5688073600000001,12.58,3.15,13.55,1.14,0.59,1.63,0.18999999999999995,0.18000000000000005,0.17999999999999994,0.514161752992387,0.2
16,10,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.18999999999999995,0.18000000000000005,0.17999999999999994,,
16,10,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.18999999999999995,0.18000000000000005,0.17999999999999994,,
16,10,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.18999999999999995,0.18000000000000005,0.17999999999999994,,
17,30,26.4,26.5,27,0.25,3.0,6.0,0,2.8289365,0.0027095700000000006,-0.0046638949999999995,5.05879,0.006969428180000001,0.056369954400000005,14.73,4.53,12.64,0.84,0.8,1.77,0.16000000000000003,0.19999999999999996,0.22999999999999998,0.0,1.0
17,30,24.6,25,25.3,0.25,3.0,6.0,1,2.6866297,0.06995248000000001,-0.0024177499999999998,4.1513776,0.013470188479999999,0.29793144000000005,14.52,3.22,13.35,0.9,0.78,1.72,0.16000000000000003,0.19999999999999996,0.22999999999999998,2.2550185964266785,1.7
17,30,25,25.3,25.6,0.25,3.0,6.0,2,2.5360273500000003,0.21794808499999999,0.00041848500000000056,3.5221264000000003,0.017847648,0.6195101399999999,14.38,2.8,13.65,0.93,0.78,1.69,0.16000000000000003,0.19999999999999996,0.22999999999999998,1.7766870084688404,2.3
17,30,25.6,26,26.4,0.25,3.0,6.0,3,2.4083578,0.421681055,0.006062830000000001,2.7969525000000006,0.021370778,1.4113226700000001,14.19,2.54,13.78,0.89,0.79,1.69,0.16000000000000003,0.19999999999999996,0.22999999999999998,1.5715989352040693,2.7
17,30,26.3,26.6,26.9,0.25,3.0,6.0,4,2.1634496,0.67609805,0.014655660000000001,2.1655861,0.024146912,1.74385088,14.02,2.41,13.94,0.8,0.81,1.74,0.16000000000000003,0.19999999999999996,0.22999999999999998,1.4155055388694278,2.9
17,30,26.6,26.8,27.2,0.25,3.0,6.0,5,2.1651541,0.9335151500000001,0.024000655000000003,1.6268869000000001,0.02583945,1.9614027200000002,13.82,2.31,14.04,0.7,0.9,1.94,0.16000000000000003,0.19999999999999996,0.22999999999999998,1.2517694709340614,2.9
17,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.16000000000000003,0.19999999999999996,0.22999999999999998,,
17,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.16000000000000003,0.19999999999999996,0.22999999999999998,,
17,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.16000000000000003,0.19999999999999996,0.22999999999999998,,
17,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.16000000000000003,0.19999999999999996,0.22999999999999998,,
18,20,26.7,26.6,27.3,0.25,3.0,6.0,0,2.8496455000000003,-0.005697939999999999,-0.005563734999999999,4.555322100000001,0.00545310848,0.0265959734,14.7,11.1,12.23,0.86,0.8,1.79,0.14,0.19999999999999996,0.20999999999999996,0.0,0.1
18,20,22.5,22.5,23.1,0.25,3.0,6.0,3,2.33701385,0.138303595,0.000808355000000001,3.1450429,0.013491687680000001,0.5634677400000001,14.32,3.26,13.61,1.04,0.69,1.6400000000000001,0.14,0.19999999999999996,0.20999999999999996,1.73879946060915,1.4
18,20,22.6,22.9,23.3,0.25,3.0,6.0,4,2.29388985,0.260849045,0.004885200000000002,2.7713916000000003,0.025784792,0.8279397600000001,14.24,2.99,13.72,1.045,0.67,1.62,0.14,0.19999999999999996,0.20999999999999996,1.4352888457028021,1.6
18,20,23,23.1,23.6,0.25,3.0,6.0,5,2.17278555,0.4095634350000001,0.010440250000000002,2.3618101,0.029510648000000004,1.47828428,14.07,2.86,13.78,1.03,0.68,1.6099999999999999,0.14,0.19999999999999996,0.20999999999999996,1.2374680261262685,1.7
18,20,22.9,23.1,23.6,0.25,3.0,6.0,6,2.04360155,0.5807074600000001,0.018268405,2.0399596000000004,0.033199802,1.6502312300000002,13.99,2.73,13.86,0.99,0.69,1.6800000000000002,0.14,0.19999999999999996,0.20999999999999996,1.1078231836732575,1.7
18,20,22.5,22.7,23.3,0.25,3.0,6.0,7,1.9599875,0.779906565,0.028345150000000003,1.7622396000000002,0.036407898,1.8244867499999997,13.85,2.7,13.94,0.95,0.69,1.69,0.14,0.19999999999999996,0.20999999999999996,1.0069553759301542,1.7
18,20,31.2,22.7,23.4,0.25,3.0,6.0,22.5,-0.0457007,2.1734492,0.185406075,0.030665018000000002,0.059583722000000006,2.1070180800000005,12.15,2.6,14.02,0.1,0.82,2.45,0.14,0.19999999999999996,0.20999999999999996,0.7945139191318024,0.2
18,20,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.14,0.19999999999999996,0.20999999999999996,,
18,20,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.14,0.19999999999999996,0.20999999999999996,,
18,20,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.14,0.19999999999999996,0.20999999999999996,,
23,30,22.7,22.8,23.4,0.25,3.0,6.0,0,3.1465758000000004,-0.005463035,-0.004927605,5.318568,0.00483156002,0.0233764736,14.64,10.9,12.16,0.8,0.81,2.59,0.19999999999999996,0.18999999999999995,0.41000000000000014,0.0,0.2
23,30,23.7,23.9,24.4,0.25,3.0,6.0,1,2.82672635,0.03173328000000001,-0.00350529,4.491781999999999,0.01172015528,0.1504415,14.54,3.64,13.11,0.9,0.78,2.58,0.19999999999999996,0.18999999999999995,0.41000000000000014,3.239008466022808,1.5
23,30,26.7,27.1,27.4,0.25,3.0,6.0,3,2.4659539,0.36224672,0.0014961550000000007,2.917638,0.02093625,0.591294,14.32,2.58,13.59,0.9,0.79,2.66,0.19999999999999996,0.18999999999999995,0.41000000000000014,1.6522602792683643,2.6
23,30,27.7,28.2,28.3,0.25,3.0,6.0,4,2.3397953,0.65969164,0.00677165,2.2022,0.023056992,0.85872184,14.13,2.43,13.71,0.81,0.82,2.68,0.19999999999999996,0.18999999999999995,0.41000000000000014,1.339004258536179,2.8
23,30,28.4,28.5,29.2,0.25,3.0,6.0,5,2.1254424,0.9495647650000001,0.01486921,1.5735919999999997,0.024310538,1.136784,13.84,2.28,13.72,0.7,0.91,2.6,0.19999999999999996,0.18999999999999995,0.41000000000000014,1.1577184276514376,2.9
23,30,28.4,28.6,29,0.25,3.0,6.0,6,2.09925995,1.25138586,0.024912305,1.09724768,0.024965402,1.2818015999999999,13.45,2.12,13.91,0.58,1,2.6,0.19999999999999996,0.18999999999999995,0.41000000000000014,1.02196313166432,2.7
23,30,28.2,28.2,28.8,0.25,3.0,6.0,7,1.4578088,1.56348328,0.035674895000000005,0.7444245799999999,0.025293049999999997,1.4236134,12.74,2.02,13.92,0.37,1,2.69,0.19999999999999996,0.18999999999999995,0.41000000000000014,0.9755685678152283,2.5
23,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.18999999999999995,0.41000000000000014,,
23,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.18999999999999995,0.41000000000000014,,
23,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.18999999999999995,0.41000000000000014,,
25,20,23,23.2,23.8,0.25,1.0,2.0,0,0.9482854700000001,-0.005637835,-0.00598971,1.7402472000000002,0.00456610802,0.015707312533999998,,,,0.89,0.85,1.8,0.10999999999999999,0.15000000000000002,0.19999999999999996,0.0,0.1
25,20,20.6,20.7,21.4,0.25,1.0,2.0,2,0.839428905,0.018852555,-0.0038442899999999998,1.2666312,0.00882,0.12962624,,,,0.99,0.8,1.79,0.10999999999999999,0.15000000000000002,0.19999999999999996,2.6793232257739006,0.6
25,20,20.9,21.1,21.7,0.25,1.0,2.0,4,0.745995705,0.12373867000000001,-0.0013634799999999994,0.7437541999999998,0.01333045928,0.32888416,13.476,3,13.484,0.98,0.79,1.79,0.10999999999999999,0.15000000000000002,0.19999999999999996,1.4382657026429355,0.9
25,20,22.5,22.5,23.1,0.25,1.0,2.0,9,0.025037860000000002,0.747448205,0.027613645000000003,0.020176442,0.023438282,0.813776,11.332,2.463,13.844,0.73,0.9,2,0.10999999999999999,0.15000000000000002,0.19999999999999996,0.635727635860724,0.5
25,20,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.10999999999999999,0.15000000000000002,0.19999999999999996,,
25,20,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.10999999999999999,0.15000000000000002,0.19999999999999996,,
25,20,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.10999999999999999,0.15000000000000002,0.19999999999999996,,
25,20,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.10999999999999999,0.15000000000000002,0.19999999999999996,,
25,20,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.10999999999999999,0.15000000000000002,0.19999999999999996,,
25,20,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.10999999999999999,0.15000000000000002,0.19999999999999996,,
26,10,26,26.1,26.6,0.25,1.0,2.0,0,1.034699065,-0.0059308849999999995,-0.005647625,1.8581832,0.0038880671648000003,0.014681507424,13.755,10.123,11.391,0.81,0.85,1.89,0.18999999999999995,0.15000000000000002,0.1100000000000001,0.0,0.0
26,10,20.8,21.1,21.5,0.25,1.0,2.0,2,0.922139375,-0.0019485849999999992,-0.0034776199999999994,1.5496550000000002,0.0085263605,0.06092477340000001,13.875,11.443,12.762,0.95,0.8,1.8,0.18999999999999995,0.15000000000000002,0.1100000000000001,2.5623442563329033,0.2
26,10,19.7,19.8,20.4,0.25,1.0,2.0,4,0.857924845,0.0059838750000000005,-0.0016276299999999997,1.242855,0.01159684722,0.12745784000000002,13.702,11.472,13.115,1.02,0.78,1.75,0.18999999999999995,0.15000000000000002,0.1100000000000001,2.196900922236468,0.2
26,10,20.7,21,21.4,0.25,1.0,2.0,20,0.5468925000000001,0.33100742000000005,0.02430716,0.29749820000000005,0.040409082,0.5398585600000001,12.823,3.353,13.605,1.2,0.6,1.71,0.18999999999999995,0.15000000000000002,0.1100000000000001,0.5652094786412838,0.2
26,10,19.8,20.2,20.5,0.25,1.0,2.0,21.916666666666668,0.51838328,0.38466347500000003,0.030093344999999997,0.2725992,0.043871162000000005,0.5610454400000001,12.715,3.326,13.631,1.19,0.59,1.73,0.18999999999999995,0.15000000000000002,0.1100000000000001,0.5432325157120782,0.2
26,10,19.4,19.7,20.1,0.25,1.0,2.0,24,0.48404625,0.433815,0.037166475000000004,0.250955,0.047517272000000006,0.5766,12.655,3.317,13.69,1.18,0.58,1.75,0.18999999999999995,0.15000000000000002,0.1100000000000001,0.5370843202830474,0.2
26,10,19.3,19.7,20,0.25,1.0,2.0,26,0.44923883,0.4741926550000001,0.044261525,0.2330982,0.051123800000000004,0.586384,12.627,3.317,13.674,1.15,0.55,1.79,0.18999999999999995,0.15000000000000002,0.1100000000000001,0.5566517702887352,0.2
26,10,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.18999999999999995,0.15000000000000002,0.1100000000000001,,
26,10,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.18999999999999995,0.15000000000000002,0.1100000000000001,,
26,10,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.18999999999999995,0.15000000000000002,0.1100000000000001,,
27,10,26.2,26.2,26.8,0.25,3.0,6.0,0,2.9619136500000005,-0.00579318,-0.005589475,5.159918,0.009936933620000001,0.0407161414,14.465,11.616,12.44,0.85,0.83,1.82,0.15000000000000002,0.17000000000000004,0.17999999999999994,0.0,0.0
27,10,24,24.6,24.7,0.25,3.0,6.0,1,2.6751949,-0.0038945049999999995,-0.003945809999999999,4.372472,0.022295,0.12205574000000001,14.322,12.216,13.01,0.99,0.79,1.78,0.15000000000000002,0.17000000000000004,0.17999999999999994,5.298429398645252,0.4
27,10,,,,0.25,3.0,6.0,3,2.342917,0.012075640000000002,-0.0014803949999999998,3.3318000000000003,0.041803232,0.32972984000000005,14.319,12.462,13.421,1.15,0.7,1.69,0.15000000000000002,0.17000000000000004,0.17999999999999994,2.4841238230356506,0.4
27,10,20,20.4,20.7,0.25,3.0,6.0,4,2.2108656,0.024953370000000002,0.00011754000000000105,2.78955,0.04802345000000001,0.42973414000000004,14.265,12.514,13.574,1.21,0.65,1.63,0.15000000000000002,0.17000000000000004,0.17999999999999994,2.105902813978094,0.4
27,10,19.8,20.2,20.6,0.25,3.0,6.0,5,2.10665625,0.038877350000000005,0.0017660250000000018,2.6767819999999998,0.053612792000000006,0.52079936,14.281,12.507,13.625,1.29,0.6,1.6,0.15000000000000002,0.17000000000000004,0.17999999999999994,1.958330207097109,0.4
27,10,19.8,20.1,20.5,0.25,3.0,6.0,7,1.9879281000000002,0.07344678,0.005931520000000002,2.3514480000000004,0.06490908799999999,0.6837797600000001,14.187,12.489,13.712,1.36,0.52,1.54,0.15000000000000002,0.17000000000000004,0.17999999999999994,1.7370158792380967,0.3
27,10,19.8,20.2,20.5,0.25,3.0,6.0,23,1.4294838999999997,0.50664578,0.06075285000000001,1.1255342000000002,0.2832102,1.21715,13.773,12.906,13.87,1.76,0.2,1.5,0.15000000000000002,0.17000000000000004,0.17999999999999994,1.306220809626945,0.2
27,10,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.15000000000000002,0.17000000000000004,0.17999999999999994,,
27,10,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.15000000000000002,0.17000000000000004,0.17999999999999994,,
27,10,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.15000000000000002,0.17000000000000004,0.17999999999999994,,
28,30,26.3,26.7,26.8,0.25,3.0,6.0,0,2.8930568500000002,0.0031387100000000003,-0.005714995,5.268312,0.009215269520000001,0.0399883286,14.518,10.886,12.426,0.82,0.85,5.9,0.18000000000000005,0.15000000000000002,0.09999999999999964,0.0,0.1
28,30,26,26.3,26.6,0.25,3.0,6.0,1,2.7389094000000003,0.07848831,-0.005136264999999999,4.136552000000001,0.01375510482,0.11918566,14.438,3.394,12.926,0.9,0.84,5.75,0.18000000000000005,0.15000000000000002,0.09999999999999964,1.9131163214999594,1.7
28,30,26.8,27.3,27.3,0.25,3.0,6.0,3,2.3721416,0.457045705,-0.0014205349999999997,2.530328,0.020610522,0.3579065600000001,14.081,2.737,13.265,0.9,0.88,5.7,0.18000000000000005,0.15000000000000002,0.09999999999999964,1.3480343086975777,2.5
28,30,27.4,27.8,27.9,0.25,3.0,6.0,4,2.33523985,0.71304703,0.0019351800000000008,1.9226480000000001,0.022295,0.4837215,13.831,2.549,13.469,0.8,0.91,5.7,0.18000000000000005,0.15000000000000002,0.09999999999999964,1.2194746987973448,2.6
28,30,27.6,28,28.1,0.25,3.0,6.0,5,2.0386995999999997,0.9837134350000001,0.00603521,1.397192,0.023383800000000003,0.6075821400000001,13.577,2.428,13.56,0.7,1,5.75,0.18000000000000005,0.15000000000000002,0.09999999999999964,1.0704691761627918,2.6
28,30,27,27.2,27.5,0.25,3.0,6.0,6,1.7014079999999998,1.3171043750000002,0.01159205,0.94073642,0.024037848,0.7195093400000001,13.105,2.286,13.597,0.55,1.12,5.7,0.18000000000000005,0.15000000000000002,0.09999999999999964,0.8897614713098181,2.4
28,30,26.4,26.5,27,0.25,3.0,6.0,7,1.2180236500000001,1.58742172,0.018365935,0.6335945,0.0244742,0.81214694,12.557,2.209,13.68,0.39,1.24,5.8,0.18000000000000005,0.15000000000000002,0.09999999999999964,0.7858464765698996,2.0
28,30,25.7,25.8,26.2,0.25,3.0,6.0,8,0.5831327,2.1110331249999996,0.024943754999999998,0.2641752,0.024637898,0.8826135,11.954,2.173,13.75,0.2,1.35,5.9,0.18000000000000005,0.15000000000000002,0.09999999999999964,0.6140334174414012,1.8
28,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.18000000000000005,0.15000000000000002,0.09999999999999964,,
28,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.18000000000000005,0.15000000000000002,0.09999999999999964,,
30,20,25.4,25.4,25.9,0.25,3.0,6.0,0,3.4279187500000003,-0.005322749999999999,-0.00562907,5.3521519999999985,0.008131472820000001,0.031037896600000003,14.677,11.481,12.388,0.8,0.8,1.8,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.1
30,20,22.7,22.8,23,0.25,3.0,6.0,1,3.0539203000000006,0.013905965,-0.00399127,4.317102000000001,0.01026860882,0.18600000000000003,14.644,4.139,13.263,0.9,0.79,1.72,0.19999999999999996,0.19999999999999996,0.19999999999999996,2.3002816949317135,0.7
30,20,22,22.1,22.6,0.25,3.0,6.0,4,2.45516035,0.190164355,0.002871580000000001,2.960622,0.018984042,0.6740415000000001,14.4,3.201,13.801,1,0.75,1.65,0.19999999999999996,0.19999999999999996,0.19999999999999996,1.357304275514287,1.1
30,20,22,22,22.5,0.25,3.0,6.0,5,2.37457815,0.317061365,0.007679820000000001,2.6207819999999997,0.021262121999999998,0.86814086,14.264,3.054,13.842,1,0.75,1.65,0.19999999999999996,0.19999999999999996,0.19999999999999996,1.086874073142589,1.1
30,20,22.1,22.2,22.5,0.25,3.0,6.0,6,2.1416741999999998,0.42498495999999997,0.01368134,2.3924879999999997,0.023274848,1.0525039999999999,14.124,2.954,13.986,1,0.75,1.65,0.19999999999999996,0.19999999999999996,0.19999999999999996,1.0256854792792287,1.2
30,20,22.2,22.4,22.6,0.25,3.0,6.0,8,2.11395685,0.66806633,0.02915261,1.53122,0.027261962,1.390544,14.063,2.83,14.062,1,0.75,1.65,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.9331226601226701,1.2
30,20,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.19999999999999996,,
30,20,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.19999999999999996,,
30,20,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.19999999999999996,,
30,20,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.19999999999999996,,
31,30,23.1,23.2,23.8,0.25,3.0,6.0,0,3.0850197500000003,-0.004104945,-0.005372284999999999,5.898199999999999,0.00822217088,0.0266285536,14.645,11.557,12.342,0.8,0.8,2.9,0.19999999999999996,0.19999999999999996,0.10000000000000009,0.0,0.1
31,30,22.4,22.5,23.1,0.25,3.0,6.0,1,2.8582635,0.034988080000000005,-0.00423065,4.8306379999999995,0.009926236980000001,0.14345976000000002,14.651,3.732,13.216,0.9,0.8,2.8,0.19999999999999996,0.19999999999999996,0.10000000000000009,2.7545082630664615,1.2
31,30,23,23.3,23.7,0.25,3.0,6.0,2,2.8289176000000005,0.10773107500000002,-0.00312147,4.0122,0.01253022498,0.27943014000000005,14.664,3.234,13.447,0.92,0.79,2.8,0.19999999999999996,0.19999999999999996,0.10000000000000009,2.369582458927008,1.6
31,30,23.6,23.9,24.3,0.25,3.0,6.0,3,2.5346037000000003,0.232279165,-0.0001684799999999995,3.3761520000000007,0.015095177999999999,0.46707366000000006,14.496,2.92,13.582,0.95,0.8,2.7,0.19999999999999996,0.19999999999999996,0.10000000000000009,1.9027733123098156,1.8
31,30,24.2,24.5,24.7,0.25,3.0,6.0,4,2.4190837999999997,0.382327305,0.003915910000000001,2.853432,0.017253098,0.6740415000000001,14.386,2.757,13.71,0.9,0.8,2.7,0.19999999999999996,0.19999999999999996,0.10000000000000009,1.7040212113250974,2.0
31,30,24.6,24.7,25.2,0.25,3.0,6.0,5,2.1975894499999997,0.55279472,0.009193340000000001,2.330982,0.0190382,0.8826135,14.082,2.712,13.716,0.9,0.8,2.7,0.19999999999999996,0.19999999999999996,0.10000000000000009,1.5782752201609516,2.1
31,30,24.7,24.8,25.2,0.25,3.0,6.0,7,2.003149845,0.8984839050000001,-0.03209625,1.3204838,0.021533792,1.0424373999999998,13.922,2.466,13.887,0.72,0.9,2.67,0.19999999999999996,0.19999999999999996,0.10000000000000009,1.3513425847133385,2.0
31,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.10000000000000009,,
31,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.10000000000000009,,
31,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.10000000000000009,,
32,20,22.6,22.8,23.3,0.25,1.0,2.0,0,1.02372039,-0.005857075,-0.006195,2.08142,0.00396125138,0.013573468854,13.993,10.391,11.641,0.8,0.8,1.85,0.19999999999999996,0.19999999999999996,0.1499999999999999,0.0,0.1
32,20,19.5,19.8,20.2,0.25,1.0,2.0,1,0.9683296100000001,-0.0007445300000000002,-0.005446415,1.8635000000000002,0.00568167842,0.05240661760000001,13.985,4.519,12.899,0.85,0.8,1.8,0.19999999999999996,0.19999999999999996,0.1499999999999999,3.73958722576714,0.3
32,20,17.1,17.4,17.7,0.25,1.0,2.0,3,0.8927440600000001,0.037345035000000006,-0.0038321249999999996,1.3999621999999998,0.00896419458,0.17390144000000002,14.08,3.524,13.42,0.9,0.8,1.75,0.19999999999999996,0.19999999999999996,0.1499999999999999,2.038554686906458,0.6
32,20,17.1,17.3,17.7,0.25,1.0,2.0,4,0.85532094,0.07491053500000001,-0.0027457349999999996,1.1429550000000002,0.01062185138,0.26197816,13.992,3.326,13.612,0.9,0.8,1.75,0.19999999999999996,0.19999999999999996,0.1499999999999999,1.6401975641196307,0.6
32,20,17.2,17.3,17.7,0.25,1.0,2.0,5,0.81537906,0.12038615000000001,-0.0014791299999999995,0.9103878,0.012149217680000001,0.35317414,13.882,3.182,13.639,0.9,0.8,1.75,0.19999999999999996,0.19999999999999996,0.1499999999999999,1.4519104866491241,0.7
32,20,17.2,17.4,17.8,0.25,1.0,2.0,6,0.7732485950000001,0.18306043,0.0003944300000000003,0.7011949999999999,0.0136690805,0.44557304000000003,13.735,3.06,13.752,0.87,0.8,1.78,0.19999999999999996,0.19999999999999996,0.1499999999999999,1.2444567510869724,0.7
32,20,17.1,17.3,17.6,0.25,1.0,2.0,7,0.7150585150000001,0.263886895,0.003504005,0.5259949999999999,0.015202921999999999,0.5369874400000001,13.557,2.937,13.802,0.82,0.8,1.79,0.19999999999999996,0.19999999999999996,0.1499999999999999,1.063621428666631,0.7
32,20,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.1499999999999999,,
32,20,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.1499999999999999,,
32,20,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.1499999999999999,,
33,30,18.1,18.3,18.7,0.25,1.0,2.0,0,1.009335235,-0.005888195,-0.006195,2.08142,0.0037714124288,0.012944610693999999,13.945,9.426,11.565,0.8,0.8,1.85,0.19999999999999996,0.19999999999999996,0.1499999999999999,0.0,0.1
33,30,18,18.2,18.6,0.25,1.0,2.0,2,0.93057117,0.04160656000000001,-0.00427929,1.47042,0.008713208,0.163416,14.048,3.385,13.423,0.9,0.8,1.8,0.19999999999999996,0.19999999999999996,0.1499999999999999,4.674918308035113,1.0
33,30,18.9,19.2,19.4,0.25,1.0,2.0,3,0.8739207050000002,0.11004742000000002,-0.0029698349999999992,1.067495,0.01105561448,0.29958776000000004,13.882,3.051,13.549,0.85,0.82,1.8,0.19999999999999996,0.19999999999999996,0.1499999999999999,3.503733946493683,1.2
33,30,19.5,19.7,20,0.25,1.0,2.0,4,0.777511405,0.21881746,-0.0009382699999999997,0.66938,0.01367983298,0.46799446,13.61,2.917,13.683,0.8,0.82,1.85,0.19999999999999996,0.19999999999999996,0.1499999999999999,2.7676659199152214,1.3
33,30,19.7,19.9,20.1,0.25,1.0,2.0,5,0.653966955,0.35787308500000004,0.0017172900000000007,0.3981272,0.016119392,0.61701944,13.24,2.692,13.774,0.7,0.88,1.85,0.19999999999999996,0.19999999999999996,0.1499999999999999,2.174071077202368,1.2
33,30,19.3,19.4,19.8,0.25,1.0,2.0,6,0.50891797,0.53300082,0.005449975000000002,0.2296952,0.018442682000000002,0.7483986400000001,12.637,2.607,13.822,0.6,0.9,1.9,0.19999999999999996,0.19999999999999996,0.1499999999999999,1.7778824971293576,1.0
33,30,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.1499999999999999,,
33,30,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.1499999999999999,,
33,30,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.1499999999999999,,
