number,value,datetime_start,datetime_complete,duration,params_current_dropout,params_current_hidden_size,params_current_n_layers,params_decoder_dropout,params_decoder_hidden_size,params_decoder_n_layers,params_lstm_dropout,params_lstm_hidden_size,params_lstm_n_layers,state
30,0.08727262308821082,2025-09-29 20:37:39.413682,2025-09-29 20:41:11.556110,0 days 00:03:32.142428,0.30000000000000004,16,3,0.1,64,2,0.5,64,2,COMPLETE
31,0.17749768403591587,2025-09-29 20:41:11.587019,2025-09-29 20:44:40.785927,0 days 00:03:29.198908,0.30000000000000004,96,4,0.2,72,3,0.5,64,2,COMPLETE
32,0.015805650979746132,2025-09-29 20:44:40.814948,2025-09-29 20:48:12.692686,0 days 00:03:31.877738,0.30000000000000004,32,2,0.30000000000000004,72,2,0.5,64,2,COMPLETE
33,0.01575434682890773,2025-09-29 20:48:12.723085,2025-09-29 20:51:34.864577,0 days 00:03:22.141492,0.30000000000000004,32,2,0.30000000000000004,72,2,0.5,64,2,COMPLETE
34,0.01374785042135045,2025-09-29 20:51:34.894964,2025-09-29 20:54:53.468479,0 days 00:03:18.573515,0.2,32,2,0.30000000000000004,72,2,0.5,64,2,COMPLETE
35,0.13410588552942498,2025-09-29 20:54:53.499641,2025-09-29 20:58:12.751942,0 days 00:03:19.252301,0.2,72,2,0.2,72,2,0.5,64,2,COMPLETE
36,0.013651931239292026,2025-09-29 20:58:12.783284,2025-09-29 21:01:33.158200,0 days 00:03:20.374916,0.1,32,2,0.30000000000000004,16,2,0.5,96,2,COMPLETE
37,0.01655132739106193,2025-09-29 21:01:33.188399,2025-09-29 21:06:23.881467,0 days 00:04:50.693068,0.1,16,3,0.2,16,2,0.5,96,3,COMPLETE
38,0.17229508715099656,2025-09-29 21:06:23.912017,2025-09-29 21:09:44.133977,0 days 00:03:20.221960,0.1,96,2,0.30000000000000004,16,2,0.5,96,2,COMPLETE
39,0.015607682836707682,2025-09-29 21:09:44.163806,2025-09-29 21:14:35.370100,0 days 00:04:51.206294,0.2,32,3,0.30000000000000004,16,5,0.4,32,3,COMPLETE
40,0.014444711070973426,2025-09-29 21:14:35.400301,2025-09-29 21:17:56.376160,0 days 00:03:20.975859,0.2,32,2,0.2,32,3,0.30000000000000004,96,2,COMPLETE
41,0.16092009158455767,2025-09-29 21:17:56.407737,2025-09-29 21:22:49.785303,0 days 00:04:53.377566,0.1,64,3,0.1,32,3,0.30000000000000004,96,3,COMPLETE
42,0.013624434161465615,2025-09-29 21:22:49.815276,2025-09-29 21:26:09.781435,0 days 00:03:19.966159,0.2,32,2,0.2,32,2,0.30000000000000004,96,2,COMPLETE
43,0.01295835494529456,2025-09-29 21:26:09.811690,2025-09-29 21:29:29.817503,0 days 00:03:20.005813,0.2,32,2,0.2,32,2,0.30000000000000004,96,2,COMPLETE
44,0.0143723358749412,2025-09-29 21:29:29.847345,2025-09-29 21:32:51.929075,0 days 00:03:22.081730,0.2,32,2,0.2,32,3,0.30000000000000004,96,2,COMPLETE
45,0.018035689007956535,2025-09-29 21:32:51.963148,2025-09-29 21:36:11.868140,0 days 00:03:19.904992,0.2,16,2,0.1,32,2,0.30000000000000004,96,2,COMPLETE
46,0.07318799157510511,2025-09-29 21:36:11.898857,2025-09-29 21:39:32.373596,0 days 00:03:20.474739,0.1,32,2,0.2,32,3,0.1,96,2,COMPLETE
47,0.012869430589489639,2025-09-29 21:39:32.404375,2025-09-29 21:42:53.063809,0 days 00:03:20.659434,0.2,96,2,0.2,32,2,0.30000000000000004,96,2,COMPLETE
48,0.18220715842908247,2025-09-29 21:42:53.094364,2025-09-29 21:46:17.078969,0 days 00:03:23.984605,0.2,96,5,0.1,32,2,0.30000000000000004,48,2,COMPLETE
49,0.13868104622815736,2025-09-29 21:46:17.109446,2025-09-29 21:49:56.253261,0 days 00:03:39.143815,0.1,96,2,0.2,32,2,0.30000000000000004,96,2,COMPLETE
50,0.0800248431682121,2025-09-29 21:49:56.284314,2025-09-29 21:53:54.401160,0 days 00:03:58.116846,0.2,96,3,0.2,48,6,0.1,96,2,COMPLETE
51,0.2562971721403301,2025-09-29 21:53:54.432759,2025-09-29 22:04:26.675343,0 days 00:10:32.242584,0.1,48,6,0.1,16,2,0.2,16,6,COMPLETE
52,0.07335147415287793,2025-09-29 22:04:26.706134,2025-09-29 22:08:04.581829,0 days 00:03:37.875695,0.2,64,2,0.2,32,2,0.30000000000000004,96,2,COMPLETE
53,0.14101756197633222,2025-09-29 22:08:04.617695,2025-09-29 22:11:54.151376,0 days 00:03:49.533681,0.2,96,2,0.2,32,3,0.30000000000000004,96,2,COMPLETE
54,0.015241271827835589,2025-09-29 22:11:54.182044,2025-09-29 22:15:42.537935,0 days 00:03:48.355891,0.2,32,2,0.30000000000000004,32,2,0.30000000000000004,96,2,COMPLETE
55,0.07998393406160176,2025-09-29 22:15:42.568040,2025-09-29 22:19:29.309074,0 days 00:03:46.741034,0.2,32,2,0.4,64,3,0.2,32,2,COMPLETE
56,0.012543224275577813,2025-09-29 22:19:29.339179,2025-09-29 22:24:47.641847,0 days 00:05:18.302668,0.2,48,2,0.2,32,2,0.30000000000000004,96,3,COMPLETE
57,0.11998672202462331,2025-09-29 22:24:47.671294,2025-09-29 22:32:34.110714,0 days 00:07:46.439420,0.1,48,3,0.1,32,5,0.30000000000000004,48,4,COMPLETE
58,0.04578937941696495,2025-09-29 22:32:34.142894,2025-09-29 22:37:54.273298,0 days 00:05:20.130404,0.2,48,2,0.2,16,2,0.2,96,3,COMPLETE
59,0.011053004348650575,2025-09-29 22:37:54.304435,2025-09-29 22:43:24.474730,0 days 00:05:30.170295,0.1,48,2,0.30000000000000004,48,2,0.4,96,3,COMPLETE
60,0.012437578762182966,2025-09-29 22:43:24.505784,2025-09-29 22:48:56.143101,0 days 00:05:31.637317,0.1,48,2,0.2,48,2,0.4,96,3,COMPLETE
61,0.012973133433843032,2025-09-29 22:48:56.172997,2025-09-29 22:56:34.804015,0 days 00:07:38.631018,0.1,48,3,0.2,48,2,0.4,96,4,COMPLETE
62,0.12542152348905802,2025-09-29 22:56:34.835973,2025-09-29 23:03:58.866730,0 days 00:07:24.030757,0.1,48,4,0.2,48,2,0.4,96,4,COMPLETE
63,0.011709601007169113,2025-09-29 23:03:58.899045,2025-09-29 23:10:27.412507,0 days 00:06:28.513462,0.1,48,2,0.2,48,2,0.4,96,4,COMPLETE
64,0.013487047422677279,2025-09-29 23:10:27.444903,2025-09-29 23:18:24.648276,0 days 00:07:57.203373,0.1,48,3,0.1,48,2,0.4,96,5,COMPLETE
65,0.050743967189919206,2025-09-29 23:18:24.677840,2025-09-29 23:24:49.272442,0 days 00:06:24.594602,0.1,48,2,0.2,48,2,0.4,96,4,COMPLETE
66,0.011745190666988491,2025-09-29 23:24:49.303934,2025-09-29 23:31:12.667298,0 days 00:06:23.363364,0.1,48,2,0.2,48,2,0.4,96,4,COMPLETE
67,0.013005511392839253,2025-09-29 23:31:12.701433,2025-09-29 23:37:37.387375,0 days 00:06:24.685942,0.1,48,2,0.2,48,2,0.4,96,4,COMPLETE
68,0.011869396443944424,2025-09-29 23:37:37.417569,2025-09-29 23:45:40.706242,0 days 00:08:03.288673,0.1,48,2,0.2,48,2,0.4,96,5,COMPLETE
69,0.1060449808370322,2025-09-29 23:45:40.736820,2025-09-29 23:53:33.874720,0 days 00:07:53.137900,0.1,48,2,0.1,48,4,0.4,16,5,COMPLETE
70,0.07254046759917401,2025-09-29 23:53:33.904756,2025-09-29 23:59:55.053281,0 days 00:06:21.148525,0.1,48,2,0.2,48,2,0.4,32,4,COMPLETE
71,0.011973617516923695,2025-09-29 23:59:55.084076,2025-09-30 00:07:50.975468,0 days 00:07:55.891392,0.1,48,2,0.2,48,2,0.4,96,5,COMPLETE
72,0.07319083870388568,2025-09-30 00:07:51.006817,2025-09-30 00:15:49.229823,0 days 00:07:58.223006,0.1,48,2,0.2,48,2,0.4,96,5,COMPLETE
73,0.012021190853556619,2025-09-30 00:15:49.264032,2025-09-30 00:23:43.865303,0 days 00:07:54.601271,0.1,48,2,0.2,48,2,0.4,96,5,COMPLETE
74,0.04946426229435019,2025-09-30 00:23:43.896847,2025-09-30 00:31:37.232821,0 days 00:07:53.335974,0.1,48,2,0.2,48,2,0.4,96,5,COMPLETE
75,0.013078332802979275,2025-09-30 00:31:37.263690,2025-09-30 00:39:32.366125,0 days 00:07:55.102435,0.1,48,2,0.30000000000000004,48,2,0.4,96,5,COMPLETE
76,0.07145701042027212,2025-09-30 00:39:32.396859,2025-09-30 00:49:02.652496,0 days 00:09:30.255637,0.1,48,2,0.2,48,2,0.4,48,6,COMPLETE
77,0.1216907531954348,2025-09-30 00:49:02.681178,2025-09-30 00:57:06.885957,0 days 00:08:04.204779,0.1,48,5,0.1,48,2,0.4,72,5,COMPLETE
78,0.012451499269809574,2025-09-30 00:57:06.916441,2025-09-30 01:05:04.126452,0 days 00:07:57.210011,0.1,48,2,0.30000000000000004,48,2,0.4,96,5,COMPLETE
79,0.07321978932595812,2025-09-30 01:05:04.156374,2025-09-30 01:13:01.988967,0 days 00:07:57.832593,0.1,48,2,0.4,48,3,0.4,96,5,COMPLETE
80,0.013061346614267676,2025-09-30 01:13:02.019801,2025-09-30 01:21:04.814155,0 days 00:08:02.794354,0.1,48,2,0.30000000000000004,48,6,0.4,96,5,COMPLETE
81,0.11573967811418698,2025-09-30 01:21:04.844636,2025-09-30 01:30:50.156604,0 days 00:09:45.311968,0.1,48,3,0.30000000000000004,48,2,0.4,96,6,COMPLETE
82,0.012596767884679139,2025-09-30 01:30:50.187398,2025-09-30 01:38:47.226638,0 days 00:07:57.039240,0.1,48,2,0.30000000000000004,48,2,0.4,96,5,COMPLETE
83,0.04281790408422239,2025-09-30 01:38:47.261370,2025-09-30 01:43:37.662927,0 days 00:04:50.401557,0.1,48,2,0.2,48,2,0.4,96,3,COMPLETE
84,0.012695529748452828,2025-09-30 01:43:37.692002,2025-09-30 01:48:29.522953,0 days 00:04:51.830951,0.1,48,2,0.2,48,2,0.4,96,3,COMPLETE
85,0.012296197121031582,2025-09-30 01:48:29.554045,2025-09-30 01:54:51.651461,0 days 00:06:22.097416,0.1,72,2,0.30000000000000004,48,2,0.4,96,4,COMPLETE
86,0.2593259785324335,2025-09-30 01:54:51.684398,2025-09-30 02:02:41.808935,0 days 00:07:50.124537,0.1,72,2,0.30000000000000004,48,2,0.4,16,5,COMPLETE
87,0.0724971821764484,2025-09-30 02:02:41.839698,2025-09-30 02:10:36.417115,0 days 00:07:54.577417,0.1,72,2,0.4,48,2,0.4,96,5,COMPLETE
88,0.012915444280952215,2025-09-30 02:10:36.446332,2025-09-30 02:16:57.160226,0 days 00:06:20.713894,0.1,72,2,0.30000000000000004,48,2,0.4,96,4,COMPLETE
89,0.07117516039288603,2025-09-30 02:16:57.190940,2025-09-30 02:24:50.623699,0 days 00:07:53.432759,0.1,72,2,0.30000000000000004,64,2,0.4,96,5,COMPLETE
90,0.01037523580598645,2025-09-30 02:24:50.654872,2025-09-30 02:31:16.142797,0 days 00:06:25.487925,0.1,48,2,0.4,96,3,0.4,72,4,COMPLETE
91,0.011771868134383112,2025-09-30 02:31:16.172888,2025-09-30 02:37:41.017148,0 days 00:06:24.844260,0.1,64,2,0.4,96,3,0.4,72,4,COMPLETE
92,0.011114907200681045,2025-09-30 02:37:41.047802,2025-09-30 02:44:05.054359,0 days 00:06:24.006557,0.1,64,2,0.4,96,4,0.4,72,4,COMPLETE
93,0.011538766743615269,2025-09-30 02:44:05.084345,2025-09-30 02:50:30.382262,0 days 00:06:25.297917,0.1,64,2,0.4,96,4,0.4,72,4,COMPLETE
94,0.07781103013549,2025-09-30 02:50:30.412417,2025-09-30 02:56:54.379037,0 days 00:06:23.966620,0.1,64,2,0.4,96,4,0.4,72,4,COMPLETE
95,0.01105070678750053,2025-09-30 02:56:55.672783,2025-09-30 03:03:19.063253,0 days 00:06:23.390470,0.1,64,2,0.4,96,4,0.4,72,4,COMPLETE
96,0.0492623207566794,2025-09-30 03:03:19.092457,2025-09-30 03:09:46.049279,0 days 00:06:26.956822,0.1,64,2,0.4,96,4,0.4,72,4,COMPLETE
97,0.17694908314733765,2025-09-30 03:09:46.080737,2025-09-30 03:16:12.724463,0 days 00:06:26.643726,0.1,64,2,0.4,96,4,0.4,72,4,COMPLETE
98,0.1400912269076798,2025-09-30 03:16:12.754600,2025-09-30 03:22:39.253952,0 days 00:06:26.499352,0.1,64,2,0.4,96,4,0.4,72,4,COMPLETE
99,0.20434297625906767,2025-09-30 03:22:39.287659,2025-09-30 03:29:09.619857,0 days 00:06:30.332198,0.6,64,2,0.4,96,4,0.4,72,4,COMPLETE
100,0.050149848725413906,2025-09-30 03:29:09.648650,2025-09-30 03:35:35.420331,0 days 00:06:25.771681,0.1,64,3,0.4,96,4,0.4,72,4,COMPLETE
101,0.134557080763625,2025-09-30 03:35:35.449430,2025-09-30 03:42:01.995752,0 days 00:06:26.546322,0.1,64,2,0.5,96,5,0.4,72,4,COMPLETE
102,0.1448242523125373,2025-09-30 03:42:02.025695,2025-09-30 03:48:26.076887,0 days 00:06:24.051192,0.1,64,2,0.4,96,4,0.4,72,4,COMPLETE
103,0.10927098568063229,2025-09-30 03:48:26.108231,2025-09-30 03:54:50.027650,0 days 00:06:23.919419,0.1,64,2,0.4,96,4,0.4,72,4,COMPLETE
104,0.014249698049388826,2025-09-30 03:54:50.057595,2025-09-30 04:01:14.763563,0 days 00:06:24.705968,0.1,16,2,0.4,96,4,0.4,72,4,COMPLETE
105,0.01201908343937248,2025-09-30 04:01:14.794274,2025-09-30 04:07:38.953841,0 days 00:06:24.159567,0.1,64,2,0.5,96,3,0.4,72,4,COMPLETE
106,0.0122321946779266,2025-09-30 04:07:38.982697,2025-09-30 04:14:02.757364,0 days 00:06:23.774667,0.1,64,2,0.5,96,3,0.4,72,4,COMPLETE
107,0.1399868838780094,2025-09-30 04:14:02.786823,2025-09-30 04:20:28.963639,0 days 00:06:26.176816,0.1,64,2,0.6,96,3,0.4,72,4,COMPLETE
108,0.07297651512781159,2025-09-30 04:20:28.993413,2025-09-30 04:26:55.063280,0 days 00:06:26.069867,0.1,64,2,0.5,96,3,0.5,72,4,COMPLETE
109,0.1144974802969955,2025-09-30 04:26:55.092476,2025-09-30 04:33:21.287966,0 days 00:06:26.195490,0.1,64,2,0.5,96,5,0.4,72,4,COMPLETE
110,0.1151801246451214,2025-09-30 04:33:21.315860,2025-09-30 04:39:44.896165,0 days 00:06:23.580305,0.5,64,2,0.4,96,3,0.4,72,4,COMPLETE
111,0.012059571006102488,2025-09-30 04:39:44.925686,2025-09-30 04:46:11.903208,0 days 00:06:26.977522,0.1,64,2,0.4,96,4,0.4,72,4,COMPLETE
112,0.011060933908447623,2025-09-30 04:46:11.934091,2025-09-30 04:52:37.086909,0 days 00:06:25.152818,0.1,48,2,0.4,96,4,0.4,72,4,COMPLETE
113,inf,2025-10-09 23:08:09.889606,2025-10-09 23:08:14.723414,0 days 00:00:04.833808,0.1,64,2,0.4,96,4,0.4,72,4,COMPLETE
114,inf,2025-10-09 23:08:14.750387,2025-10-09 23:08:16.976885,0 days 00:00:02.226498,0.1,48,2,0.4,96,4,0.4,72,4,COMPLETE
115,inf,2025-10-09 23:08:16.992154,2025-10-09 23:08:18.997878,0 days 00:00:02.005724,0.1,16,2,0.4,96,4,0.4,72,4,COMPLETE
116,inf,2025-10-09 23:08:19.025208,2025-10-09 23:08:20.996342,0 days 00:00:01.971134,0.1,48,2,0.4,96,3,0.4,32,4,COMPLETE
117,inf,2025-10-09 23:08:21.013620,2025-10-09 23:08:22.998954,0 days 00:00:01.985334,0.1,64,2,0.5,64,4,0.4,72,4,COMPLETE
118,,2025-10-09 23:08:23.030630,2025-10-09 23:08:23.635511,0 days 00:00:00.604881,0.1,48,2,0.4,96,3,0.4,48,4,FAIL
