number,value,datetime_start,datetime_complete,duration,params_current_dropout,params_current_hidden_size,params_current_n_layers,params_decoder_dropout,params_decoder_hidden_size,params_decoder_n_layers,params_lstm_dropout,params_lstm_hidden_size,params_lstm_n_layers,state
62,0.14248327368404717,2025-10-10 04:37:57.972649,2025-10-10 04:42:33.377640,0 days 00:04:35.404991,0.2,96,4,0.4,16,6,0.2,96,4,COMPLETE
63,0.01233225737232715,2025-10-10 04:42:33.392653,2025-10-10 04:47:08.586133,0 days 00:04:35.193480,0.1,96,3,0.30000000000000004,16,5,0.2,96,4,COMPLETE
64,0.050520474556833506,2025-10-10 04:47:08.607680,2025-10-10 04:51:39.534609,0 days 00:04:30.926929,0.1,96,3,0.30000000000000004,16,4,0.2,32,4,COMPLETE
65,0.010987767169717699,2025-10-10 04:51:39.556696,2025-10-10 04:57:15.869558,0 days 00:05:36.312862,0.1,96,3,0.30000000000000004,48,3,0.2,96,5,COMPLETE
66,0.05355148912640288,2025-10-10 04:57:15.883006,2025-10-10 05:01:52.734874,0 days 00:04:36.851868,0.1,96,3,0.30000000000000004,48,3,0.2,72,4,COMPLETE
67,0.05494946867693216,2025-10-10 05:01:52.748809,2025-10-10 05:06:23.220862,0 days 00:04:30.472053,0.1,96,2,0.30000000000000004,48,3,0.2,96,4,COMPLETE
68,0.2432169772335328,2025-10-10 05:06:23.234263,2025-10-10 05:11:47.882511,0 days 00:05:24.648248,0.1,64,6,0.2,48,2,0.2,96,5,COMPLETE
69,0.05505283065140247,2025-10-10 05:11:47.905604,2025-10-10 05:15:10.409412,0 days 00:03:22.503808,0.1,48,3,0.30000000000000004,48,3,0.1,64,3,COMPLETE
70,0.012706608301959932,2025-10-10 05:15:10.424387,2025-10-10 05:19:42.179273,0 days 00:04:31.754886,0.1,96,3,0.2,32,3,0.2,96,4,COMPLETE
71,0.011748734686989337,2025-10-10 05:19:42.203166,2025-10-10 05:24:13.312636,0 days 00:04:31.109470,0.1,96,3,0.2,32,3,0.2,96,4,COMPLETE
72,0.0723947043530643,2025-10-10 05:24:13.336890,2025-10-10 05:28:40.468009,0 days 00:04:27.131119,0.1,96,3,0.2,32,3,0.2,96,4,COMPLETE
73,0.20198029876919463,2025-10-10 05:28:40.482307,2025-10-10 05:34:13.436523,0 days 00:05:32.954216,0.1,96,3,0.2,32,3,0.2,96,5,COMPLETE
74,0.07267411489738151,2025-10-10 05:34:13.460939,2025-10-10 05:38:45.742011,0 days 00:04:32.281072,0.1,96,3,0.2,32,3,0.2,72,4,COMPLETE
75,0.010700262093450874,2025-10-10 05:38:45.766174,2025-10-10 05:43:18.474558,0 days 00:04:32.708384,0.1,96,3,0.2,32,3,0.2,96,4,COMPLETE
76,0.11487422230420634,2025-10-10 05:43:18.488853,2025-10-10 05:48:47.702354,0 days 00:05:29.213501,0.1,96,3,0.2,32,2,0.2,96,5,COMPLETE
77,0.07509504902409389,2025-10-10 05:48:47.715400,2025-10-10 05:53:12.576639,0 days 00:04:24.861239,0.1,32,3,0.2,32,3,0.2,96,4,COMPLETE
78,0.01047220446052961,2025-10-10 05:53:12.598599,2025-10-10 05:57:48.226227,0 days 00:04:35.627628,0.1,96,3,0.1,32,3,0.2,96,4,COMPLETE
79,0.07296772074187174,2025-10-10 05:57:48.238561,2025-10-10 06:01:12.273282,0 days 00:03:24.034721,0.1,96,3,0.1,32,3,0.1,96,3,COMPLETE
80,0.1225443810923025,2025-10-10 06:01:12.286913,2025-10-10 06:05:45.050651,0 days 00:04:32.763738,0.1,16,3,0.1,32,2,0.2,96,4,COMPLETE
81,0.11137107646791264,2025-10-10 06:05:45.066366,2025-10-10 06:10:12.506756,0 days 00:04:27.440390,0.1,96,3,0.1,32,3,0.2,96,4,COMPLETE
82,0.011198591743595897,2025-10-10 06:10:12.530318,2025-10-10 06:14:45.940955,0 days 00:04:33.410637,0.1,96,3,0.2,32,3,0.2,96,4,COMPLETE
83,0.07844388668891042,2025-10-10 06:14:45.954956,2025-10-10 06:19:12.566767,0 days 00:04:26.611811,0.1,96,3,0.2,32,3,0.2,96,4,COMPLETE
84,0.11729741001036018,2025-10-10 06:19:12.580630,2025-10-10 06:23:43.073379,0 days 00:04:30.492749,0.1,96,3,0.1,32,3,0.2,96,4,COMPLETE
85,0.07389358913060277,2025-10-10 06:23:43.087130,2025-10-10 06:28:10.011796,0 days 00:04:26.924666,0.1,96,3,0.2,32,3,0.30000000000000004,96,4,COMPLETE
86,0.053199829341610896,2025-10-10 06:28:10.027780,2025-10-10 06:32:40.137055,0 days 00:04:30.109275,0.1,96,3,0.2,32,3,0.2,96,4,COMPLETE
87,0.05918559983838349,2025-10-10 06:32:40.151084,2025-10-10 06:37:03.355543,0 days 00:04:23.204459,0.1,96,3,0.1,32,3,0.2,16,4,COMPLETE
88,0.07642195001244545,2025-10-10 06:37:03.378880,2025-10-10 06:40:26.800069,0 days 00:03:23.421189,0.2,96,3,0.2,32,3,0.30000000000000004,48,3,COMPLETE
89,0.01227777972817421,2025-10-10 06:40:26.822374,2025-10-10 06:44:53.939054,0 days 00:04:27.116680,0.1,96,3,0.2,64,4,0.2,96,4,COMPLETE
90,0.013307246717158706,2025-10-10 06:44:53.964006,2025-10-10 06:49:18.346124,0 days 00:04:24.382118,0.1,48,3,0.2,64,4,0.2,64,4,COMPLETE
91,0.07901732748141513,2025-10-10 06:49:18.359364,2025-10-10 06:53:49.785046,0 days 00:04:31.425682,0.1,48,3,0.2,64,5,0.2,64,4,COMPLETE
92,0.11690378971397877,2025-10-10 06:53:49.799313,2025-10-10 06:58:15.268494,0 days 00:04:25.469181,0.1,64,3,0.2,64,4,0.2,64,4,COMPLETE
93,0.014970642235130071,2025-10-10 06:58:15.282568,2025-10-10 07:02:40.909313,0 days 00:04:25.626745,0.1,48,3,0.2,64,4,0.2,64,4,COMPLETE
94,0.07487166506471113,2025-10-10 07:02:40.933349,2025-10-10 07:07:02.004547,0 days 00:04:21.071198,0.1,48,3,0.2,64,5,0.2,64,4,COMPLETE
95,0.08031374369747937,2025-10-10 07:07:02.016328,2025-10-10 07:11:33.658045,0 days 00:04:31.641717,0.1,48,3,0.1,64,4,0.2,32,4,COMPLETE
96,0.07269281900953502,2025-10-10 07:11:33.672281,2025-10-10 07:16:02.834863,0 days 00:04:29.162582,0.1,96,3,0.2,64,4,0.30000000000000004,96,4,COMPLETE
97,0.11784809022210538,2025-10-10 07:16:02.849149,2025-10-10 07:20:37.305213,0 days 00:04:34.456064,0.1,32,4,0.2,32,6,0.2,96,4,COMPLETE
98,0.045036126428749414,2025-10-10 07:20:37.328106,2025-10-10 07:25:02.172328,0 days 00:04:24.844222,0.1,96,3,0.1,64,3,0.1,96,4,COMPLETE
99,0.07288989116204903,2025-10-10 07:25:02.195236,2025-10-10 07:29:36.763902,0 days 00:04:34.568666,0.1,96,3,0.2,32,5,0.30000000000000004,96,4,COMPLETE
