          TIME           E/N             E             N            N2         N2(A)         N2(B)        N2(A')         N2(C)           N^+          N2^+          N3^+          N4^+
   7.02576E-06   2.28291E+01   9.72588E+05   1.60180E-23   2.44746E+19   2.85688E+04   3.94916E+00   3.39330E+01   3.93593E-02   3.28588E-55   7.01395E-17   1.07419E-27   1.40062E-11
   1.52225E-05   3.93613E+01   1.67992E+06   6.69079E-09   2.44746E+19   8.33499E+07   1.00340E+04   1.79449E+05   1.09945E+03   3.37730E-27   7.05048E-03   5.57905E-10   1.86717E+02
   2.45902E-05   5.80379E+01   2.70986E+06   1.04266E-03   2.44746E+19   5.14371E+09   5.47084E+05   1.73848E+07   1.83999E+05   2.64257E-18   1.65926E+02   8.35823E-04   4.30154E+05
   3.27869E-05   7.61879E+01   3.29342E+06   5.96942E+00   2.44746E+19   3.87517E+10   4.26996E+06   1.93447E+08   2.48869E+06   1.38696E-12   1.66905E+05   5.77295E+00   1.89865E+07
   4.09836E-05   9.24698E+01   1.40914E+06   1.59973E+03   2.44746E+19   7.67720E+10   5.15936E+06   2.87862E+08   4.03452E+06   2.61402E-09   1.69832E+07   1.59029E+03   6.80475E+07
   4.91803E-05   1.07939E+02   1.19630E+06   5.36075E+04   2.44746E+19   1.40354E+11   8.87550E+06   5.68688E+08   8.36425E+06   2.99593E-07   2.90322E+08   5.34712E+04   3.12125E+07
   5.50351E-05   1.20367E+02   4.99630E+06   7.30863E+05   2.44746E+19   4.41417E+11   5.65546E+07   3.93919E+09   5.94892E+07   4.00623E-05   2.02771E+09   7.28444E+05   8.74344E+06
   5.97190E-05   1.28880E+02   1.12512E+07   6.23323E+06   2.44746E+19   1.12589E+12   1.62050E+08   1.18207E+10   1.81106E+08   1.72844E-03   7.18674E+09   6.21524E+06   2.91702E+06
   6.44028E-05   1.35620E+02   1.98994E+07   4.38393E+07   2.44746E+19   2.54127E+12   3.41011E+08   2.56382E+10   3.96924E+08   4.51236E-02   2.02522E+10   4.37418E+07   1.15286E+06
   6.67447E-05   1.40151E+02   2.95123E+07   1.02314E+08   2.44746E+19   3.69065E+12   5.62990E+08   4.31197E+10   6.71624E+08   2.01452E-01   3.23827E+10   1.02106E+08   4.69817E+05
   7.02576E-05   1.43312E+02   3.75940E+07   3.42611E+08   2.44746E+19   6.02038E+12   7.77520E+08   6.00476E+10   9.40641E+08   1.39440E+00   5.91757E+10   3.42051E+08   3.23619E+05
   7.37705E-05   1.46620E+02   4.35645E+07   9.55697E+08   2.44746E+19   8.82655E+12   9.82616E+08   7.63367E+10   1.20350E+09   7.08324E+00   9.49236E+10   9.54509E+08   1.83272E+05
   7.96253E-05   1.50183E+02   4.79358E+07   3.68485E+09   2.44746E+19   1.40220E+13   1.21608E+09   9.39877E+10   1.49724E+09   5.59001E+01   1.69833E+11   3.68230E+09   1.04488E+05
   8.54801E-05   1.53732E+02   5.03961E+07   1.00451E+10   2.44746E+19   1.93000E+13   1.45081E+09   1.11053E+11   1.78836E+09   2.63848E+02   2.57899E+11   1.00431E+10   4.96208E+04
   9.25059E-05   1.56468E+02   4.97976E+07   2.48236E+10   2.44746E+19   2.49158E+13   1.63783E+09   1.22864E+11   2.00245E+09   1.02729E+03   3.67795E+11   2.48343E+10   2.84332E+04
   9.71897E-05   1.58225E+02   4.69384E+07   3.97948E+10   2.44746E+19   2.78902E+13   1.69143E+09   1.25045E+11   2.05373E+09   2.08276E+03   4.36655E+11   3.98312E+10   1.86553E+04
   1.06557E-04   1.59262E+02   4.12108E+07   8.12265E+10   2.44746E+19   3.15730E+13   1.68491E+09   1.20906E+11   2.00872E+09   5.54151E+03   5.48280E+11   8.13933E+10   1.64622E+04
   1.14754E-04   1.59664E+02   3.31100E+07   1.26891E+11   2.44746E+19   3.24933E+13   1.50657E+09   1.05258E+11   1.76537E+09   9.80079E+03   6.11732E+11   1.27301E+11   1.60140E+04
   1.21780E-04   1.59109E+02   2.50752E+07   1.69072E+11   2.44746E+19   3.17890E+13   1.25626E+09   8.53374E+10   1.44410E+09   1.33736E+04   6.38748E+11   1.69808E+11   2.02103E+04
   1.28806E-04   1.57888E+02   1.75190E+07   2.10538E+11   2.44746E+19   3.00167E+13   9.80466E+08   6.44499E+10   1.10191E+09   1.60612E+04   6.43219E+11   2.11708E+11   3.08028E+04
   1.37002E-04   1.55735E+02   1.07524E+07   2.54811E+11   2.44746E+19   2.71835E+13   6.98732E+08   4.40583E+10   7.63368E+08   1.75955E+04   6.28891E+11   2.56601E+11   6.21477E+04
   1.48712E-04   1.51246E+02   5.09814E+06   3.07579E+11   2.44746E+19   2.28497E+13   4.20238E+08   2.49943E+10   4.41638E+08   1.69834E+04   5.92373E+11   3.10407E+11   2.57936E+05
   1.60422E-04   1.43513E+02   1.54091E+06   3.48767E+11   2.44746E+19   1.89470E+13   2.37810E+08   1.30078E+10   2.37577E+08   1.34481E+04   5.53775E+11   3.52745E+11   2.84395E+06
   1.73302E-04   1.31956E+02   3.18094E+05   3.83488E+11   2.44746E+19   1.55363E+13   1.43865E+08   7.47501E+09   1.39855E+08   8.73787E+03   5.18107E+11   3.88811E+11   8.66942E+07
   1.88525E-04   1.14450E+02   7.90941E+04   4.13848E+11   2.44746E+19   1.25352E+13   9.11726E+07   4.67553E+09   8.81273E+07   4.25332E+03   4.76394E+11   4.20830E+11   9.83323E+09
   2.07260E-04   8.77751E+01   1.18131E+05   4.16020E+11   2.44746E+19   9.89127E+12   5.66287E+07   2.89609E+09   5.46513E+07   3.56838E+03   4.01368E+10   4.23264E+11   4.43666E+11
   2.22482E-04   5.66951E+01   4.07495E+05   4.15818E+11   2.44746E+19   8.28282E+12   3.95408E+07   2.01991E+09   3.81748E+07   1.12115E+03   1.42306E+08   4.23124E+11   4.83801E+11
   2.42389E-04   2.11452E+01   1.68002E+06   4.15547E+11   2.44746E+19   6.66790E+12   2.55783E+07   1.30724E+09   2.47257E+07   2.79100E+02   2.13361E+06   4.22933E+11   4.84127E+11
   2.50000E-04   7.85506E+00   1.33046E+06   4.15443E+11   2.44746E+19   6.16023E+12   2.18308E+07   1.11564E+09   2.11038E+07   2.07917E+02   1.06983E+06   4.22860E+11   4.84199E+11
   2.57026E-04   2.28291E+01   9.72588E+05   4.15347E+11   2.44746E+19   5.73493E+12   1.89200E+07   9.66822E+08   1.82904E+07   2.93971E+02   2.42566E+06   4.22792E+11   4.84263E+11
   2.65223E-04   3.93613E+01   1.67992E+06   4.15236E+11   2.44746E+19   5.28481E+12   1.60761E+07   8.21114E+08   1.55331E+07   5.43728E+02   1.28087E+07   4.22714E+11   4.84329E+11
   2.74590E-04   5.80379E+01   2.70986E+06   4.15111E+11   2.44746E+19   4.82823E+12   1.39565E+07   7.02499E+08   1.31481E+07   1.18466E+03   1.75953E+08   4.22626E+11   4.84249E+11
   2.82787E-04   7.61879E+01   3.29342E+06   4.15043E+11   2.44746E+19   4.49755E+12   1.59030E+07   7.87627E+08   1.37369E+07   2.44060E+03   4.19611E+09   4.22600E+11   4.80269E+11
   2.90984E-04   9.24698E+01   1.40914E+06   4.15869E+11   2.44746E+19   4.20229E+12   1.53120E+07   8.06371E+08   1.38517E+07   3.86673E+03   9.65407E+10   4.23650E+11   3.86939E+11
   2.99180E-04   1.07939E+02   1.19630E+06   4.19708E+11   2.44746E+19   3.95751E+12   1.78704E+07   1.02794E+09   1.70630E+07   3.49862E+03   4.32531E+11   4.28334E+11   4.65019E+10
   3.05035E-04   1.20367E+02   4.99630E+06   4.22665E+11   2.44746E+19   4.05097E+12   6.58669E+07   4.41324E+09   6.85061E+07   5.44373E+03   4.75102E+11   4.31931E+11   2.04863E+09
   3.09719E-04   1.28880E+02   1.12512E+07   4.25251E+11   2.44746E+19   4.57093E+12   1.73298E+08   1.23906E+10   1.92018E+08   7.88971E+03   4.79022E+11   4.35023E+11   1.94430E+08
   3.14403E-04   1.35620E+02   1.98994E+07   4.28474E+11   2.44746E+19   5.81423E+12   3.56663E+08   2.64289E+10   4.12128E+08   1.06830E+04   4.88560E+11   4.38753E+11   2.78114E+07
   3.16745E-04   1.40151E+02   2.95123E+07   4.30516E+11   2.44746E+19   6.87165E+12   5.82189E+08   4.40861E+10   6.90302E+08   1.31108E+04   4.98469E+11   4.41052E+11   7.23191E+06
   3.20258E-04   1.43312E+02   3.75940E+07   4.34558E+11   2.44746E+19   9.05003E+12   8.03629E+08   6.13639E+10   9.66024E+08   1.56425E+04   5.21065E+11   4.45492E+11   2.84959E+06
   3.23770E-04   1.46620E+02   4.35645E+07   4.40177E+11   2.44746E+19   1.16865E+13   1.01619E+09   7.80321E+10   1.23612E+09   1.90259E+04   5.51388E+11   4.51532E+11   1.06458E+06
   3.29625E-04   1.50183E+02   4.79358E+07   4.54275E+11   2.44746E+19   1.65602E+13   1.26057E+09   9.62438E+10   1.54040E+09   2.49968E+04   6.14152E+11   4.66405E+11   3.77850E+05
   3.35480E-04   1.53732E+02   5.03961E+07   4.75613E+11   2.44746E+19   2.14846E+13   1.50196E+09   1.13654E+11   1.83791E+09   3.33274E+04   6.86346E+11   4.88639E+11   1.32056E+05
   3.42506E-04   1.56468E+02   4.97976E+07   5.12173E+11   2.44746E+19   2.66708E+13   1.68986E+09   1.25518E+11   2.05280E+09   4.46389E+04   7.73194E+11   5.26479E+11   5.97736E+04
   3.47190E-04   1.58225E+02   4.69384E+07   5.43133E+11   2.44746E+19   2.93758E+13   1.74035E+09   1.27544E+11   2.10103E+09   5.37934E+04   8.25093E+11   5.58438E+11   3.52506E+04
   3.56557E-04   1.59262E+02   4.12108E+07   6.17330E+11   2.44746E+19   3.26000E+13   1.72285E+09   1.22848E+11   2.04537E+09   6.93308E+04   9.01705E+11   6.35013E+11   2.70738E+04
   3.64754E-04   1.59664E+02   3.31100E+07   6.90280E+11   2.44746E+19   3.32185E+13   1.53403E+09   1.06666E+11   1.79188E+09   8.15964E+04   9.35611E+11   7.10465E+11   2.44925E+04
   3.71780E-04   1.59109E+02   2.50752E+07   7.53549E+11   2.44746E+19   3.23235E+13   1.27601E+09   8.63505E+10   1.46316E+09   8.77049E+04   9.39439E+11   7.76159E+11   2.97244E+04
   3.78806E-04   1.57888E+02   1.75190E+07   8.13438E+11   2.44746E+19   3.04112E+13   9.94210E+08   6.51555E+10   1.11517E+09   8.91021E+04   9.23299E+11   8.38669E+11   4.42154E+04
   3.87002E-04   1.55735E+02   1.07524E+07   8.75707E+11   2.44746E+19   2.74631E+13   7.07539E+08   4.45105E+10   7.71864E+08   8.54376E+04   8.88376E+11   9.04157E+11   8.77904E+04
   3.98712E-04   1.51246E+02   5.09814E+06   9.48336E+11   2.44746E+19   2.30249E+13   4.24872E+08   2.52322E+10   4.46109E+08   7.32264E+04   8.28301E+11   9.81519E+11   3.60665E+05
   4.10422E-04   1.43513E+02   1.54091E+06   1.00400E+12   2.44746E+19   1.90596E+13   2.40277E+08   1.31344E+10   2.39957E+08   5.39438E+04   7.71607E+11   1.04195E+12   3.96264E+06
   4.23302E-04   1.31956E+02   3.18094E+05   1.05013E+12   2.44746E+19   1.56068E+13   1.45131E+08   7.54002E+09   1.41077E+08   3.32794E+04   7.20589E+11   1.09334E+12   1.20575E+08
   4.38525E-04   1.14450E+02   7.90941E+04   1.08957E+12   2.44746E+19   1.25758E+13   9.17610E+07   4.70573E+09   8.86950E+07   1.55489E+04   6.61483E+11   1.13896E+12   1.36536E+10
   4.57260E-04   8.77751E+01   1.18131E+05   1.09107E+12   2.44746E+19   9.91923E+12   5.69477E+07   2.91241E+09   5.49594E+07   1.30124E+04   5.58074E+10   1.14141E+12   6.16886E+11
   4.72482E-04   5.66951E+01   4.07495E+05   1.08971E+12   2.44746E+19   8.30458E+12   3.97485E+07   2.03053E+09   3.83755E+07   4.09092E+03   1.98154E+08   1.14029E+12   6.73624E+11
   4.92389E-04   2.11452E+01   1.68002E+06   1.08793E+12   2.44746E+19   6.68404E+12   2.57023E+07   1.31358E+09   2.48455E+07   1.01923E+03   2.97913E+06   1.13880E+12   6.75295E+11
   5.00000E-04   7.85506E+00   1.33046E+06   1.08725E+12   2.44746E+19   6.17474E+12   2.19338E+07   1.12090E+09   2.12034E+07   7.59523E+02   1.49553E+06   1.13823E+12   6.75860E+11
   5.07026E-04   2.28291E+01   9.72588E+05   1.08662E+12   2.44746E+19   5.74810E+12   1.90070E+07   9.71268E+08   1.83745E+07   1.07419E+03   3.39114E+06   1.13771E+12   6.76378E+11
   5.15223E-04   3.93613E+01   1.67992E+06   1.08589E+12   2.44746E+19   5.29664E+12   1.61482E+07   8.24794E+08   1.56026E+07   1.98747E+03   1.79094E+07   1.13710E+12   6.76968E+11
   5.24590E-04   5.80379E+01   2.70986E+06   1.08506E+12   2.44746E+19   4.83872E+12   1.40148E+07   7.05479E+08   1.32045E+07   4.33188E+03   2.46157E+08   1.13641E+12   6.77423E+11
   5.32787E-04   7.61879E+01   3.29342E+06   1.08439E+12   2.44746E+19   4.50700E+12   1.59521E+07   7.90131E+08   1.37842E+07   8.92659E+03   5.87418E+09   1.13589E+12   6.72331E+11
   5.40984E-04   9.24698E+01   1.40914E+06   1.08476E+12   2.44746E+19   4.21047E+12   1.53518E+07   8.08410E+08   1.38900E+07   1.41247E+04   1.35198E+11   1.13708E+12   5.41878E+11
   5.49180E-04   1.07939E+02   1.19630E+06   1.08866E+12   2.44746E+19   3.96325E+12   1.78967E+07   1.02929E+09   1.70883E+07   1.26989E+04   6.05262E+11   1.14406E+12   6.50725E+10
   5.55035E-04   1.20367E+02   4.99630E+06   1.09170E+12   2.44746E+19   4.05502E+12   6.58854E+07   4.41413E+09   6.85243E+07   1.96459E+04   6.63825E+11   1.14942E+12   2.86240E+09
   5.59719E-04   1.28880E+02   1.12512E+07   1.09444E+12   2.44746E+19   4.57363E+12   1.73312E+08   1.23914E+10   1.92031E+08   2.82740E+04   6.67009E+11   1.15399E+12   2.70732E+08
   5.64403E-04   1.35620E+02   1.98994E+07   1.09804E+12   2.44746E+19   5.81542E+12   3.56671E+08   2.64293E+10   4.12135E+08   3.78210E+04   6.74922E+11   1.15940E+12   3.84201E+07
   5.66745E-04   1.40151E+02   2.95123E+07   1.10042E+12   2.44746E+19   6.87197E+12   5.82192E+08   4.40863E+10   6.90305E+08   4.59765E+04   6.83850E+11   1.16269E+12   9.92147E+06
   5.70258E-04   1.43312E+02   3.75940E+07   1.10526E+12   2.44746E+19   9.04879E+12   8.03615E+08   6.13631E+10   9.66012E+08   5.38056E+04   7.04653E+11   1.16892E+12   3.85360E+06
   5.73770E-04   1.46620E+02   4.35645E+07   1.11210E+12   2.44746E+19   1.16834E+13   1.01615E+09   7.80300E+10   1.23608E+09   6.38821E+04   7.32724E+11   1.17721E+12   1.41469E+06
   5.79625E-04   1.50183E+02   4.79358E+07   1.12932E+12   2.44746E+19   1.65531E+13   1.26044E+09   9.62372E+10   1.54027E+09   8.00008E+04   7.90578E+11   1.19699E+12   4.86394E+05
   5.85480E-04   1.53732E+02   5.03961E+07   1.15504E+12   2.44746E+19   2.14730E+13   1.50167E+09   1.13639E+11   1.83763E+09   1.01010E+05   8.56463E+11   1.22553E+12   1.64787E+05
   5.92506E-04   1.56468E+02   4.97976E+07   1.19820E+12   2.44746E+19   2.66537E+13   1.68934E+09   1.25491E+11   2.05229E+09   1.26196E+05   9.34216E+11   1.27245E+12   7.22218E+04
   5.97190E-04   1.58225E+02   4.69384E+07   1.23406E+12   2.44746E+19   2.93553E+13   1.73966E+09   1.27509E+11   2.10036E+09   1.45109E+05   9.79429E+11   1.31110E+12   4.18443E+04
   6.06557E-04   1.59262E+02   4.12108E+07   1.31832E+12   2.44746E+19   3.25744E+13   1.72189E+09   1.22800E+11   2.04444E+09   1.71149E+05   1.04220E+12   1.40151E+12   3.12920E+04
   6.14754E-04   1.59664E+02   3.31100E+07   1.39953E+12   2.44746E+19   3.31903E+13   1.53295E+09   1.06611E+11   1.79084E+09   1.88222E+05   1.06435E+12   1.48870E+12   2.78628E+04
   6.21780E-04   1.59109E+02   2.50752E+07   1.46901E+12   2.44746E+19   3.22943E+13   1.27492E+09   8.62953E+10   1.46211E+09   1.92742E+05   1.05892E+12   1.56365E+12   3.35049E+04
   6.28806E-04   1.57888E+02   1.75190E+07   1.53411E+12   2.44746E+19   3.03819E+13   9.93184E+08   6.51031E+10   1.11417E+09   1.88302E+05   1.03454E+12   1.63441E+12   4.95423E+04
   6.37002E-04   1.55735E+02   1.07524E+07   1.60116E+12   2.44746E+19   2.74341E+13   7.06627E+08   4.44640E+10   7.70981E+08   1.74335E+05   9.91370E+11   1.70814E+12   9.79683E+04
   6.48712E-04   1.51246E+02   5.09814E+06   1.67842E+12   2.44746E+19   2.29973E+13   4.24141E+08   2.51949E+10   4.45402E+08   1.44251E+05   9.21907E+11   1.79489E+12   4.01423E+05
   6.60422E-04   1.43513E+02   1.54091E+06   1.73670E+12   2.44746E+19   1.90337E+13   2.39709E+08   1.31054E+10   2.39408E+08   1.03770E+05   8.58072E+11   1.86246E+12   4.40669E+06
   6.73302E-04   1.31956E+02   3.18094E+05   1.78403E+12   2.44746E+19   1.55827E+13   1.44699E+08   7.51788E+09   1.40659E+08   6.28537E+04   8.01086E+11   1.91980E+12   1.34045E+08
   6.88525E-04   1.14450E+02   7.90941E+04   1.82325E+12   2.44746E+19   1.25538E+13   9.14433E+07   4.68951E+09   8.83875E+07   2.89224E+04   7.35296E+11   1.97060E+12   1.51772E+10
   7.07260E-04   8.77751E+01   1.18131E+05   1.82181E+12   2.44746E+19   9.90298E+12   5.67627E+07   2.90294E+09   5.47804E+07   2.42286E+04   6.22318E+10   1.97095E+12   6.87899E+11
   7.22482E-04   5.66951E+01   4.07495E+05   1.81800E+12   2.44746E+19   8.29167E+12   3.96254E+07   2.02422E+09   3.82563E+07   7.63220E+03   2.21617E+08   1.96757E+12   7.53290E+11
   7.42389E-04   2.11452E+01   1.68002E+06   1.81303E+12   2.44746E+19   6.67416E+12   2.56265E+07   1.30970E+09   2.47721E+07   1.90636E+03   3.35022E+06   1.96315E+12   7.57914E+11
   7.50000E-04   7.85506E+00   1.33046E+06   1.81113E+12   2.44746E+19   6.16573E+12   2.18701E+07   1.11763E+09   2.11416E+07   1.42196E+03   1.68564E+06   1.96147E+12   7.59594E+11
   7.57026E-04   2.28291E+01   9.72588E+05   1.80939E+12   2.44746E+19   5.73982E+12   1.89525E+07   9.68471E+08   1.83216E+07   2.01283E+03   3.82303E+06   1.95992E+12   7.61139E+11
   7.65223E-04   3.93613E+01   1.67992E+06   1.80735E+12   2.44746E+19   5.28911E+12   1.61025E+07   8.22452E+08   1.55583E+07   3.72794E+03   2.01965E+07   1.95811E+12   7.62922E+11
   7.74590E-04   5.80379E+01   2.70986E+06   1.80504E+12   2.44746E+19   4.83194E+12   1.39773E+07   7.03553E+08   1.31680E+07   8.13473E+03   2.77903E+08   1.95606E+12   7.64708E+11
   7.82787E-04   7.61879E+01   3.29342E+06   1.80305E+12   2.44746E+19   4.50079E+12   1.59201E+07   7.88487E+08   1.37531E+07   1.67791E+04   6.64061E+09   1.95437E+12   7.60045E+11
   7.90984E-04   9.24698E+01   1.40914E+06   1.80201E+12   2.44746E+19   4.20459E+12   1.53235E+07   8.06958E+08   1.38625E+07   2.65543E+04   1.53004E+11   1.95487E+12   6.13244E+11
   7.99180E-04   1.07939E+02   1.19630E+06   1.80411E+12   2.44746E+19   3.95709E+12   1.78688E+07   1.02786E+09   1.70612E+07   2.38156E+04   6.84960E+11   1.96276E+12   7.36410E+10
   8.05035E-04   1.20367E+02   4.99630E+06   1.80586E+12   2.44746E+19   4.04863E+12   6.58564E+07   4.41271E+09   6.84955E+07   3.67646E+04   7.50983E+11   1.96885E+12   3.23822E+09
   8.09719E-04   1.28880E+02   1.12512E+07   1.80761E+12   2.44746E+19   4.56704E+12   1.73278E+08   1.23896E+10   1.91998E+08   5.27821E+04   7.53903E+11   1.97402E+12   3.06002E+08
   8.14403E-04   1.35620E+02   1.98994E+07   1.81034E+12   2.44746E+19   5.80856E+12   3.56626E+08   2.64270E+10   4.12091E+08   7.03223E+04   7.61149E+11   1.98013E+12   4.33286E+07
   8.16745E-04   1.40151E+02   2.95123E+07   1.81235E+12   2.44746E+19   6.86492E+12   5.82137E+08   4.40835E+10   6.90251E+08   8.52247E+04   7.69666E+11   1.98383E+12   1.11665E+07
   8.20258E-04   1.43312E+02   3.75940E+07   1.81676E+12   2.44746E+19   9.04137E+12   8.03538E+08   6.13592E+10   9.65937E+08   9.91191E+04   7.89700E+11   1.99083E+12   4.31870E+06
   8.23770E-04   1.46620E+02   4.35645E+07   1.82338E+12   2.44746E+19   1.16755E+13   1.01604E+09   7.80247E+10   1.23597E+09   1.16759E+05   8.16786E+11   2.00010E+12   1.57699E+06
   8.29625E-04   1.50183E+02   4.79358E+07   1.84069E+12   2.44746E+19   1.65441E+13   1.26027E+09   9.62286E+10   1.54010E+09   1.43902E+05   8.72446E+11   2.02207E+12   5.36762E+05
   8.35480E-04   1.53732E+02   5.03961E+07   1.86706E+12   2.44746E+19   2.14626E+13   1.50142E+09   1.13626E+11   1.83738E+09   1.78346E+05   9.35466E+11   2.05347E+12   1.79987E+05
   8.42506E-04   1.56468E+02   4.97976E+07   1.91156E+12   2.44746E+19   2.66416E+13   1.68897E+09   1.25472E+11   2.05193E+09   2.17466E+05   1.00905E+12   2.10456E+12   7.80069E+04
   8.47190E-04   1.58225E+02   4.69384E+07   1.94852E+12   2.44746E+19   2.93421E+13   1.73922E+09   1.27487E+11   2.09994E+09   2.45918E+05   1.05118E+12   2.14627E+12   4.49099E+04
   8.56557E-04   1.59262E+02   4.12108E+07   2.03502E+12   2.44746E+19   3.25598E+13   1.72134E+09   1.22772E+11   2.04391E+09   2.80782E+05   1.10757E+12   2.24305E+12   3.32550E+04
   8.64754E-04   1.59664E+02   3.31100E+07   2.11789E+12   2.44746E+19   3.31750E+13   1.53237E+09   1.06582E+11   1.79027E+09   3.00904E+05   1.12435E+12   2.33562E+12   2.94334E+04
   8.71780E-04   1.59109E+02   2.50752E+07   2.18838E+12   2.44746E+19   3.22787E+13   1.27435E+09   8.62659E+10   1.46155E+09   3.02267E+05   1.11472E+12   2.41477E+12   3.52705E+04
   8.78806E-04   1.57888E+02   1.75190E+07   2.25401E+12   2.44746E+19   3.03665E+13   9.92648E+08   6.50758E+10   1.11365E+09   2.90611E+05   1.08665E+12   2.48921E+12   5.20380E+04
   8.87002E-04   1.55735E+02   1.07524E+07   2.32109E+12   2.44746E+19   2.74193E+13   7.06157E+08   4.44397E+10   7.70528E+08   2.65097E+05   1.03989E+12   2.56653E+12   1.02763E+05
   8.98712E-04   1.51246E+02   5.09814E+06   2.39744E+12   2.44746E+19   2.29833E+13   4.23772E+08   2.51760E+10   4.45046E+08   2.16019E+05   9.66515E+11   2.65719E+12   4.20847E+05
   9.10422E-04   1.43513E+02   1.54091E+06   2.45394E+12   2.44746E+19   1.90206E+13   2.39423E+08   1.30907E+10   2.39130E+08   1.53776E+05   8.99917E+11   2.72752E+12   4.62158E+06
   9.23302E-04   1.31956E+02   3.18094E+05   2.49857E+12   2.44746E+19   1.55705E+13   1.44481E+08   7.50677E+09   1.40448E+08   9.23978E+04   8.40852E+11   2.78693E+12   1.40699E+08
   9.38525E-04   1.14450E+02   7.90941E+04   2.53390E+12   2.44746E+19   1.25426E+13   9.12819E+07   4.68124E+09   8.82313E+07   4.22455E+04   7.72796E+11   2.83923E+12   1.59513E+10
   9.57260E-04   8.77751E+01   1.18131E+05   2.52780E+12   2.44746E+19   9.89463E+12   5.66679E+07   2.89808E+09   5.46886E+07   3.55042E+04   6.57242E+10   2.83576E+12   7.26502E+11
   9.72482E-04   5.66951E+01   4.07495E+05   2.52030E+12   2.44746E+19   8.28495E+12   3.95615E+07   2.02095E+09   3.81944E+07   1.12205E+04   2.35066E+08   2.82890E+12   7.98854E+11
   9.92389E-04   2.11452E+01   1.68002E+06   2.51054E+12   2.44746E+19   6.66898E+12   2.55870E+07   1.30767E+09   2.47337E+07   2.81426E+03   3.58165E+06   2.81996E+12   8.08008E+11
   1.00000E-03   7.85506E+00   1.33046E+06   2.50683E+12   2.44746E+19   6.16101E+12   2.18368E+07   1.11592E+09   2.11092E+07   2.10241E+03   1.80792E+06   2.81657E+12   8.11403E+11
   1.00703E-03   2.28291E+01   9.72588E+05   2.50341E+12   2.44746E+19   5.73547E+12   1.89241E+07   9.67008E+08   1.82939E+07   2.98022E+03   4.10162E+06   2.81344E+12   8.14526E+11
   1.01522E-03   3.93613E+01   1.67993E+06   2.49943E+12   2.44746E+19   5.28513E+12   1.60785E+07   8.21214E+08   1.55349E+07   5.52860E+03   2.16780E+07   2.80980E+12   8.18141E+11
   1.02459E-03   5.80379E+01   2.70986E+06   2.49489E+12   2.44746E+19   4.82833E+12   1.39575E+07   7.02527E+08   1.31486E+07   1.20860E+04   2.98766E+08   2.80566E+12   8.21993E+11
   1.03279E-03   7.61879E+01   3.29342E+06   2.49097E+12   2.44746E+19   4.49746E+12   1.59030E+07   7.87605E+08   1.37364E+07   2.49677E+04   7.15261E+09   2.80217E+12   8.18635E+11
   1.04098E-03   9.24698E+01   1.40914E+06   2.48780E+12   2.44746E+19   4.20138E+12   1.53081E+07   8.06151E+08   1.38475E+07   3.95530E+04   1.65077E+11   2.80131E+12   6.61636E+11
   1.04918E-03   1.07939E+02   1.19630E+06   2.48716E+12   2.44746E+19   3.95360E+12   1.78532E+07   1.02705E+09   1.70458E+07   3.54456E+04   7.39476E+11   2.80928E+12   7.95020E+10
   1.05504E-03   1.20367E+02   4.99630E+06   2.48693E+12   2.44746E+19   4.04493E+12   6.58393E+07   4.41182E+09   6.84789E+07   5.46736E+04   8.10956E+11   2.81552E+12   3.49682E+09
   1.05972E-03   1.28880E+02   1.12512E+07   2.48715E+12   2.44746E+19   4.56315E+12   1.73258E+08   1.23886E+10   1.91978E+08   7.84123E+04   8.13986E+11   2.82081E+12   3.30388E+08
   1.06440E-03   1.35620E+02   1.98994E+07   2.48842E+12   2.44746E+19   5.80444E+12   3.56598E+08   2.64256E+10   4.12064E+08   1.04271E+05   8.21064E+11   2.82711E+12   4.67393E+07
   1.06674E-03   1.40151E+02   2.95123E+07   2.48975E+12   2.44746E+19   6.86066E+12   5.82104E+08   4.40818E+10   6.90219E+08   1.26173E+05   8.29442E+11   2.83095E+12   1.20338E+07
   1.07026E-03   1.43312E+02   3.75940E+07   2.49324E+12   2.44746E+19   9.03680E+12   8.03491E+08   6.13568E+10   9.65891E+08   1.46270E+05   8.49162E+11   2.83827E+12   4.64388E+06
   1.07377E-03   1.46620E+02   4.35645E+07   2.49907E+12   2.44746E+19   1.16705E+13   1.01598E+09   7.80214E+10   1.23591E+09   1.71586E+05   8.75777E+11   2.84800E+12   1.69089E+06
   1.07963E-03   1.50183E+02   4.79358E+07   2.51539E+12   2.44746E+19   1.65382E+13   1.26016E+09   9.62230E+10   1.53999E+09   2.09681E+05   9.30252E+11   2.87115E+12   5.72326E+05
   1.08548E-03   1.53732E+02   5.03961E+07   2.54116E+12   2.44746E+19   2.14557E+13   1.50125E+09   1.13618E+11   1.83722E+09   2.57308E+05   9.91597E+11   2.90422E+12   1.90787E+05
   1.09251E-03   1.56468E+02   4.97976E+07   2.58533E+12   2.44746E+19   2.66333E+13   1.68872E+09   1.25460E+11   2.05168E+09   3.09742E+05   1.06263E+12   2.95785E+12   8.21490E+04
   1.09719E-03   1.58225E+02   4.69384E+07   2.62223E+12   2.44746E+19   2.93330E+13   1.73891E+09   1.27471E+11   2.09964E+09   3.47215E+05   1.10283E+12   3.00149E+12   4.71166E+04
