          TIME           E/N             E             N            N2         N2(A)         N2(B)        N2(A')         N2(C)           N^+          N2^+          N3^+          N4^+
   2.28279E-03   7.61879E+01   3.29342E+06   4.89196E+12   2.44746E+19   4.48051E+12   1.58169E+07   7.83150E+08   1.36518E+07   7.29909E+04   1.06480E+10   6.93231E+12   1.21862E+12
   2.29098E-03   9.24698E+01   1.40914E+06   4.87289E+12   2.44746E+19   4.18498E+12   1.52304E+07   8.02118E+08   1.37710E+07   1.16355E+05   2.47928E+11   6.92001E+12   9.93699E+11
   2.29918E-03   1.07939E+02   1.19630E+06   4.85314E+12   2.44746E+19   3.93496E+12   1.77701E+07   1.02275E+09   1.69641E+07   1.04404E+05   1.11625E+12   6.92562E+12   1.20009E+11
   2.30504E-03   1.20367E+02   4.99630E+06   4.83922E+12   2.44746E+19   4.02459E+12   6.57465E+07   4.40705E+09   6.83876E+07   1.61037E+05   1.22754E+12   6.93075E+12   5.29311E+09
   2.30972E-03   1.28880E+02   1.12512E+07   4.82879E+12   2.44746E+19   4.54136E+12   1.73145E+08   1.23828E+10   1.91868E+08   2.30596E+05   1.23296E+12   6.93527E+12   5.00445E+08
   2.31440E-03   1.35620E+02   1.98994E+07   4.82003E+12   2.44746E+19   5.78083E+12   3.56443E+08   2.64177E+10   4.11912E+08   3.05142E+05   1.24047E+12   6.94127E+12   7.06141E+07
   2.31674E-03   1.40151E+02   2.95123E+07   4.81669E+12   2.44746E+19   6.83590E+12   5.81911E+08   4.40721E+10   6.90030E+08   3.67478E+05   1.24868E+12   6.94529E+12   1.81162E+07
   2.32026E-03   1.43312E+02   3.75940E+07   4.81390E+12   2.44746E+19   9.00981E+12   8.03214E+08   6.13428E+10   9.65620E+08   4.21527E+05   1.26741E+12   6.95359E+12   6.93118E+06
   2.32377E-03   1.46620E+02   4.35645E+07   4.81447E+12   2.44746E+19   1.16406E+13   1.01558E+09   7.80012E+10   1.23552E+09   4.87669E+05   1.29197E+12   6.96537E+12   2.49444E+06
   2.32963E-03   1.50183E+02   4.79358E+07   4.82458E+12   2.44746E+19   1.65018E+13   1.25947E+09   9.61884E+10   1.53932E+09   5.79473E+05   1.34029E+12   6.99465E+12   8.24594E+05
   2.33548E-03   1.53732E+02   5.03961E+07   4.84724E+12   2.44746E+19   2.14113E+13   1.50016E+09   1.13563E+11   1.83616E+09   6.89112E+05   1.39214E+12   7.03718E+12   2.67853E+05
   2.34251E-03   1.56468E+02   4.97976E+07   4.89105E+12   2.44746E+19   2.65789E+13   1.68706E+09   1.25376E+11   2.05008E+09   7.98583E+05   1.44806E+12   7.10589E+12   1.11945E+05
   2.34719E-03   1.58225E+02   4.69384E+07   4.92911E+12   2.44746E+19   2.92724E+13   1.73688E+09   1.27368E+11   2.09766E+09   8.73946E+05   1.47662E+12   7.16116E+12   6.30859E+04
   2.35656E-03   1.59262E+02   4.12108E+07   5.01900E+12   2.44746E+19   3.24791E+13   1.71832E+09   1.22616E+11   2.04100E+09   9.40643E+05   1.50433E+12   7.28658E+12   4.51676E+04
   2.36475E-03   1.59664E+02   3.31100E+07   5.10403E+12   2.44746E+19   3.30886E+13   1.52908E+09   1.06413E+11   1.78709E+09   9.65437E+05   1.49678E+12   7.40344E+12   3.91829E+04
   2.37178E-03   1.59109E+02   2.50752E+07   5.17448E+12   2.44746E+19   3.21902E+13   1.27107E+09   8.60989E+10   1.45838E+09   9.41543E+05   1.46841E+12   7.50131E+12   4.64614E+04
   2.37881E-03   1.57888E+02   1.75190E+07   5.23776E+12   2.44746E+19   3.02774E+13   9.89544E+08   6.49174E+10   1.11065E+09   8.85208E+05   1.42436E+12   7.59172E+12   6.82101E+04
   2.38700E-03   1.55735E+02   1.07524E+07   5.29892E+12   2.44746E+19   2.73311E+13   7.03382E+08   4.42983E+10   7.67841E+08   7.93148E+05   1.36280E+12   7.68382E+12   1.34674E+05
   2.39871E-03   1.51246E+02   5.09814E+06   5.36137E+12   2.44746E+19   2.28979E+13   4.21519E+08   2.50609E+10   4.42865E+08   6.37314E+05   1.27509E+12   7.78881E+12   5.55208E+05
   2.41042E-03   1.43513E+02   1.54091E+06   5.39885E+12   2.44746E+19   1.89385E+13   2.37632E+08   1.29991E+10   2.37397E+08   4.51361E+05   1.20061E+12   7.86703E+12   6.16580E+06
   2.42330E-03   1.31956E+02   3.18094E+05   5.41813E+12   2.44746E+19   1.54922E+13   1.43083E+08   7.43527E+09   1.39095E+08   2.71228E+05   1.13825E+12   7.92968E+12   1.90462E+08
   2.43853E-03   1.14450E+02   7.90941E+04   5.41897E+12   2.44746E+19   1.24688E+13   9.02219E+07   4.62700E+09   8.72048E+07   1.24589E+05   1.06571E+12   7.98047E+12   2.19973E+10
   2.45726E-03   8.77751E+01   1.18131E+05   5.36762E+12   2.44746E+19   9.83950E+12   5.60433E+07   2.86605E+09   5.40834E+07   1.07645E+05   9.38444E+10   7.93702E+12   1.03732E+12
   2.47248E-03   5.66951E+01   4.07495E+05   5.32408E+12   2.44746E+19   8.24105E+12   3.91459E+07   1.99960E+09   3.77911E+07   3.47860E+04   3.45387E+08   7.89546E+12   1.17237E+12
   2.49239E-03   2.11452E+01   1.68002E+06   5.26796E+12   2.44746E+19   6.63536E+12   2.53312E+07   1.29451E+09   2.44850E+07   8.96147E+03   5.52831E+06   7.84197E+12   1.22618E+12
   2.50000E-03   7.85506E+00   1.33046E+06   5.24675E+12   2.44746E+19   6.13041E+12   2.16221E+07   1.10486E+09   2.09001E+07   6.75916E+03   2.84459E+06   7.82177E+12   1.24637E+12
   2.50703E-03   2.28291E+01   9.72588E+05   5.22728E+12   2.44746E+19   5.70735E+12   1.87405E+07   9.57546E+08   1.81150E+07   9.66349E+03   6.46533E+06   7.80326E+12   1.26487E+12
   2.51522E-03   3.93613E+01   1.67993E+06   5.20470E+12   2.44746E+19   5.25957E+12   1.59250E+07   8.13287E+08   1.53849E+07   1.81000E+04   3.42626E+07   7.78182E+12   1.28628E+12
   2.52459E-03   5.80379E+01   2.70986E+06   5.17908E+12   2.44746E+19   4.80529E+12   1.38313E+07   6.96002E+08   1.30252E+07   3.99876E+04   4.76585E+08   7.75752E+12   1.31012E+12
   2.53279E-03   7.61879E+01   3.29342E+06   5.15680E+12   2.44746E+19   4.47632E+12   1.57955E+07   7.82043E+08   1.36309E+07   8.33364E+04   1.15330E+10   7.73670E+12   1.31988E+12
   2.54098E-03   9.24698E+01   1.40914E+06   5.13424E+12   2.44746E+19   4.18094E+12   1.52111E+07   8.01125E+08   1.37522E+07   1.32931E+05   2.68830E+11   7.72187E+12   1.07748E+12
   2.54918E-03   1.07939E+02   1.19630E+06   5.11043E+12   2.44746E+19   3.93037E+12   1.77495E+07   1.02170E+09   1.69440E+07   1.19288E+05   1.21117E+12   7.72702E+12   1.30215E+11
   2.55504E-03   1.20367E+02   4.99630E+06   5.09360E+12   2.44746E+19   4.01958E+12   6.57236E+07   4.40587E+09   6.83652E+07   1.83983E+05   1.33241E+12   7.73196E+12   5.74531E+09
   2.55972E-03   1.28880E+02   1.12512E+07   5.08093E+12   2.44746E+19   4.53600E+12   1.73117E+08   1.23814E+10   1.91841E+08   2.63377E+05   1.33835E+12   7.73637E+12   5.43223E+08
   2.56440E-03   1.35620E+02   1.98994E+07   5.07008E+12   2.44746E+19   5.77503E+12   3.56405E+08   2.64157E+10   4.11875E+08   3.48250E+05   1.34589E+12   7.74238E+12   7.66154E+07
   2.56674E-03   1.40151E+02   2.95123E+07   5.06578E+12   2.44746E+19   6.82981E+12   5.81864E+08   4.40697E+10   6.89984E+08   4.19088E+05   1.35402E+12   7.74648E+12   1.96445E+07
   2.57026E-03   1.43312E+02   3.75940E+07   5.06175E+12   2.44746E+19   9.00317E+12   8.03146E+08   6.13393E+10   9.65554E+08   4.79965E+05   1.37245E+12   7.75508E+12   7.50561E+06
   2.57377E-03   1.46620E+02   4.35645E+07   5.06133E+12   2.44746E+19   1.16332E+13   1.01548E+09   7.79960E+10   1.23542E+09   5.54136E+05   1.39644E+12   7.76742E+12   2.69615E+06
   2.57963E-03   1.50183E+02   4.79358E+07   5.07048E+12   2.44746E+19   1.64928E+13   1.25930E+09   9.61800E+10   1.53916E+09   6.55756E+05   1.44316E+12   7.79830E+12   8.87885E+05
   2.58548E-03   1.53732E+02   5.03961E+07   5.09297E+12   2.44746E+19   2.14005E+13   1.49989E+09   1.13549E+11   1.83590E+09   7.76304E+05   1.49260E+12   7.84324E+12   2.87181E+05
   2.59251E-03   1.56468E+02   4.97976E+07   5.13749E+12   2.44746E+19   2.65657E+13   1.68667E+09   1.25357E+11   2.04968E+09   8.94829E+05   1.54473E+12   7.91573E+12   1.19419E+05
   2.59719E-03   1.58225E+02   4.69384E+07   5.17641E+12   2.44746E+19   2.92576E+13   1.73639E+09   1.27343E+11   2.09718E+09   9.76088E+05   1.57039E+12   7.97389E+12   6.70923E+04
   2.60656E-03   1.59262E+02   4.12108E+07   5.26836E+12   2.44746E+19   3.24619E+13   1.71769E+09   1.22586E+11   2.04038E+09   1.04492E+06   1.59200E+12   8.10540E+12   4.77999E+04
   2.61475E-03   1.59664E+02   3.31100E+07   5.35508E+12   2.44746E+19   3.30701E+13   1.52838E+09   1.06377E+11   1.78641E+09   1.06876E+06   1.57928E+12   8.22744E+12   4.13424E+04
   2.62178E-03   1.59109E+02   2.50752E+07   5.42662E+12   2.44746E+19   3.21713E+13   1.27037E+09   8.60632E+10   1.45770E+09   1.04021E+06   1.54692E+12   8.32929E+12   4.89453E+04
   2.62881E-03   1.57888E+02   1.75190E+07   5.49048E+12   2.44746E+19   3.02583E+13   9.88881E+08   6.48836E+10   1.11001E+09   9.76838E+05   1.49944E+12   8.42311E+12   7.18059E+04
   2.63700E-03   1.55735E+02   1.07524E+07   5.55163E+12   2.44746E+19   2.73122E+13   7.02789E+08   4.42679E+10   7.67268E+08   8.74817E+05   1.43471E+12   8.51840E+12   1.41779E+05
   2.64871E-03   1.51246E+02   5.09814E+06   5.61285E+12   2.44746E+19   2.28795E+13   4.21035E+08   2.50361E+10   4.42397E+08   7.03182E+05   1.34384E+12   8.62654E+12   5.85145E+05
   2.66042E-03   1.43513E+02   1.54091E+06   5.64791E+12   2.44746E+19   1.89209E+13   2.37249E+08   1.29796E+10   2.37027E+08   4.98506E+05   1.26754E+12   8.70658E+12   6.50953E+06
   2.67330E-03   1.31956E+02   3.18094E+05   5.66352E+12   2.44746E+19   1.54754E+13   1.42785E+08   7.42003E+09   1.38806E+08   2.99958E+05   1.20428E+12   8.77012E+12   2.01511E+08
   2.68852E-03   1.14450E+02   7.90941E+04   5.65898E+12   2.44746E+19   1.24530E+13   8.99961E+07   4.61546E+09   8.69864E+07   1.38012E+05   1.13046E+12   8.82087E+12   2.33337E+10
   2.70726E-03   8.77751E+01   1.18131E+05   5.59940E+12   2.44746E+19   9.82787E+12   5.59118E+07   2.85931E+09   5.39562E+07   1.19585E+05   9.99382E+10   8.77005E+12   1.10468E+12
   2.72248E-03   5.66951E+01   4.07495E+05   5.54929E+12   2.44746E+19   8.23188E+12   3.90591E+07   1.99515E+09   3.77070E+07   3.87249E+04   3.68938E+08   8.72214E+12   1.25216E+12
   2.74239E-03   2.11452E+01   1.68002E+06   5.48477E+12   2.44746E+19   6.62842E+12   2.52784E+07   1.29180E+09   2.44338E+07   9.99920E+03   5.93448E+06   8.66054E+12   1.31409E+12
   2.75000E-03   7.85506E+00   1.33046E+06   5.46040E+12   2.44746E+19   6.12415E+12   2.15780E+07   1.10260E+09   2.08573E+07   7.54768E+03   3.05914E+06   8.63731E+12   1.33731E+12
   2.75703E-03   2.28291E+01   9.72588E+05   5.43805E+12   2.44746E+19   5.70161E+12   1.87029E+07   9.55613E+08   1.80784E+07   1.07980E+04   6.95413E+06   8.61602E+12   1.35859E+12
   2.76522E-03   3.93613E+01   1.67993E+06   5.41214E+12   2.44746E+19   5.25435E+12   1.58937E+07   8.11677E+08   1.53545E+07   2.02394E+04   3.68620E+07   8.59138E+12   1.38319E+12
   2.77459E-03   5.80379E+01   2.70986E+06   5.38276E+12   2.44746E+19   4.80062E+12   1.38057E+07   6.94682E+08   1.30003E+07   4.47478E+04   5.13177E+08   8.56347E+12   1.41060E+12
   2.78279E-03   7.61879E+01   3.29342E+06   5.35722E+12   2.44746E+19   4.47206E+12   1.57737E+07   7.80921E+08   1.36097E+07   9.33123E+04   1.24305E+10   8.53956E+12   1.42259E+12
