          Time         dTime           E/N             E            AR           AR*          AR^+          E(W)        AR(W)*       AR(W)^+             1             2             3             4             5             6             7             8             9             V             J           MuN
  4.450100E-05  1.000000E-09  3.391954E+01  1.000000E+00  1.834734E+19  1.346596E+04  1.000000E+00  2.966068E+03  3.039000E+00  3.251405E-04  1.635153E+09  3.390863E-04  2.166184E+07  9.504147E-04  1.015460E-01  7.411935E+08  7.171752E+07  9.803416E+04  7.280146E+00  6.250000E+01  4.002922E-11  9.400428E+21
  4.460100E-05  1.000000E-09  3.407121E+01  1.000000E+00  1.834734E+19  1.355185E+04  1.000000E+00  2.973063E+03  3.048834E+00  3.258766E-04  1.649897E+09  3.414432E-04  2.224671E+07  9.572482E-04  1.028455E-01  7.459210E+08  7.173849E+07  9.865944E+04  7.280146E+00  6.250000E+01  4.019842E-11  9.393253E+21
  4.470100E-05  1.000000E-09  3.418926E+01  1.000000E+00  1.834734E+19  1.363843E+04  1.000000E+00  2.980060E+03  3.058732E+00  3.266127E-04  1.658833E+09  3.437425E-04  2.260557E+07  9.638324E-04  1.041638E-01  7.506867E+08  7.175114E+07  9.928977E+04  7.280146E+00  6.250000E+01  4.030061E-11  9.388923E+21
  4.480100E-05  1.000000E-09  3.427356E+01  1.000000E+00  1.834734E+19  1.372544E+04  1.000000E+00  2.987060E+03  3.068692E+00  3.273491E-04  1.667791E+09  3.460540E-04  2.296860E+07  9.704524E-04  1.054971E-01  7.554759E+08  7.176378E+07  9.992322E+04  7.280146E+00  6.250000E+01  4.040278E-11  9.384595E+21
  4.490100E-05  1.000000E-09  3.432405E+01  1.000000E+00  1.834734E+19  1.381254E+04  1.000000E+00  2.994062E+03  3.078716E+00  3.280855E-04  1.670786E+09  3.482899E-04  2.309073E+07  9.767691E-04  1.068404E-01  7.602702E+08  7.176800E+07  1.005573E+05  7.280146E+00  6.250000E+01  4.043689E-11  9.383151E+21
  4.500100E-05  1.000000E-09  3.434066E+01  1.000000E+00  1.834734E+19  1.389952E+04  1.000000E+00  3.001064E+03  3.088804E+00  3.288220E-04  1.673781E+09  3.505231E-04  2.321321E+07  9.830788E-04  1.081902E-01  7.650577E+08  7.177221E+07  1.011906E+05  7.280146E+00  6.250000E+01  4.047096E-11  9.381709E+21
  4.510100E-05  1.000000E-09  3.432338E+01  1.000000E+00  1.834734E+19  1.398602E+04  1.000000E+00  3.008067E+03  3.098954E+00  3.295584E-04  1.670786E+09  3.526642E-04  2.309073E+07  9.890368E-04  1.095409E-01  7.698188E+08  7.176800E+07  1.018203E+05  7.280146E+00  6.250000E+01  4.043689E-11  9.383151E+21
  4.520100E-05  1.000000E-09  3.427222E+01  1.000000E+00  1.834734E+19  1.407169E+04  1.000000E+00  3.015068E+03  3.109168E+00  3.302949E-04  1.667791E+09  3.547839E-04  2.296860E+07  9.949339E-04  1.108870E-01  7.745342E+08  7.176378E+07  1.024440E+05  7.280146E+00  6.250000E+01  4.040278E-11  9.384595E+21
  4.530100E-05  1.000000E-09  3.418725E+01  1.000000E+00  1.834734E+19  1.415631E+04  1.000000E+00  3.022068E+03  3.119443E+00  3.310312E-04  1.658833E+09  3.567952E-04  2.260557E+07  1.000431E-03  1.122247E-01  7.791919E+08  7.175114E+07  1.030600E+05  7.280146E+00  6.250000E+01  4.030061E-11  9.388923E+21
  4.540100E-05  1.000000E-09  3.406853E+01  1.000000E+00  1.834734E+19  1.423957E+04  1.000000E+00  3.029066E+03  3.129779E+00  3.317674E-04  1.649897E+09  3.587705E-04  2.224671E+07  1.005826E-03  1.135485E-01  7.837744E+08  7.173849E+07  1.036661E+05  7.280146E+00  6.250000E+01  4.019842E-11  9.393253E+21
  4.550100E-05  1.000000E-09  3.391620E+01  1.000000E+00  1.834734E+19  1.432119E+04  1.000000E+00  3.036060E+03  3.140176E+00  3.325034E-04  1.635153E+09  3.606219E-04  2.166184E+07  1.010776E-03  1.148541E-01  7.882672E+08  7.171752E+07  1.042604E+05  7.280146E+00  6.250000E+01  4.002922E-11  9.400428E+21
  4.560100E-05  1.000000E-09  3.373039E+01  1.000000E+00  1.834734E+19  1.440089E+04  1.000000E+00  3.043051E+03  3.150631E+00  3.332392E-04  1.620491E+09  3.624225E-04  2.108909E+07  1.015581E-03  1.161360E-01  7.926539E+08  7.169654E+07  1.048406E+05  7.280146E+00  6.250000E+01  3.986023E-11  9.407600E+21
  4.570100E-05  1.000000E-09  3.351129E+01  1.000000E+00  1.834734E+19  1.447840E+04  1.000000E+00  3.050036E+03  3.161143E+00  3.339748E-04  1.600113E+09  3.640829E-04  2.030736E+07  1.019893E-03  1.173895E-01  7.969204E+08  7.166718E+07  1.054049E+05  7.280146E+00  6.250000E+01  3.962410E-11  9.417623E+21
  4.580100E-05  1.000000E-09  3.325913E+01  1.000000E+00  1.834734E+19  1.455346E+04  1.000000E+00  3.057017E+03  3.171711E+00  3.347100E-04  1.580127E+09  3.656819E-04  1.955714E+07  1.024034E-03  1.186097E-01  8.010514E+08  7.163819E+07  1.059513E+05  7.280146E+00  6.250000E+01  3.939111E-11  9.427490E+21
  4.590100E-05  1.000000E-09  3.297414E+01  1.000000E+00  1.834734E+19  1.462580E+04  1.000000E+00  3.063991E+03  3.182333E+00  3.354450E-04  1.554528E+09  3.671259E-04  1.861981E+07  1.027639E-03  1.197918E-01  8.050332E+08  7.160077E+07  1.064779E+05  7.280146E+00  6.250000E+01  3.909058E-11  9.440196E+21
  4.600100E-05  1.000000E-09  3.265661E+01  1.000000E+00  1.834734E+19  1.469517E+04  1.000000E+00  3.070959E+03  3.193006E+00  3.361796E-04  1.529208E+09  3.684927E-04  1.771678E+07  1.031025E-03  1.209309E-01  8.088517E+08  7.156342E+07  1.069830E+05  7.280146E+00  6.250000E+01  3.879094E-11  9.452848E+21
  4.610100E-05  1.000000E-09  3.230685E+01  1.000000E+00  1.834734E+19  1.476134E+04  1.000000E+00  3.077919E+03  3.203729E+00  3.369138E-04  1.498876E+09  3.696963E-04  1.667774E+07  1.033857E-03  1.220224E-01  8.124937E+08  7.151821E+07  1.074647E+05  7.280146E+00  6.250000E+01  3.842924E-11  9.468238E+21
  4.620100E-05  1.000000E-09  3.192521E+01  1.000000E+00  1.834734E+19  1.482408E+04  1.000000E+00  3.084871E+03  3.214498E+00  3.376477E-04  1.466697E+09  3.707763E-04  1.561307E+07  1.036298E-03  1.230619E-01  8.159472E+08  7.146966E+07  1.079215E+05  7.280146E+00  6.250000E+01  3.804254E-11  9.485223E+21
  4.630100E-05  1.000000E-09  3.151206E+01  1.000000E+00  1.834734E+19  1.488319E+04  1.000000E+00  3.091815E+03  3.225312E+00  3.383812E-04  1.432295E+09  3.717168E-04  1.451619E+07  1.038287E-03  1.240452E-01  8.192004E+08  7.141677E+07  1.083518E+05  7.280146E+00  6.250000E+01  3.762658E-11  9.504733E+21
  4.640100E-05  1.000000E-09  3.106781E+01  1.000000E+00  1.834734E+19  1.493846E+04  1.000000E+00  3.098750E+03  3.236168E+00  3.391142E-04  1.396367E+09  3.725253E-04  1.342000E+07  1.039865E-03  1.249683E-01  8.222431E+08  7.136073E+07  1.087542E+05  7.280146E+00  6.250000E+01  3.718681E-11  9.525372E+21
  4.650100E-05  1.000000E-09  3.059290E+01  1.000000E+00  1.834734E+19  1.498971E+04  1.000000E+00  3.105676E+03  3.247062E+00  3.398469E-04  1.355943E+09  3.731449E-04  1.224436E+07  1.040809E-03  1.258272E-01  8.250640E+08  7.129648E+07  1.091273E+05  7.280146E+00  6.250000E+01  3.668478E-11  9.548776E+21
  4.660100E-05  1.000000E-09  3.008781E+01  1.000000E+00  1.834734E+19  1.503676E+04  1.000000E+00  3.112592E+03  3.257992E+00  3.405791E-04  1.316637E+09  3.736628E-04  1.116496E+07  1.041472E-03  1.266184E-01  8.276536E+08  7.123292E+07  1.094698E+05  7.280146E+00  6.250000E+01  3.618953E-11  9.571857E+21
  4.670100E-05  1.000000E-09  2.955301E+01  1.000000E+00  1.834734E+19  1.507944E+04  1.000000E+00  3.119498E+03  3.268955E+00  3.413110E-04  1.273769E+09  3.739975E-04  1.005960E+07  1.041537E-03  1.273381E-01  8.300025E+08  7.116247E+07  1.097805E+05  7.280146E+00  6.250000E+01  3.564121E-11  9.597420E+21
  4.680100E-05  1.000000E-09  2.898906E+01  1.000000E+00  1.834734E+19  1.511758E+04  1.000000E+00  3.126393E+03  3.279947E+00  3.420424E-04  1.229527E+09  3.741790E-04  8.990277E+06  1.041126E-03  1.279832E-01  8.321022E+08  7.108840E+07  1.100582E+05  7.280146E+00  6.250000E+01  3.506557E-11  9.624188E+21
  4.690100E-05  1.000000E-09  2.839649E+01  1.000000E+00  1.834734E+19  1.515107E+04  1.000000E+00  3.133278E+03  3.290966E+00  3.427734E-04  1.182837E+09  3.741777E-04  7.934109E+06  1.040121E-03  1.285508E-01  8.339455E+08  7.100822E+07  1.103020E+05  7.280146E+00  6.250000E+01  3.444828E-11  9.653990E+21
  4.700100E-05  1.000000E-09  2.777590E+01  1.000000E+00  1.834734E+19  1.517980E+04  1.000000E+00  3.140151E+03  3.302007E+00  3.435041E-04  1.135263E+09  3.740151E-04  6.939399E+06  1.038611E-03  1.290387E-01  8.355266E+08  7.092422E+07  1.105111E+05  7.280146E+00  6.250000E+01  3.380892E-11  9.686507E+21
  4.710100E-05  1.000000E-09  2.712790E+01  1.000000E+00  1.834734E+19  1.520367E+04  1.000000E+00  3.147013E+03  3.313067E+00  3.442345E-04  1.085824E+09  3.736737E-04  5.994004E+06  1.036531E-03  1.294448E-01  8.368403E+08  7.083480E+07  1.106849E+05  7.280146E+00  6.250000E+01  3.313007E-11  9.721118E+21
  4.720100E-05  1.000000E-09  2.645313E+01  1.000000E+00  1.834734E+19  1.522258E+04  1.000000E+00  3.153864E+03  3.324142E+00  3.449645E-04  1.036127E+09  3.731822E-04  5.125895E+06  1.034001E-03  1.297671E-01  8.378815E+08  7.074284E+07  1.108226E+05  7.280146E+00  6.250000E+01  3.243139E-11  9.756469E+21
  4.730100E-05  1.000000E-09  2.575225E+01  1.000000E+00  1.834734E+19  1.523646E+04  1.000000E+00  3.160703E+03  3.335230E+00  3.456942E-04  9.843306E+08  3.724947E-04  4.310154E+06  1.030839E-03  1.300039E-01  8.386454E+08  7.064412E+07  1.109237E+05  7.280146E+00  6.250000E+01  3.168398E-11  9.793756E+21
  4.740100E-05  1.000000E-09  2.502596E+01  1.000000E+00  1.834734E+19  1.524526E+04  1.000000E+00  3.167530E+03  3.346326E+00  3.464236E-04  9.334813E+08  3.716588E-04  3.594321E+06  1.027225E-03  1.301541E-01  8.391299E+08  7.054335E+07  1.109877E+05  7.280146E+00  6.250000E+01  3.093373E-11  9.833719E+21
  4.750100E-05  1.000000E-09  2.427497E+01  1.000000E+00  1.834734E+19  1.524896E+04  1.000000E+00  3.174345E+03  3.357426E+00  3.471528E-04  8.803580E+08  3.706236E-04  2.930090E+06  1.022971E-03  1.302172E-01  8.393332E+08  7.043537E+07  1.110146E+05  7.280146E+00  6.250000E+01  3.012691E-11  9.876442E+21
  4.760100E-05  1.000000E-09  2.350002E+01  1.000000E+00  1.834734E+19  1.524752E+04  1.000000E+00  3.181148E+03  3.368528E+00  3.478818E-04  8.279053E+08  3.694336E-04  2.355638E+06  1.018248E-03  1.301926E-01  8.392541E+08  7.032458E+07  1.110042E+05  7.280146E+00  6.250000E+01  2.930607E-11  9.920846E+21
  4.770100E-05  1.000000E-09  2.270188E+01  1.000000E+00  1.834734E+19  1.524096E+04  1.000000E+00  3.187938E+03  3.379626E+00  3.486105E-04  7.741612E+08  3.680435E-04  1.849282E+06  1.012870E-03  1.300807E-01  8.388932E+08  7.020648E+07  1.109564E+05  7.280146E+00  6.250000E+01  2.843804E-11  9.968792E+21
  4.780100E-05  1.000000E-09  2.188134E+01  1.000000E+00  1.834734E+19  1.522929E+04  1.000000E+00  3.194716E+03  3.390718E+00  3.493391E-04  7.202628E+08  3.664828E-04  1.418123E+06  1.006962E-03  1.298816E-01  8.382509E+08  7.008363E+07  1.108715E+05  7.280146E+00  6.250000E+01  2.753439E-11  1.001778E+22
  4.790100E-05  1.000000E-09  2.103920E+01  1.000000E+00  1.834734E+19  1.521255E+04  1.000000E+00  3.201480E+03  3.401799E+00  3.500676E-04  6.676401E+08  3.647767E-04  1.066632E+06  1.000621E-03  1.295962E-01  8.373294E+08  6.995834E+07  1.107496E+05  7.280146E+00  6.250000E+01  2.661806E-11  1.006821E+22
  4.800100E-05  1.000000E-09  2.017630E+01  1.000000E+00  1.834734E+19  1.519080E+04  1.000000E+00  3.208232E+03  3.412866E+00  3.507959E-04  6.149276E+08  3.628907E-04  7.773161E+05  9.937005E-04  1.292258E-01  8.361320E+08  6.982701E+07  1.105912E+05  7.280146E+00  6.250000E+01  2.566408E-11  1.012253E+22
  4.810100E-05  1.000000E-09  1.929349E+01  1.000000E+00  1.834734E+19  1.516411E+04  1.000000E+00  3.214970E+03  3.423916E+00  3.515242E-04  5.621652E+08  3.608236E-04  5.464343E+05  9.861996E-04  1.287721E-01  8.346629E+08  6.968913E+07  1.103969E+05  7.280146E+00  6.250000E+01  2.466311E-11  1.017755E+22
  4.820100E-05  1.000000E-09  1.839164E+01  1.000000E+00  1.834734E+19  1.513257E+04  1.000000E+00  3.221695E+03  3.434945E+00  3.522524E-04  5.117957E+08  3.586364E-04  3.738135E+05  9.783516E-04  1.282370E-01  8.329271E+08  6.955031E+07  1.101673E+05  7.280146E+00  6.250000E+01  2.366208E-11  1.023347E+22
  4.830100E-05  1.000000E-09  1.747163E+01  1.000000E+00  1.834734E+19  1.509631E+04  1.000000E+00  3.228406E+03  3.445948E+00  3.529805E-04  4.608930E+08  3.562479E-04  2.421564E+05  9.698296E-04  1.276232E-01  8.309312E+08  6.940222E+07  1.099033E+05  7.280146E+00  6.250000E+01  2.259659E-11  1.029236E+22
  4.840100E-05  1.000000E-09  1.653439E+01  1.000000E+00  1.834734E+19  1.505545E+04  1.000000E+00  3.235102E+03  3.456924E+00  3.537086E-04  4.116713E+08  3.537212E-04  1.494996E+05  9.608823E-04  1.269333E-01  8.286821E+08  6.925045E+07  1.096059E+05  7.280146E+00  6.250000E+01  2.150521E-11  1.035050E+22
  4.850100E-05  1.000000E-09  1.558083E+01  1.000000E+00  1.834734E+19  1.501015E+04  1.000000E+00  3.241784E+03  3.467868E+00  3.544366E-04  3.644189E+08  3.510520E-04  8.724874E+04  9.514733E-04  1.261705E-01  8.261886E+08  6.909423E+07  1.092760E+05  7.280146E+00  6.250000E+01  2.039246E-11  1.040920E+22
  4.860100E-05  1.000000E-09  1.461189E+01  1.000000E+00  1.834734E+19  1.496057E+04  1.000000E+00  3.248450E+03  3.478778E+00  3.551647E-04  3.182515E+08  3.482281E-04  4.708399E+04  9.415593E-04  1.253384E-01  8.234598E+08  6.893158E+07  1.089151E+05  7.280146E+00  6.250000E+01  1.922925E-11  1.046579E+22
  4.870100E-05  1.000000E-09  1.362853E+01  1.000000E+00  1.834734E+19  1.490692E+04  1.000000E+00  3.255102E+03  3.489650E+00  3.558927E-04  2.740164E+08  3.452476E-04  2.322421E+04  9.311061E-04  1.244411E-01  8.205068E+08  6.876194E+07  1.085245E+05  7.280146E+00  6.250000E+01  1.803075E-11  1.052097E+22
  4.880100E-05  1.000000E-09  1.263172E+01  1.000000E+00  1.834734E+19  1.484940E+04  1.000000E+00  3.261736E+03  3.500482E+00  3.566207E-04  2.318293E+08  3.421186E-04  1.023768E+04  9.201335E-04  1.234826E-01  8.173408E+08  6.858533E+07  1.081058E+05  7.280146E+00  6.250000E+01  1.679151E-11  1.057035E+22
  4.890100E-05  1.000000E-09  1.162245E+01  1.000000E+00  1.834734E+19  1.478825E+04  1.000000E+00  3.268354E+03  3.511271E+00  3.573487E-04  1.918983E+08  3.388420E-04  3.913658E+03  9.086326E-04  1.224677E-01  8.139749E+08  6.840114E+07  1.076606E+05  7.280146E+00  6.250000E+01  1.550865E-11  1.060974E+22
  4.900100E-05  1.000000E-09  1.060170E+01  1.000000E+00  1.834734E+19  1.472372E+04  1.000000E+00  3.274955E+03  3.522014E+00  3.580767E-04  1.545642E+08  3.353696E-04  1.244552E+03  8.963459E-04  1.214012E-01  8.104230E+08  6.820424E+07  1.071908E+05  7.280146E+00  6.250000E+01  1.418597E-11  1.063827E+22
  4.910100E-05  1.000000E-09  9.570494E+00  1.000000E+00  1.834734E+19  1.465607E+04  1.000000E+00  3.281536E+03  3.532708E+00  3.588048E-04  1.199840E+08  3.316672E-04  3.094231E+02  8.830948E-04  1.202883E-01  8.066998E+08  6.799052E+07  1.066984E+05  7.280146E+00  6.250000E+01  1.281687E-11  1.064599E+22
  4.920100E-05  1.000000E-09  8.529842E+00  1.000000E+00  1.834734E+19  1.458562E+04  1.000000E+00  3.288095E+03  3.543352E+00  3.595328E-04  8.844111E+07  3.276113E-04  5.480391E+01  8.682521E-04  1.191345E-01  8.028217E+08  6.774751E+07  1.061854E+05  7.280146E+00  6.250000E+01  1.140065E-11  1.062346E+22
  4.930100E-05  1.000000E-09  7.480772E+00  1.000000E+00  1.834734E+19  1.451267E+04  1.000000E+00  3.294630E+03  3.553945E+00  3.602608E-04  6.033170E+07  3.229073E-04  5.930482E+00  8.503852E-04  1.179459E-01  7.988066E+08  6.744628E+07  1.056544E+05  7.280146E+00  6.250000E+01  9.942892E-12  1.056247E+22
  4.940100E-05  1.000000E-09  6.424320E+00  1.000000E+00  1.834734E+19  1.443760E+04  1.000000E+00  3.301132E+03  3.564483E+00  3.609888E-04  3.618713E+07  3.168427E-04  3.017334E-01  8.260350E-04  1.167289E-01  7.946748E+08  6.701736E+07  1.051079E+05  7.280146E+00  6.250000E+01  8.460251E-12  1.046288E+22
  4.950100E-05  1.000000E-09  5.361527E+00  1.000000E+00  1.834734E+19  1.436086E+04  1.000000E+00  3.307580E+03  3.574966E+00  3.617168E-04  1.703866E+07  3.074246E-04  9.897858E-04  7.855998E-04  1.154911E-01  7.904503E+08  6.626545E+07  1.045491E+05  7.280146E+00  6.250000E+01  7.016829E-12  1.039448E+22
  4.960100E-05  1.000000E-09  4.293443E+00  1.000000E+00  1.834734E+19  1.428299E+04  1.000000E+00  3.313925E+03  3.585392E+00  3.624448E-04  4.655147E+06  2.896014E-04  0.000000E+00  7.046528E-04  1.142422E-01  7.861647E+08  6.468169E+07  1.039823E+05  7.280146E+00  6.250000E+01  5.786386E-12  1.069881E+22
  4.970100E-05  1.000000E-09  3.221123E+00  1.000000E+00  1.834734E+19  1.420476E+04  1.000000E+00  3.320045E+03  3.595762E+00  3.631728E-04  2.915430E+05  2.550679E-04  0.000000E+00  5.424305E-04  1.129941E-01  7.818586E+08  6.133504E+07  1.034127E+05  7.280146E+00  6.250000E+01  5.033714E-12  1.239524E+22
  4.980100E-05  1.000000E-09  2.145623E+00  1.000000E+00  1.834734E+19  1.412679E+04  1.000000E+00  3.325747E+03  3.606075E+00  3.639009E-04  1.472666E+02  2.034023E-04  0.000000E+00  2.990507E-04  1.117570E-01  7.775667E+08  5.582448E+07  1.028451E+05  7.280146E+00  6.250000E+01  4.561335E-12  1.683400E+22
  4.990100E-05  1.000000E-09  1.068006E+00  1.000000E+00  1.834734E+19  1.404923E+04  1.000000E+00  3.330794E+03  3.616331E+00  3.646289E-04  0.000000E+00  1.358290E-04  0.000000E+00  4.488290E-05  1.105333E-01  7.732980E+08  4.709275E+07  1.022805E+05  7.280146E+00  6.250000E+01  3.845970E-12  2.837343E+22
  5.000100E-05  1.000000E-09  1.066538E-02  1.000000E+00  1.834734E+19  1.397211E+04  1.000000E+00  3.334480E+03  3.626531E+00  3.653569E-04  0.000000E+00  1.175776E-05  0.000000E+00  0.000000E+00  1.093230E-01  7.690527E+08  6.697331E+06  1.017190E+05  7.280146E+00  6.250000E+01  2.561209E-14  1.656311E+24
  5.010100E-05  1.000000E-09  1.089326E+00  1.000000E+00  1.834734E+19  1.389540E+04  1.000000E+00  3.338205E+03  3.636675E+00  3.660849E-04  0.000000E+00  1.343401E-04  0.000000E+00  4.438738E-05  1.081260E-01  7.648308E+08  4.709248E+07  1.011605E+05  7.280146E+00  6.250000E+01  3.845947E-12  2.837392E+22
  5.020100E-05  1.000000E-09  2.166912E+00  1.000000E+00  1.834734E+19  1.381912E+04  1.000000E+00  3.343260E+03  3.646763E+00  3.668129E-04  1.472228E+02  1.989711E-04  0.000000E+00  2.925317E-04  1.069421E-01  7.606320E+08  5.582433E+07  1.006052E+05  7.280146E+00  6.250000E+01  4.561323E-12  1.683415E+22
  5.030100E-05  1.000000E-09  3.242359E+00  1.000000E+00  1.834734E+19  1.374326E+04  1.000000E+00  3.348968E+03  3.656796E+00  3.675409E-04  2.915430E+05  2.467810E-04  0.000000E+00  5.248073E-04  1.057712E-01  7.564566E+08  6.133504E+07  1.000529E+05  7.280146E+00  6.250000E+01  5.033714E-12  1.239524E+22
  5.040100E-05  1.000000E-09  4.314606E+00  1.000000E+00  1.834734E+19  1.366799E+04  1.000000E+00  3.355091E+03  3.666774E+00  3.682689E-04  4.655147E+06  2.771317E-04  0.000000E+00  6.743118E-04  1.046159E-01  7.523139E+08  6.468169E+07  9.950500E+04  7.280146E+00  6.250000E+01  5.786386E-12  1.069881E+22
  5.050100E-05  1.000000E-09  5.382595E+00  1.000000E+00  1.834734E+19  1.359395E+04  1.000000E+00  3.361437E+03  3.676698E+00  3.689970E-04  1.703866E+07  2.910074E-04  9.897858E-04  7.436468E-04  1.034855E-01  7.482383E+08  6.626545E+07  9.896594E+04  7.280146E+00  6.250000E+01  7.016829E-12  1.039448E+22
  5.060100E-05  1.000000E-09  6.445273E+00  1.000000E+00  1.834734E+19  1.352185E+04  1.000000E+00  3.367886E+03  3.686568E+00  3.697250E-04  3.618713E+07  2.967459E-04  3.017334E-01  7.736410E-04  1.023907E-01  7.442699E+08  6.701736E+07  9.844106E+04  7.280146E+00  6.250000E+01  8.460251E-12  1.046288E+22
  5.070100E-05  1.000000E-09  7.501589E+00  1.000000E+00  1.834734E+19  1.345225E+04  1.000000E+00  3.374388E+03  3.696386E+00  3.704530E-04  6.033170E+07  2.993130E-04  5.930482E+00  7.882487E-04  1.013393E-01  7.404389E+08  6.744628E+07  9.793435E+04  7.280146E+00  6.250000E+01  9.942892E-12  1.056247E+22
  5.080100E-05  1.000000E-09  8.550503E+00  1.000000E+00  1.834734E+19  1.338556E+04  1.000000E+00  3.380923E+03  3.706155E+00  3.711810E-04  8.844111E+07  3.006565E-04  5.480391E+01  7.968150E-04  1.003369E-01  7.367679E+08  6.774751E+07  9.744881E+04  7.280146E+00  6.250000E+01  1.140065E-11  1.062346E+22
  5.090100E-05  1.000000E-09  9.590978E+00  1.000000E+00  1.834734E+19  1.332211E+04  1.000000E+00  3.387483E+03  3.715877E+00  3.719090E-04  1.199840E+08  3.014795E-04  3.094231E+02  8.027172E-04  9.938799E-02  7.332756E+08  6.799052E+07  9.698689E+04  7.280146E+00  6.250000E+01  1.281687E-11  1.064599E+22
  5.100100E-05  1.000000E-09  1.062199E+01  1.000000E+00  1.834734E+19  1.326220E+04  1.000000E+00  3.394064E+03  3.725554E+00  3.726370E-04  1.545642E+08  3.020798E-04  1.244552E+03  8.073718E-04  9.849607E-02  7.299779E+08  6.820424E+07  9.655072E+04  7.280146E+00  6.250000E+01  1.418597E-11  1.063827E+22
  5.110100E-05  1.000000E-09  1.164252E+01  1.000000E+00  1.834734E+19  1.320608E+04  1.000000E+00  3.400665E+03  3.735188E+00  3.733650E-04  1.918983E+08  3.025899E-04  3.913658E+03  8.114195E-04  9.766430E-02  7.268891E+08  6.840114E+07  9.614219E+04  7.280146E+00  6.250000E+01  1.550865E-11  1.060974E+22
  5.120100E-05  1.000000E-09  1.265155E+01  1.000000E+00  1.834734E+19  1.315399E+04  1.000000E+00  3.407283E+03  3.744783E+00  3.740931E-04  2.318293E+08  3.030577E-04  1.023768E+04  8.150785E-04  9.689539E-02  7.240221E+08  6.858533E+07  9.576298E+04  7.280146E+00  6.250000E+01  1.679151E-11  1.057035E+22
  5.130100E-05  1.000000E-09  1.364811E+01  1.000000E+00  1.834734E+19  1.310614E+04  1.000000E+00  3.413918E+03  3.754342E+00  3.748211E-04  2.740164E+08  3.035412E-04  2.322421E+04  8.186270E-04  9.619170E-02  7.213883E+08  6.876194E+07  9.541461E+04  7.280146E+00  6.250000E+01  1.803075E-11  1.052097E+22
  5.140100E-05  1.000000E-09  1.463119E+01  1.000000E+00  1.834734E+19  1.306272E+04  1.000000E+00  3.420569E+03  3.763867E+00  3.755491E-04  3.182515E+08  3.040529E-04  4.708399E+04  8.221158E-04  9.555534E-02  7.189981E+08  6.893158E+07  9.509848E+04  7.280146E+00  6.250000E+01  1.922925E-11  1.046579E+22
  5.150100E-05  1.000000E-09  1.559983E+01  1.000000E+00  1.834734E+19  1.302388E+04  1.000000E+00  3.427236E+03  3.773362E+00  3.762771E-04  3.644189E+08  3.045979E-04  8.724874E+04  8.255665E-04  9.498799E-02  7.168605E+08  6.909423E+07  9.481574E+04  7.280146E+00  6.250000E+01  2.039246E-11  1.040920E+22
  5.160100E-05  1.000000E-09  1.655308E+01  1.000000E+00  1.834734E+19  1.298978E+04  1.000000E+00  3.433918E+03  3.782831E+00  3.770052E-04  4.116713E+08  3.051892E-04  1.494996E+05  8.290453E-04  9.449123E-02  7.149835E+08  6.925045E+07  9.456748E+04  7.280146E+00  6.250000E+01  2.150521E-11  1.035050E+22
  5.170100E-05  1.000000E-09  1.748999E+01  1.000000E+00  1.834734E+19  1.296053E+04  1.000000E+00  3.440614E+03  3.792277E+00  3.777333E-04  4.608930E+08  3.058471E-04  2.421564E+05  8.326213E-04  9.406623E-02  7.133738E+08  6.940222E+07  9.435457E+04  7.280146E+00  6.250000E+01  2.259659E-11  1.029236E+22
  5.180100E-05  1.000000E-09  1.840965E+01  1.000000E+00  1.834734E+19  1.293625E+04  1.000000E+00  3.447325E+03  3.801703E+00  3.784614E-04  5.117957E+08  3.065843E-04  3.738135E+05  8.363548E-04  9.371404E-02  7.120371E+08  6.955031E+07  9.417777E+04  7.280146E+00  6.250000E+01  2.366208E-11  1.023347E+22
  5.190100E-05  1.000000E-09  1.931113E+01  1.000000E+00  1.834734E+19  1.291699E+04  1.000000E+00  3.454050E+03  3.811114E+00  3.791896E-04  5.621652E+08  3.073545E-04  5.464343E+05  8.400583E-04  9.343529E-02  7.109773E+08  6.968913E+07  9.403760E+04  7.280146E+00  6.250000E+01  2.466311E-11  1.017755E+22
  5.200100E-05  1.000000E-09  2.019356E+01  1.000000E+00  1.834734E+19  1.290284E+04  1.000000E+00  3.460788E+03  3.820512E+00  3.799178E-04  6.149276E+08  3.082341E-04  7.773161E+05  8.440347E-04  9.323066E-02  7.101983E+08  6.982701E+07  9.393457E+04  7.280146E+00  6.250000E+01  2.566408E-11  1.012253E+22
  5.210100E-05  1.000000E-09  2.105605E+01  1.000000E+00  1.834734E+19  1.289382E+04  1.000000E+00  3.467540E+03  3.829902E+00  3.806462E-04  6.676401E+08  3.091767E-04  1.066632E+06  8.481040E-04  9.310038E-02  7.097020E+08  6.995834E+07  9.386892E+04  7.280146E+00  6.250000E+01  2.661806E-11  1.006821E+22
  5.220100E-05  1.000000E-09  2.189777E+01  1.000000E+00  1.834734E+19  1.288996E+04  1.000000E+00  3.474305E+03  3.839287E+00  3.813746E-04  7.202628E+08  3.101882E-04  1.418123E+06  8.522849E-04  9.304453E-02  7.094890E+08  7.008363E+07  9.384076E+04  7.280146E+00  6.250000E+01  2.753439E-11  1.001778E+22
