       Time_s                                                                                                               01                                                                                                               02                                                                                                               03                                                                                                               04                                                                                                               05                                                                                                               06                                                                                                               07                                                                                                               08                                                                                                               09                                                                                                               10                                                                                                               11                                                                                                               12
   0.0000E+00   7.9815E+15   1.8762E+15   0.0000E+00   0.0000E+00   7.3666E+17   0.0000E+00   0.0000E+00   2.7405E+13   2.7405E+13   2.7405E+13   5.3871E+17   0.0000E+00
   1.0000E-03   7.5204E+17   1.7678E+17   6.7205E+14   6.5588E+14   6.9411E+19   6.2027E+16   6.0534E+16   2.3178E+19   2.3178E+19   2.3178E+19   5.0759E+19   5.1598E+17
   2.0000E-03   1.1926E+19   1.2212E+19   1.6704E+16   1.6569E+16   9.1098E+16   1.2215E+14   1.2116E+14   3.0447E+16   3.0447E+16   3.0447E+16   6.5893E+17   5.0852E+17
   3.0000E-03   1.1915E+19   1.2200E+19   2.2258E+16   2.2257E+16   9.1012E+16   1.6276E+14   1.6275E+14   3.0446E+16   3.0446E+16   3.0446E+16   6.5831E+17   5.0142E+17
   4.0000E-03   1.1907E+19   1.2192E+19   2.7814E+16   2.7945E+16   9.1233E+16   2.0402E+14   2.0498E+14   3.0547E+16   3.0547E+16   3.0547E+16   6.5923E+17   4.9465E+17
   5.0000E-03   1.1901E+19   1.2184E+19   3.3370E+16   3.3634E+16   9.1586E+16   2.4585E+14   2.4779E+14   3.0693E+16   3.0693E+16   3.0693E+16   6.6081E+17   4.8820E+17
   6.0000E-03   1.1890E+19   1.2173E+19   3.8909E+16   3.9304E+16   9.1500E+16   2.8665E+14   2.8956E+14   3.0692E+16   3.0692E+16   3.0692E+16   6.6019E+17   4.8206E+17
   7.0000E-03   1.1884E+19   1.2165E+19   4.4458E+16   4.4985E+16   9.1847E+16   3.2895E+14   3.3285E+14   3.0836E+16   3.0836E+16   3.0836E+16   6.6174E+17   4.7620E+17
   8.0000E-03   1.1873E+19   1.2154E+19   4.9985E+16   5.0643E+16   9.1761E+16   3.6985E+14   3.7472E+14   3.0835E+16   3.0835E+16   3.0835E+16   6.6111E+17   4.7061E+17
   9.0000E-03   1.1867E+19   1.2146E+19   5.5528E+16   5.6317E+16   9.2109E+16   4.1264E+14   4.1850E+14   3.0980E+16   3.0980E+16   3.0980E+16   6.6267E+17   4.6526E+17
   1.0000E-02   1.1856E+19   1.2135E+19   6.1044E+16   6.1963E+16   9.2023E+16   4.5364E+14   4.6046E+14   3.0979E+16   3.0979E+16   3.0979E+16   6.6205E+17   4.6017E+17
   1.1000E-02   1.1850E+19   1.2128E+19   6.6580E+16   6.7628E+16   9.2371E+16   4.9691E+14   5.0474E+14   3.1124E+16   3.1124E+16   3.1124E+16   6.6359E+17   4.5529E+17
   1.2000E-02   1.1839E+19   1.2116E+19   7.2085E+16   7.3262E+16   9.2284E+16   5.3800E+14   5.4679E+14   3.1123E+16   3.1123E+16   3.1123E+16   6.6297E+17   4.5064E+17
   1.3000E-02   1.1833E+19   1.2109E+19   7.7614E+16   7.8920E+16   9.2632E+16   5.8176E+14   5.9155E+14   3.1268E+16   3.1268E+16   3.1268E+16   6.6451E+17   4.4619E+17
   1.4000E-02   1.1822E+19   1.2097E+19   8.3108E+16   8.4542E+16   9.2545E+16   6.2294E+14   6.3369E+14   3.1267E+16   3.1267E+16   3.1267E+16   6.6388E+17   4.4194E+17
   1.5000E-02   1.1816E+19   1.2090E+19   8.8630E+16   9.0193E+16   9.2892E+16   6.6718E+14   6.7894E+14   3.1413E+16   3.1413E+16   3.1413E+16   6.6541E+17   4.3787E+17
   1.6000E-02   1.1805E+19   1.2078E+19   9.4113E+16   9.5803E+16   9.2805E+16   7.0845E+14   7.2117E+14   3.1411E+16   3.1411E+16   3.1411E+16   6.6479E+17   4.3398E+17
   1.7000E-02   1.1799E+19   1.2071E+19   9.9628E+16   1.0145E+17   9.3151E+16   7.5317E+14   7.6691E+14   3.1557E+16   3.1557E+16   3.1557E+16   6.6632E+17   4.3026E+17
   1.8000E-02   1.1788E+19   1.2060E+19   1.0510E+17   1.0704E+17   9.3064E+16   7.9454E+14   8.0923E+14   3.1556E+16   3.1556E+16   3.1556E+16   6.6569E+17   4.2670E+17
   1.9000E-02   1.1782E+19   1.2052E+19   1.1061E+17   1.1268E+17   9.3409E+16   8.3974E+14   8.5545E+14   3.1701E+16   3.1701E+16   3.1701E+16   6.6721E+17   4.2329E+17
   2.0000E-02   1.1771E+19   1.2041E+19   1.1607E+17   1.1826E+17   9.3322E+16   8.8120E+14   8.9786E+14   3.1700E+16   3.1700E+16   3.1700E+16   6.6659E+17   4.2002E+17
   2.1000E-02   1.1765E+19   1.2033E+19   1.2157E+17   1.2389E+17   9.3667E+16   9.2688E+14   9.4457E+14   3.1846E+16   3.1846E+16   3.1846E+16   6.6810E+17   4.1690E+17
   2.2000E-02   1.1754E+19   1.2022E+19   1.2702E+17   1.2946E+17   9.3579E+16   9.6842E+14   9.8707E+14   3.1845E+16   3.1845E+16   3.1845E+16   6.6747E+17   4.1390E+17
   2.3000E-02   1.1748E+19   1.2015E+19   1.3251E+17   1.3508E+17   9.3923E+16   1.0146E+15   1.0343E+15   3.1991E+16   3.1991E+16   3.1991E+16   6.6898E+17   4.1103E+17
   2.4000E-02   1.1737E+19   1.2003E+19   1.3795E+17   1.4064E+17   9.3836E+16   1.0562E+15   1.0768E+15   3.1990E+16   3.1990E+16   3.1990E+16   6.6835E+17   4.0829E+17
   2.5000E-02   1.1731E+19   1.1996E+19   1.4344E+17   1.4626E+17   9.4179E+16   1.1029E+15   1.1245E+15   3.2136E+16   3.2136E+16   3.2136E+16   6.6985E+17   4.0565E+17
   2.6000E-02   1.1720E+19   1.1985E+19   1.4887E+17   1.5181E+17   9.4091E+16   1.1446E+15   1.1672E+15   3.2134E+16   3.2134E+16   3.2134E+16   6.6922E+17   4.0313E+17
   2.7000E-02   1.1714E+19   1.1977E+19   1.5434E+17   1.5741E+17   9.4435E+16   1.1917E+15   1.2154E+15   3.2281E+16   3.2281E+16   3.2281E+16   6.7072E+17   4.0071E+17
   2.8000E-02   1.1703E+19   1.1966E+19   1.5976E+17   1.6295E+17   9.4346E+16   1.2335E+15   1.2581E+15   3.2279E+16   3.2279E+16   3.2279E+16   6.7009E+17   3.9839E+17
   2.9000E-02   1.1697E+19   1.1958E+19   1.6523E+17   1.6854E+17   9.4689E+16   1.2811E+15   1.3068E+15   3.2426E+16   3.2426E+16   3.2426E+16   6.7158E+17   3.9617E+17
   3.0000E-02   1.1686E+19   1.1947E+19   1.7064E+17   1.7407E+17   9.4601E+16   1.3230E+15   1.3496E+15   3.2424E+16   3.2424E+16   3.2424E+16   6.7095E+17   3.9404E+17
   3.1000E-02   1.1680E+19   1.1940E+19   1.7610E+17   1.7965E+17   9.4943E+16   1.3711E+15   1.3987E+15   3.2571E+16   3.2571E+16   3.2571E+16   6.7243E+17   3.9200E+17
   3.2000E-02   1.1669E+19   1.1928E+19   1.8150E+17   1.8517E+17   9.4854E+16   1.4131E+15   1.4416E+15   3.2570E+16   3.2570E+16   3.2570E+16   6.7180E+17   3.9004E+17
   3.3000E-02   1.1663E+19   1.1921E+19   1.8695E+17   1.9074E+17   9.5196E+16   1.4616E+15   1.4913E+15   3.2716E+16   3.2716E+16   3.2716E+16   6.7327E+17   3.8816E+17
   3.4000E-02   1.1654E+19   1.1912E+19   1.9237E+17   1.9628E+17   9.5322E+16   1.5071E+15   1.5377E+15   3.2789E+16   3.2789E+16   3.2789E+16   6.7370E+17   3.8637E+17
   3.5000E-02   1.1644E+19   1.1900E+19   1.9775E+17   2.0178E+17   9.5233E+16   1.5492E+15   1.5808E+15   3.2788E+16   3.2788E+16   3.2788E+16   6.7307E+17   3.8464E+17
   3.6000E-02   1.1637E+19   1.1893E+19   2.0319E+17   2.0734E+17   9.5535E+16   1.5978E+15   1.6304E+15   3.2921E+16   3.2921E+16   3.2921E+16   6.7434E+17   3.8298E+17
   3.7000E-02   1.1626E+19   1.1881E+19   2.0855E+17   2.1282E+17   9.5446E+16   1.6400E+15   1.6736E+15   3.2920E+16   3.2920E+16   3.2920E+16   6.7371E+17   3.8140E+17
   3.8000E-02   1.1620E+19   1.1874E+19   2.1399E+17   2.1838E+17   9.5793E+16   1.6898E+15   1.7245E+15   3.3069E+16   3.3069E+16   3.3069E+16   6.7520E+17   3.7989E+17
   3.9000E-02   1.1609E+19   1.1863E+19   2.1935E+17   2.2385E+17   9.5703E+16   1.7321E+15   1.7677E+15   3.3068E+16   3.3068E+16   3.3068E+16   6.7457E+17   3.7844E+17
   4.0000E-02   1.1603E+19   1.1855E+19   2.2478E+17   2.2940E+17   9.6050E+16   1.7824E+15   1.8191E+15   3.3217E+16   3.3217E+16   3.3217E+16   6.7606E+17   3.7706E+17
   4.1000E-02   1.1592E+19   1.1844E+19   2.3013E+17   2.3486E+17   9.5960E+16   1.8248E+15   1.8624E+15   3.3216E+16   3.3216E+16   3.3216E+16   6.7543E+17   3.7573E+17
   4.2000E-02   1.1586E+19   1.1837E+19   2.3555E+17   2.4040E+17   9.6306E+16   1.8756E+15   1.9142E+15   3.3365E+16   3.3365E+16   3.3365E+16   6.7690E+17   3.7445E+17
   4.3000E-02   1.1576E+19   1.1826E+19   2.4088E+17   2.4585E+17   9.6216E+16   1.9181E+15   1.9576E+15   3.3364E+16   3.3364E+16   3.3364E+16   6.7627E+17   3.7323E+17
   4.4000E-02   1.1570E+19   1.1818E+19   2.4630E+17   2.5138E+17   9.6561E+16   1.9693E+15   2.0100E+15   3.3513E+16   3.3513E+16   3.3513E+16   6.7775E+17   3.7206E+17
   4.5000E-02   1.1559E+19   1.1807E+19   2.5162E+17   2.5682E+17   9.6471E+16   2.0119E+15   2.0534E+15   3.3512E+16   3.3512E+16   3.3512E+16   6.7712E+17   3.7093E+17
   4.6000E-02   1.1553E+19   1.1800E+19   2.5703E+17   2.6234E+17   9.6816E+16   2.0636E+15   2.1063E+15   3.3662E+16   3.3662E+16   3.3662E+16   6.7858E+17   3.6985E+17
   4.7000E-02   1.1544E+19   1.1791E+19   2.6239E+17   2.6782E+17   9.6943E+16   2.1110E+15   2.1546E+15   3.3736E+16   3.3736E+16   3.3736E+16   6.7900E+17   3.6882E+17
   4.8000E-02   1.1534E+19   1.1780E+19   2.6770E+17   2.7323E+17   9.6853E+16   2.1537E+15   2.1982E+15   3.3735E+16   3.3735E+16   3.3735E+16   6.7837E+17   3.6783E+17
   4.9000E-02   1.1528E+19   1.1772E+19   2.7309E+17   2.7875E+17   9.7197E+16   2.2061E+15   2.2518E+15   3.3885E+16   3.3885E+16   3.3885E+16   6.7982E+17   3.6688E+17
   5.0000E-02   1.1517E+19   1.1761E+19   2.7839E+17   2.8415E+17   9.7106E+16   2.2489E+15   2.2955E+15   3.3884E+16   3.3884E+16   3.3884E+16   6.7919E+17   3.6597E+17
   5.1000E-02   1.1511E+19   1.1754E+19   2.8378E+17   2.8966E+17   9.7450E+16   2.3018E+15   2.3495E+15   3.4034E+16   3.4034E+16   3.4034E+16   6.8064E+17   3.6510E+17
   5.2000E-02   1.1500E+19   1.1743E+19   2.8906E+17   2.9505E+17   9.7359E+16   2.3447E+15   2.3933E+15   3.4032E+16   3.4032E+16   3.4032E+16   6.8001E+17   3.6427E+17
   5.3000E-02   1.1494E+19   1.1735E+19   2.9444E+17   3.0054E+17   9.7702E+16   2.3981E+15   2.4478E+15   3.4183E+16   3.4183E+16   3.4183E+16   6.8146E+17   3.6347E+17
   5.4000E-02   1.1483E+19   1.1724E+19   2.9971E+17   3.0592E+17   9.7611E+16   2.4410E+15   2.4916E+15   3.4181E+16   3.4181E+16   3.4181E+16   6.8082E+17   3.6271E+17
   5.5000E-02   1.1477E+19   1.1717E+19   3.0509E+17   3.1141E+17   9.7953E+16   2.4949E+15   2.5466E+15   3.4332E+16   3.4332E+16   3.4332E+16   6.8226E+17   3.6198E+17
   5.6000E-02   1.1469E+19   1.1708E+19   3.1040E+17   3.1684E+17   9.8079E+16   2.5435E+15   2.5963E+15   3.4406E+16   3.4406E+16   3.4406E+16   6.8266E+17   3.6128E+17
   5.7000E-02   1.1458E+19   1.1697E+19   3.1566E+17   3.2220E+17   9.7988E+16   2.5866E+15   2.6402E+15   3.4405E+16   3.4405E+16   3.4405E+16   6.8203E+17   3.6062E+17
   5.8000E-02   1.1452E+19   1.1689E+19   3.2102E+17   3.2767E+17   9.8329E+16   2.6412E+15   2.6960E+15   3.4556E+16   3.4556E+16   3.4556E+16   6.8346E+17   3.5998E+17
   5.9000E-02   1.1441E+19   1.1678E+19   3.2626E+17   3.3302E+17   9.8238E+16   2.6843E+15   2.7400E+15   3.4554E+16   3.4554E+16   3.4554E+16   6.8283E+17   3.5938E+17
   6.0000E-02   1.1435E+19   1.1671E+19   3.3162E+17   3.3849E+17   9.8579E+16   2.7394E+15   2.7962E+15   3.4705E+16   3.4705E+16   3.4705E+16   6.8425E+17   3.5880E+17
   6.1000E-02   1.1425E+19   1.1660E+19   3.3685E+17   3.4383E+17   9.8488E+16   2.7826E+15   2.8403E+15   3.4704E+16   3.4704E+16   3.4704E+16   6.8362E+17   3.5825E+17
   6.2000E-02   1.1419E+19   1.1652E+19   3.4219E+17   3.4928E+17   9.8829E+16   2.8382E+15   2.8970E+15   3.4855E+16   3.4855E+16   3.4855E+16   6.8504E+17   3.5772E+17
   6.3000E-02   1.1408E+19   1.1642E+19   3.4741E+17   3.5461E+17   9.8737E+16   2.8815E+15   2.9412E+15   3.4853E+16   3.4853E+16   3.4853E+16   6.8440E+17   3.5722E+17
   6.4000E-02   1.1402E+19   1.1634E+19   3.5275E+17   3.6006E+17   9.9077E+16   2.9375E+15   2.9984E+15   3.5004E+16   3.5004E+16   3.5004E+16   6.8582E+17   3.5674E+17
   6.5000E-02   1.1391E+19   1.1623E+19   3.5796E+17   3.6537E+17   9.8985E+16   2.9809E+15   3.0426E+15   3.5003E+16   3.5003E+16   3.5003E+16   6.8518E+17   3.5628E+17
   6.6000E-02   1.1385E+19   1.1616E+19   3.6329E+17   3.7081E+17   9.9325E+16   3.0374E+15   3.1003E+15   3.5154E+16   3.5154E+16   3.5154E+16   6.8659E+17   3.5585E+17
   6.7000E-02   1.1375E+19   1.1605E+19   3.6849E+17   3.7611E+17   9.9233E+16   3.0809E+15   3.1446E+15   3.5153E+16   3.5153E+16   3.5153E+16   6.8595E+17   3.5543E+17
   6.8000E-02   1.1368E+19   1.1598E+19   3.7381E+17   3.8154E+17   9.9572E+16   3.1378E+15   3.2027E+15   3.5304E+16   3.5304E+16   3.5304E+16   6.8736E+17   3.5504E+17
   6.9000E-02   1.1360E+19   1.1588E+19   3.7906E+17   3.8690E+17   9.9696E+16   3.1883E+15   3.2542E+15   3.5379E+16   3.5379E+16   3.5379E+16   6.8774E+17   3.5467E+17
   7.0000E-02   1.1350E+19   1.1578E+19   3.8425E+17   3.9218E+17   9.9603E+16   3.2318E+15   3.2986E+15   3.5378E+16   3.5378E+16   3.5378E+16   6.8710E+17   3.5431E+17
   7.1000E-02   1.1343E+19   1.1570E+19   3.8956E+17   3.9760E+17   9.9942E+16   3.2895E+15   3.3575E+15   3.5530E+16   3.5530E+16   3.5530E+16   6.8850E+17   3.5398E+17
   7.2000E-02   1.1333E+19   1.1560E+19   3.9472E+17   4.0287E+17   9.9849E+16   3.3332E+15   3.4020E+15   3.5528E+16   3.5528E+16   3.5528E+16   6.8786E+17   3.5366E+17
   7.3000E-02   1.1327E+19   1.1552E+19   4.0003E+17   4.0828E+17   1.0019E+17   3.3913E+15   3.4613E+15   3.5680E+16   3.5680E+16   3.5680E+16   6.8925E+17   3.5336E+17
   7.4000E-02   1.1316E+19   1.1541E+19   4.0518E+17   4.1354E+17   1.0009E+17   3.4351E+15   3.5059E+15   3.5679E+16   3.5679E+16   3.5679E+16   6.8861E+17   3.5308E+17
   7.5000E-02   1.1310E+19   1.1534E+19   4.1048E+17   4.1894E+17   1.0043E+17   3.4937E+15   3.5657E+15   3.5830E+16   3.5830E+16   3.5830E+16   6.9000E+17   3.5281E+17
   7.6000E-02   1.1302E+19   1.1525E+19   4.1570E+17   4.2426E+17   1.0055E+17   3.5451E+15   3.6181E+15   3.5906E+16   3.5906E+16   3.5906E+16   6.9037E+17   3.5255E+17
   7.7000E-02   1.1291E+19   1.1514E+19   4.2084E+17   4.2950E+17   1.0046E+17   3.5889E+15   3.6628E+15   3.5904E+16   3.5904E+16   3.5904E+16   6.8973E+17   3.5231E+17
   7.8000E-02   1.1285E+19   1.1507E+19   4.2612E+17   4.3488E+17   1.0080E+17   3.6482E+15   3.7233E+15   3.6056E+16   3.6056E+16   3.6056E+16   6.9110E+17   3.5209E+17
   7.9000E-02   1.1275E+19   1.1496E+19   4.3125E+17   4.4011E+17   1.0070E+17   3.6921E+15   3.7681E+15   3.6055E+16   3.6055E+16   3.6055E+16   6.9047E+17   3.5188E+17
   8.0000E-02   1.1269E+19   1.1488E+19   4.3652E+17   4.4549E+17   1.0104E+17   3.7519E+15   3.8290E+15   3.6207E+16   3.6207E+16   3.6207E+16   6.9184E+17   3.5168E+17
   8.1000E-02   1.1258E+19   1.1478E+19   4.4164E+17   4.5071E+17   1.0095E+17   3.7959E+15   3.8739E+15   3.6206E+16   3.6206E+16   3.6206E+16   6.9120E+17   3.5150E+17
   8.2000E-02   1.1252E+19   1.1470E+19   4.4690E+17   4.5607E+17   1.0128E+17   3.8562E+15   3.9353E+15   3.6358E+16   3.6358E+16   3.6358E+16   6.9256E+17   3.5132E+17
   8.3000E-02   1.1242E+19   1.1460E+19   4.5201E+17   4.6128E+17   1.0119E+17   3.9002E+15   3.9802E+15   3.6357E+16   3.6357E+16   3.6357E+16   6.9192E+17   3.5116E+17
   8.4000E-02   1.1235E+19   1.1452E+19   4.5727E+17   4.6664E+17   1.0152E+17   3.9610E+15   4.0421E+15   3.6509E+16   3.6509E+16   3.6509E+16   6.9328E+17   3.5101E+17
   8.5000E-02   1.1225E+19   1.1442E+19   4.6236E+17   4.7183E+17   1.0143E+17   4.0051E+15   4.0871E+15   3.6508E+16   3.6508E+16   3.6508E+16   6.9265E+17   3.5087E+17
   8.6000E-02   1.1219E+19   1.1434E+19   4.6761E+17   4.7718E+17   1.0177E+17   4.0663E+15   4.1495E+15   3.6660E+16   3.6660E+16   3.6660E+16   6.9400E+17   3.5074E+17
   8.7000E-02   1.1209E+19   1.1424E+19   4.7269E+17   4.8236E+17   1.0167E+17   4.1105E+15   4.1945E+15   3.6659E+16   3.6659E+16   3.6659E+16   6.9336E+17   3.5063E+17
   8.8000E-02   1.1202E+19   1.1416E+19   4.7793E+17   4.8770E+17   1.0201E+17   4.1721E+15   4.2574E+15   3.6812E+16   3.6812E+16   3.6812E+16   6.9471E+17   3.5052E+17
   8.9000E-02   1.1192E+19   1.1406E+19   4.8301E+17   4.9287E+17   1.0191E+17   4.2164E+15   4.3025E+15   3.6810E+16   3.6810E+16   3.6810E+16   6.9407E+17   3.5042E+17
   9.0000E-02   1.1186E+19   1.1398E+19   4.8824E+17   4.9819E+17   1.0225E+17   4.2785E+15   4.3658E+15   3.6963E+16   3.6963E+16   3.6963E+16   6.9541E+17   3.5033E+17
   9.1000E-02   1.1178E+19   1.1389E+19   4.9338E+17   5.0344E+17   1.0237E+17   4.3319E+15   4.4202E+15   3.7039E+16   3.7039E+16   3.7039E+16   6.9576E+17   3.5024E+17
   9.2000E-02   1.1167E+19   1.1379E+19   4.9844E+17   5.0859E+17   1.0227E+17   4.3763E+15   4.4655E+15   3.7038E+16   3.7038E+16   3.7038E+16   6.9512E+17   3.5017E+17
   9.3000E-02   1.1161E+19   1.1371E+19   5.0365E+17   5.1390E+17   1.0260E+17   4.4391E+15   4.5295E+15   3.7191E+16   3.7191E+16   3.7191E+16   6.9646E+17   3.5011E+17
   9.5000E-02   1.1145E+19   1.1353E+19   5.1391E+17   5.2435E+17   1.0284E+17   4.5469E+15   4.6392E+15   3.7342E+16   3.7342E+16   3.7342E+16   6.9715E+17   3.5000E+17
   9.7000E-02   1.1128E+19   1.1335E+19   5.2414E+17   5.3477E+17   1.0308E+17   4.6551E+15   4.7495E+15   3.7494E+16   3.7494E+16   3.7494E+16   6.9783E+17   3.4992E+17
   9.9000E-02   1.1112E+19   1.1317E+19   5.3435E+17   5.4517E+17   1.0331E+17   4.7639E+15   4.8603E+15   3.7646E+16   3.7646E+16   3.7646E+16   6.9851E+17   3.4987E+17
   1.0100E-01   1.1095E+19   1.1299E+19   5.4455E+17   5.5555E+17   1.0355E+17   4.8732E+15   4.9716E+15   3.7798E+16   3.7798E+16   3.7798E+16   6.9918E+17   3.4984E+17
   1.0300E-01   1.1079E+19   1.1282E+19   5.5472E+17   5.6591E+17   1.0378E+17   4.9830E+15   5.0835E+15   3.7950E+16   3.7950E+16   3.7950E+16   6.9985E+17   3.4984E+17
   1.0500E-01   1.1062E+19   1.1264E+19   5.6487E+17   5.7625E+17   1.0402E+17   5.0933E+15   5.1959E+15   3.8103E+16   3.8103E+16   3.8103E+16   7.0051E+17   3.4986E+17
   1.0700E-01   1.1046E+19   1.1246E+19   5.7501E+17   5.8656E+17   1.0425E+17   5.2042E+15   5.3088E+15   3.8255E+16   3.8255E+16   3.8255E+16   7.0117E+17   3.4990E+17
   1.0900E-01   1.1030E+19   1.1228E+19   5.8512E+17   5.9686E+17   1.0449E+17   5.3156E+15   5.4222E+15   3.8408E+16   3.8408E+16   3.8408E+16   7.0182E+17   3.4996E+17
   1.1100E-01   1.1013E+19   1.1210E+19   5.9521E+17   6.0713E+17   1.0472E+17   5.4275E+15   5.5362E+15   3.8561E+16   3.8561E+16   3.8561E+16   7.0247E+17   3.5003E+17
   1.1300E-01   1.0997E+19   1.1193E+19   6.0529E+17   6.1738E+17   1.0495E+17   5.5399E+15   5.6506E+15   3.8713E+16   3.8713E+16   3.8713E+16   7.0311E+17   3.5013E+17
   1.1500E-01   1.0981E+19   1.1175E+19   6.1534E+17   6.2761E+17   1.0518E+17   5.6529E+15   5.7656E+15   3.8866E+16   3.8866E+16   3.8866E+16   7.0374E+17   3.5023E+17
   1.1700E-01   1.0964E+19   1.1157E+19   6.2537E+17   6.3782E+17   1.0541E+17   5.7663E+15   5.8811E+15   3.9019E+16   3.9019E+16   3.9019E+16   7.0437E+17   3.5035E+17
   1.1900E-01   1.0948E+19   1.1140E+19   6.3538E+17   6.4800E+17   1.0564E+17   5.8803E+15   5.9971E+15   3.9172E+16   3.9172E+16   3.9172E+16   7.0499E+17   3.5049E+17
   1.2100E-01   1.0932E+19   1.1122E+19   6.4537E+17   6.5817E+17   1.0587E+17   5.9948E+15   6.1136E+15   3.9326E+16   3.9326E+16   3.9326E+16   7.0561E+17   3.5063E+17
   1.2300E-01   1.0916E+19   1.1104E+19   6.5534E+17   6.6831E+17   1.0610E+17   6.1097E+15   6.2306E+15   3.9479E+16   3.9479E+16   3.9479E+16   7.0622E+17   3.5079E+17
   1.2500E-01   1.0899E+19   1.1087E+19   6.6529E+17   6.7843E+17   1.0632E+17   6.2252E+15   6.3481E+15   3.9633E+16   3.9633E+16   3.9633E+16   7.0683E+17   3.5095E+17
   1.2700E-01   1.0883E+19   1.1069E+19   6.7522E+17   6.8853E+17   1.0655E+17   6.3412E+15   6.4661E+15   3.9786E+16   3.9786E+16   3.9786E+16   7.0743E+17   3.5113E+17
   1.2900E-01   1.0867E+19   1.1052E+19   6.8513E+17   6.9860E+17   1.0678E+17   6.4577E+15   6.5847E+15   3.9940E+16   3.9940E+16   3.9940E+16   7.0802E+17   3.5131E+17
   1.3100E-01   1.0851E+19   1.1034E+19   6.9502E+17   7.0866E+17   1.0700E+17   6.5747E+15   6.7037E+15   4.0093E+16   4.0093E+16   4.0093E+16   7.0861E+17   3.5150E+17
   1.3300E-01   1.0835E+19   1.1017E+19   7.0489E+17   7.1869E+17   1.0723E+17   6.6922E+15   6.8232E+15   4.0247E+16   4.0247E+16   4.0247E+16   7.0920E+17   3.5170E+17
   1.3500E-01   1.0819E+19   1.0999E+19   7.1474E+17   7.2870E+17   1.0745E+17   6.8101E+15   6.9432E+15   4.0401E+16   4.0401E+16   4.0401E+16   7.0978E+17   3.5191E+17
   1.3700E-01   1.0803E+19   1.0982E+19   7.2457E+17   7.3869E+17   1.0767E+17   6.9286E+15   7.0637E+15   4.0555E+16   4.0555E+16   4.0555E+16   7.1035E+17   3.5211E+17
   1.3900E-01   1.0786E+19   1.0965E+19   7.3437E+17   7.4866E+17   1.0790E+17   7.0476E+15   7.1847E+15   4.0709E+16   4.0709E+16   4.0709E+16   7.1092E+17   3.5233E+17
   1.4100E-01   1.0770E+19   1.0947E+19   7.4416E+17   7.5860E+17   1.0812E+17   7.1671E+15   7.3062E+15   4.0864E+16   4.0864E+16   4.0864E+16   7.1148E+17   3.5255E+17
   1.4300E-01   1.0754E+19   1.0930E+19   7.5393E+17   7.6853E+17   1.0834E+17   7.2870E+15   7.4282E+15   4.1018E+16   4.1018E+16   4.1018E+16   7.1204E+17   3.5277E+17
   1.4500E-01   1.0738E+19   1.0913E+19   7.6367E+17   7.7843E+17   1.0856E+17   7.4075E+15   7.5506E+15   4.1173E+16   4.1173E+16   4.1173E+16   7.1260E+17   3.5300E+17
   1.4700E-01   1.0722E+19   1.0895E+19   7.7340E+17   7.8831E+17   1.0878E+17   7.5284E+15   7.6736E+15   4.1327E+16   4.1327E+16   4.1327E+16   7.1314E+17   3.5323E+17
   1.4900E-01   1.0706E+19   1.0878E+19   7.8310E+17   7.9817E+17   1.0900E+17   7.6498E+15   7.7970E+15   4.1482E+16   4.1482E+16   4.1482E+16   7.1369E+17   3.5346E+17
   1.5100E-01   1.0690E+19   1.0861E+19   7.9278E+17   8.0800E+17   1.0922E+17   7.7718E+15   7.9210E+15   4.1637E+16   4.1637E+16   4.1637E+16   7.1423E+17   3.5370E+17
   1.5300E-01   1.0675E+19   1.0844E+19   8.0245E+17   8.1782E+17   1.0944E+17   7.8942E+15   8.0454E+15   4.1792E+16   4.1792E+16   4.1792E+16   7.1476E+17   3.5394E+17
   1.5500E-01   1.0659E+19   1.0827E+19   8.1209E+17   8.2761E+17   1.0965E+17   8.0170E+15   8.1702E+15   4.1947E+16   4.1947E+16   4.1947E+16   7.1529E+17   3.5418E+17
   1.5700E-01   1.0643E+19   1.0809E+19   8.2171E+17   8.3738E+17   1.0987E+17   8.1404E+15   8.2956E+15   4.2102E+16   4.2102E+16   4.2102E+16   7.1581E+17   3.5442E+17
   1.5900E-01   1.0627E+19   1.0792E+19   8.3131E+17   8.4713E+17   1.1008E+17   8.2642E+15   8.4215E+15   4.2257E+16   4.2257E+16   4.2257E+16   7.1633E+17   3.5466E+17
   1.6100E-01   1.0611E+19   1.0775E+19   8.4089E+17   8.5685E+17   1.1030E+17   8.3885E+15   8.5478E+15   4.2412E+16   4.2412E+16   4.2412E+16   7.1684E+17   3.5491E+17
   1.6300E-01   1.0595E+19   1.0758E+19   8.5045E+17   8.6656E+17   1.1051E+17   8.5133E+15   8.6745E+15   4.2567E+16   4.2567E+16   4.2567E+16   7.1735E+17   3.5515E+17
   1.6500E-01   1.0579E+19   1.0741E+19   8.5999E+17   8.7624E+17   1.1073E+17   8.6386E+15   8.8018E+15   4.2723E+16   4.2723E+16   4.2723E+16   7.1785E+17   3.5540E+17
   1.6700E-01   1.0564E+19   1.0724E+19   8.6951E+17   8.8590E+17   1.1094E+17   8.7643E+15   8.9295E+15   4.2878E+16   4.2878E+16   4.2878E+16   7.1835E+17   3.5564E+17
   1.6900E-01   1.0548E+19   1.0707E+19   8.7901E+17   8.9554E+17   1.1115E+17   8.8905E+15   9.0577E+15   4.3034E+16   4.3034E+16   4.3034E+16   7.1884E+17   3.5589E+17
