number,value,datetime_start,datetime_complete,duration,params_current_dropout,params_current_hidden_size,params_current_n_layers,params_decoder_dropout,params_decoder_hidden_size,params_decoder_n_layers,params_lstm_dropout,params_lstm_hidden_size,params_lstm_n_layers,state
13,0.09126725080423057,2025-09-16 01:01:03.799160,2025-09-16 01:07:00.349739,0 days 00:05:56.550579,0.30000000000000004,32,5,0.5,96,4,0.4,96,4,COMPLETE
14,0.10074371555820108,2025-09-16 01:07:00.371625,2025-09-16 01:11:25.483822,0 days 00:04:25.112197,0.5,16,4,0.2,16,5,0.4,16,3,COMPLETE
15,0.12864410122856498,2025-09-16 01:11:25.495997,2025-09-16 01:14:32.370973,0 days 00:03:06.874976,0.1,16,6,0.4,16,3,0.2,72,2,COMPLETE
16,0.08440148271620274,2025-09-16 01:14:32.384491,2025-09-16 01:20:16.991636,0 days 00:05:44.607145,0.4,32,4,0.5,96,5,0.1,64,4,COMPLETE
17,0.21908481940627098,2025-09-16 01:20:17.005064,2025-09-16 01:27:26.900370,0 days 00:07:09.895306,0.5,32,4,0.5,96,4,0.30000000000000004,64,5,COMPLETE
18,0.017023127479478716,2025-09-16 01:27:26.912740,2025-09-16 01:33:15.274982,0 days 00:05:48.362242,0.4,32,2,0.30000000000000004,96,5,0.2,64,4,COMPLETE
19,0.015244248579256237,2025-09-16 01:33:15.296494,2025-09-16 01:39:02.433353,0 days 00:05:47.136859,0.5,72,2,0.1,72,4,0.2,96,4,COMPLETE
20,0.18342496908735484,2025-09-16 01:39:02.456402,2025-09-16 01:46:18.422585,0 days 00:07:15.966183,0.5,72,2,0.30000000000000004,72,3,0.2,64,5,COMPLETE
21,0.11404826298821717,2025-09-16 01:46:18.446119,2025-09-16 01:52:03.739831,0 days 00:05:45.293712,0.4,72,2,0.1,72,4,0.30000000000000004,96,4,COMPLETE
22,0.016613992373459043,2025-09-16 01:52:03.762259,2025-09-16 01:57:59.751273,0 days 00:05:55.989014,0.5,48,2,0.2,32,4,0.2,96,4,COMPLETE
23,0.021377171343192457,2025-09-16 01:57:59.776262,2025-09-16 02:03:48.302180,0 days 00:05:48.525918,0.6,48,2,0.2,32,5,0.2,96,4,COMPLETE
24,0.020208648359403013,2025-09-16 02:03:48.324867,2025-09-16 02:09:39.319039,0 days 00:05:50.994172,0.5,48,3,0.2,32,3,0.2,96,4,COMPLETE
25,0.08096621171571314,2025-09-16 02:09:39.341140,2025-09-16 02:16:48.674320,0 days 00:07:09.333180,0.5,32,2,0.30000000000000004,72,4,0.1,64,5,COMPLETE
26,0.28103637835010886,2025-09-16 02:16:48.698246,2025-09-16 02:22:37.964101,0 days 00:05:49.265855,0.6,72,3,0.2,96,5,0.2,96,4,COMPLETE
27,0.020494496100582182,2025-09-16 02:22:37.988173,2025-09-16 02:29:49.443573,0 days 00:07:11.455400,0.5,48,2,0.1,32,4,0.2,16,5,COMPLETE
28,0.019600639236159623,2025-09-16 02:29:49.466222,2025-09-16 02:35:31.285917,0 days 00:05:41.819695,0.4,32,2,0.30000000000000004,32,6,0.1,72,4,COMPLETE
29,0.27876099743880334,2025-09-16 02:35:31.310305,2025-09-16 02:41:24.744236,0 days 00:05:53.433931,0.30000000000000004,72,3,0.2,64,2,0.30000000000000004,64,4,COMPLETE
30,0.0860053967218846,2025-09-16 02:41:24.766581,2025-09-16 02:45:51.662550,0 days 00:04:26.895969,0.6,48,2,0.2,72,5,0.2,96,3,COMPLETE
31,0.016586516390088946,2025-09-16 02:45:51.676765,2025-09-16 02:51:34.329262,0 days 00:05:42.652497,0.4,32,2,0.30000000000000004,32,6,0.1,72,4,COMPLETE
32,0.02274223866406828,2025-09-16 02:51:34.350679,2025-09-16 02:57:30.693925,0 days 00:05:56.343246,0.4,32,3,0.30000000000000004,32,6,0.1,72,4,COMPLETE
33,0.015644139994401486,2025-09-16 02:57:30.715167,2025-09-16 03:03:15.906187,0 days 00:05:45.191020,0.30000000000000004,32,2,0.30000000000000004,32,6,0.1,72,4,COMPLETE
34,0.2729516323655844,2025-09-16 03:03:15.919666,2025-09-16 03:10:25.682134,0 days 00:07:09.762468,0.30000000000000004,96,3,0.30000000000000004,32,6,0.1,72,5,COMPLETE
35,0.011858979251701384,2025-09-16 03:10:25.704220,2025-09-16 03:16:12.410374,0 days 00:05:46.706154,0.30000000000000004,72,2,0.1,32,6,0.1,72,4,COMPLETE
36,0.14164668098092079,2025-09-16 03:16:12.423952,2025-09-16 03:20:43.005064,0 days 00:04:30.581112,0.30000000000000004,72,3,0.1,32,6,0.1,72,3,COMPLETE
37,0.07774100719834678,2025-09-16 03:20:43.016132,2025-09-16 03:26:34.101284,0 days 00:05:51.085152,0.1,72,2,0.1,32,6,0.1,72,4,COMPLETE
38,0.24361151487100868,2025-09-16 03:26:34.114114,2025-09-16 03:33:50.619837,0 days 00:07:16.505723,0.30000000000000004,72,2,0.1,72,6,0.1,32,5,COMPLETE
39,0.24266471776645632,2025-09-16 03:33:50.634404,2025-09-16 03:40:59.108034,0 days 00:07:08.473630,0.30000000000000004,96,3,0.4,64,6,0.1,72,5,COMPLETE
40,,2025-09-16 03:40:59.131509,,,0.2,32,2,0.2,32,6,0.1,72,3,RUNNING
41,0.01353753514122218,2025-09-16 07:18:44.016512,2025-09-16 07:23:07.060658,0 days 00:04:23.044146,0.2,32,2,0.2,32,6,0.1,72,3,COMPLETE
42,0.014865179068874568,2025-09-16 07:23:07.078346,2025-09-16 07:26:13.985926,0 days 00:03:06.907580,0.2,32,2,0.2,32,6,0.1,72,2,COMPLETE
43,0.07559956712648272,2025-09-16 07:26:14.012234,2025-09-16 07:29:28.213301,0 days 00:03:14.201067,0.2,32,2,0.2,32,6,0.1,72,2,COMPLETE
44,0.013723424740601332,2025-09-16 07:29:28.239498,2025-09-16 07:32:47.548243,0 days 00:03:19.308745,0.2,32,2,0.1,32,5,0.1,48,2,COMPLETE
45,0.18192392747150735,2025-09-16 07:32:47.565921,2025-09-16 07:36:07.182466,0 days 00:03:19.616545,0.1,64,2,0.1,48,5,0.1,48,2,COMPLETE
46,0.07210040284553543,2025-09-16 07:36:07.208845,2025-09-16 07:39:25.844230,0 days 00:03:18.635385,0.2,72,3,0.1,32,5,0.1,48,2,COMPLETE
47,0.012123799056280405,2025-09-16 07:39:25.859000,2025-09-16 07:42:47.372482,0 days 00:03:21.513482,0.2,32,2,0.1,32,5,0.1,48,2,COMPLETE
48,,2025-09-16 07:42:47.396743,2025-09-16 07:43:05.917649,0 days 00:00:18.520906,0.2,32,2,0.1,32,5,0.1,48,2,FAIL
