number,value,datetime_start,datetime_complete,duration,params_batch_size,params_current_dropout,params_current_hidden_size,params_current_n_layers,params_decoder_dropout,params_decoder_hidden_size,params_decoder_n_layers,params_lstm_dropout,params_lstm_hidden_size,params_lstm_n_layers,params_noam_factor,params_warmup_ratio,state
20,0.020567158982157708,2025-09-03 08:45:38.861429,2025-09-03 08:48:02.269597,0 days 00:02:23.408168,16,0.2,16,3,0.4,16,6,0.5,64,5,1.0,0.2,COMPLETE
21,0.020923675503581762,2025-09-03 08:48:02.301694,2025-09-03 08:49:17.521072,0 days 00:01:15.219378,16,0.2,32,4,0.1,16,5,0.5,64,3,1.5,0.25,COMPLETE
22,0.01669545564800501,2025-09-03 08:49:17.551862,2025-09-03 08:50:45.848326,0 days 00:01:28.296464,16,0.1,32,4,0.1,16,5,0.5,64,3,1.4,0.25,COMPLETE
23,0.0648054601624608,2025-09-03 08:50:45.879434,2025-09-03 08:52:38.629669,0 days 00:01:52.750235,16,0.1,32,4,0.2,16,5,0.4,64,4,1.4,0.3,COMPLETE
24,0.01745980465784669,2025-09-03 08:52:38.659961,2025-09-03 08:53:33.379718,0 days 00:00:54.719757,16,0.1,32,4,0.30000000000000004,16,4,0.5,64,2,1.7000000000000002,0.25,COMPLETE
25,0.0732474778778851,2025-09-03 08:53:33.411041,2025-09-03 08:54:29.556483,0 days 00:00:56.145442,16,0.1,32,5,0.1,16,3,0.5,64,2,2.0,0.15000000000000002,COMPLETE
26,0.22666952200233936,2025-09-03 08:54:29.587045,2025-09-03 08:55:34.897645,0 days 00:01:05.310600,16,0.1,64,3,0.2,16,4,0.5,64,2,1.8,0.2,COMPLETE
27,0.2289373107254505,2025-09-03 08:55:34.927630,2025-09-03 08:56:23.485880,0 days 00:00:48.558250,16,0.6,48,4,0.5,64,4,0.1,16,2,1.7000000000000002,0.3,COMPLETE
28,0.024324749868052702,2025-09-03 08:56:23.516572,2025-09-03 09:00:56.552150,0 days 00:04:33.035578,4,0.5,32,2,0.30000000000000004,48,4,0.5,32,4,1.2000000000000002,0.25,COMPLETE
29,1.5856991284526885,2025-09-03 09:00:56.585879,2025-09-03 09:02:04.361343,0 days 00:01:07.775464,8,0.1,16,3,0.6,32,3,0.1,32,2,1.1,0.3,COMPLETE
30,0.09226245357616183,2025-09-03 09:02:04.391507,2025-09-03 09:05:31.365484,0 days 00:03:26.973977,4,0.4,16,3,0.4,16,4,0.5,64,3,1.9000000000000001,0.1,COMPLETE
31,0.02010311996564269,2025-09-03 09:05:31.395872,2025-09-03 09:06:42.742909,0 days 00:01:11.347037,16,0.2,32,4,0.30000000000000004,16,5,0.4,64,3,1.6,0.25,COMPLETE
32,0.051826643943786624,2025-09-03 09:06:42.772436,2025-09-03 09:08:25.060395,0 days 00:01:42.287959,16,0.1,32,4,0.30000000000000004,16,6,0.4,64,4,1.4,0.25,COMPLETE
33,0.017200087197124958,2025-09-03 09:08:25.090212,2025-09-03 09:09:21.007400,0 days 00:00:55.917188,16,0.1,32,4,0.2,16,5,0.30000000000000004,64,2,1.4,0.2,COMPLETE
34,0.017081696167588235,2025-09-03 09:09:21.036692,2025-09-03 09:10:13.937390,0 days 00:00:52.900698,16,0.1,32,5,0.2,16,5,0.30000000000000004,48,2,1.2000000000000002,0.2,COMPLETE
35,0.070100018940866,2025-09-03 09:10:13.967565,2025-09-03 09:11:14.448529,0 days 00:01:00.480964,16,0.1,32,5,0.2,32,6,0.30000000000000004,48,2,1.3,0.2,COMPLETE
36,0.08462328282184899,2025-09-03 09:11:14.475328,2025-09-03 09:12:52.956835,0 days 00:01:38.481507,4,0.1,32,6,0.2,16,5,0.2,48,2,1.4,0.15000000000000002,COMPLETE
37,0.10280459560453892,2025-09-03 09:12:52.990128,2025-09-03 09:13:46.143422,0 days 00:00:53.153294,16,0.5,32,5,0.1,16,6,0.30000000000000004,48,2,1.2000000000000002,0.2,COMPLETE
38,0.2086377488449216,2025-09-03 09:13:46.172726,2025-09-03 09:14:43.216029,0 days 00:00:57.043303,8,0.1,32,6,0.2,64,5,0.30000000000000004,48,2,1.6,0.1,COMPLETE
39,0.020827408693730832,2025-09-03 09:14:43.247167,2025-09-03 09:15:35.563484,0 days 00:00:52.316317,16,0.2,32,5,0.1,32,5,0.2,48,2,1.0,0.2,COMPLETE
40,0.11210046442768846,2025-09-03 09:15:35.594538,2025-09-03 09:17:27.329580,0 days 00:01:51.735042,4,0.30000000000000004,48,4,0.2,48,5,0.2,48,2,1.1,0.15000000000000002,COMPLETE
41,0.018162427190691232,2025-09-03 09:17:27.361078,2025-09-03 09:18:47.055879,0 days 00:01:19.694801,16,0.1,16,3,0.2,16,4,0.30000000000000004,16,3,1.0,0.2,COMPLETE
42,0.020126264356076718,2025-09-03 09:18:47.085554,2025-09-03 09:19:40.988985,0 days 00:00:53.903431,16,0.1,16,4,0.1,16,4,0.30000000000000004,32,2,0.9,0.25,COMPLETE
43,0.9033367358148098,2025-09-03 09:19:41.024798,2025-09-03 09:22:03.446782,0 days 00:02:22.421984,8,0.1,64,4,0.6,16,4,0.4,64,4,1.2000000000000002,0.3,COMPLETE
44,0.02081206748262048,2025-09-03 09:22:03.477030,2025-09-03 09:23:34.845619,0 days 00:01:31.368589,16,0.2,16,3,0.4,16,5,0.5,64,3,1.6,0.2,COMPLETE
45,0.01827798122540116,2025-09-03 09:23:34.876477,2025-09-03 09:24:34.762191,0 days 00:00:59.885714,16,0.1,32,6,0.30000000000000004,16,3,0.1,48,2,0.7,0.3,COMPLETE
46,0.2743523582816124,2025-09-03 09:24:34.797332,2025-09-03 09:26:32.240490,0 days 00:01:57.443158,16,0.2,32,5,0.2,16,4,0.5,16,6,0.8,0.05,COMPLETE
47,0.015441066678613424,2025-09-03 09:26:32.271442,2025-09-03 09:27:52.705484,0 days 00:01:20.434042,16,0.1,32,4,0.1,16,5,0.4,64,3,1.4,0.25,COMPLETE
48,0.015334510151296854,2025-09-03 09:27:52.737080,2025-09-03 09:29:26.967177,0 days 00:01:34.230097,16,0.1,32,4,0.1,64,5,0.30000000000000004,64,3,1.4,0.25,COMPLETE
49,0.01755913426168263,2025-09-03 09:29:26.997926,2025-09-03 09:31:37.388460,0 days 00:02:10.390534,8,0.1,32,4,0.1,64,6,0.30000000000000004,64,3,1.4,0.2,COMPLETE
50,0.07016101833432913,2025-09-03 09:31:37.419110,2025-09-03 09:33:08.663988,0 days 00:01:31.244878,16,0.2,32,5,0.1,64,5,0.30000000000000004,32,3,1.3,0.25,COMPLETE
51,0.017154304217547177,2025-09-03 09:33:08.694084,2025-09-03 09:34:08.273624,0 days 00:00:59.579540,16,0.1,32,4,0.1,64,5,0.30000000000000004,64,2,1.4,0.25,COMPLETE
52,0.014535587653517723,2025-09-03 09:34:08.303305,2025-09-03 09:35:33.853346,0 days 00:01:25.550041,16,0.1,32,4,0.1,64,5,0.30000000000000004,64,3,1.4,0.25,COMPLETE
53,0.06603403836488723,2025-09-03 09:35:33.884199,2025-09-03 09:36:55.441323,0 days 00:01:21.557124,16,0.1,32,4,0.1,64,5,0.30000000000000004,64,3,1.5,0.25,COMPLETE
54,0.07269453275948763,2025-09-03 09:36:55.473395,2025-09-03 09:38:15.403035,0 days 00:01:19.929640,16,0.1,32,4,0.1,64,5,0.2,64,3,1.3,0.25,COMPLETE
55,0.07102382071316242,2025-09-03 09:38:15.432642,2025-09-03 09:39:37.611290,0 days 00:01:22.178648,16,0.2,32,4,0.1,64,6,0.4,64,3,1.5,0.25,COMPLETE
56,0.01768862996250391,2025-09-03 09:39:37.647336,2025-09-03 09:41:26.437622,0 days 00:01:48.790286,16,0.1,32,4,0.1,64,5,0.30000000000000004,64,4,1.2000000000000002,0.25,COMPLETE
57,0.07088694842532277,2025-09-03 09:41:26.469935,2025-09-03 09:43:15.056657,0 days 00:01:48.586722,16,0.2,48,5,0.1,64,5,0.30000000000000004,64,4,1.4,0.25,COMPLETE
58,0.07144163260236383,2025-09-03 09:43:15.087102,2025-09-03 09:44:40.989477,0 days 00:01:25.902375,16,0.1,64,4,0.1,64,5,0.4,64,3,1.3,0.25,COMPLETE
59,0.2025133702903986,2025-09-03 09:44:41.020016,2025-09-03 09:45:48.229085,0 days 00:01:07.209069,16,0.2,32,5,0.1,64,5,0.2,48,3,1.6,0.25,COMPLETE
60,0.014844774450951564,2025-09-03 09:45:48.259737,2025-09-03 09:50:43.704601,0 days 00:04:55.444864,4,0.1,32,3,0.1,64,6,0.30000000000000004,64,4,1.5,0.3,COMPLETE
61,0.014513548774023851,2025-09-03 09:50:43.735165,2025-09-03 09:56:38.099683,0 days 00:05:54.364518,4,0.1,32,3,0.1,64,6,0.30000000000000004,64,5,1.5,0.3,COMPLETE
62,0.017604300241994983,2025-09-03 09:56:38.130508,2025-09-03 10:02:06.954239,0 days 00:05:28.823731,4,0.1,32,3,0.1,64,6,0.30000000000000004,64,5,1.5,0.3,COMPLETE
63,0.01362479231126296,2025-09-03 10:02:06.984802,2025-09-03 10:07:41.671115,0 days 00:05:34.686313,4,0.1,32,2,0.1,64,6,0.30000000000000004,64,5,1.5,0.3,COMPLETE
64,0.012836580805984946,2025-09-03 10:07:41.701791,2025-09-03 10:14:06.905915,0 days 00:06:25.204124,4,0.1,32,2,0.1,64,6,0.4,64,5,1.6,0.3,COMPLETE
65,0.014022530902487534,2025-09-03 10:14:06.937030,2025-09-03 10:20:02.658096,0 days 00:05:55.721066,4,0.1,32,2,0.1,64,6,0.4,64,5,1.8,0.3,COMPLETE
66,0.015436001917502532,2025-09-03 10:20:02.689128,2025-09-03 10:24:37.845336,0 days 00:04:35.156208,4,0.1,32,2,0.1,64,6,0.4,64,5,1.8,0.3,COMPLETE
67,0.014884584575581053,2025-09-03 10:24:37.874947,2025-09-03 10:30:09.886935,0 days 00:05:32.011988,4,0.2,32,2,0.1,64,6,0.30000000000000004,64,5,1.9000000000000001,0.3,COMPLETE
68,0.01767076012135173,2025-09-03 10:30:09.918193,2025-09-03 10:36:15.985071,0 days 00:06:06.066878,4,0.30000000000000004,32,2,0.1,64,6,0.4,64,5,2.0,0.3,COMPLETE
69,,2025-09-03 10:36:16.014574,2025-09-03 10:41:42.676452,0 days 00:05:26.661878,4,0.4,48,2,0.1,64,6,0.30000000000000004,64,5,1.9000000000000001,0.3,FAIL
