number,value,datetime_start,datetime_complete,duration,params_batch_size,params_current_dropout,params_current_hidden_size,params_current_n_layers,params_decoder_dropout,params_decoder_hidden_size,params_decoder_n_layers,params_lstm_dropout,params_lstm_hidden_size,params_lstm_n_layers,params_noam_factor,params_warmup_ratio,state
56,0.016967450664378703,2025-09-04 09:58:42.723212,2025-09-04 10:00:43.391310,0 days 00:02:00.668098,8,0.1,48,3,0.1,96,4,0.4,32,3,0.5,0.25,COMPLETE
57,0.22945304722525178,2025-09-04 10:00:43.419097,2025-09-04 10:02:20.556384,0 days 00:01:37.137287,8,0.1,48,2,0.2,96,4,0.30000000000000004,32,3,1.8,0.2,COMPLETE
58,0.01443135249428451,2025-09-04 10:02:20.585291,2025-09-04 10:04:45.438540,0 days 00:02:24.853249,8,0.1,48,3,0.1,96,4,0.4,32,3,0.7,0.25,COMPLETE
59,0.015263550107677775,2025-09-04 10:04:45.467662,2025-09-04 10:07:54.950773,0 days 00:03:09.483111,4,0.1,48,3,0.1,96,4,0.4,32,3,0.7,0.25,COMPLETE
60,0.117153212800622,2025-09-04 10:07:54.979302,2025-09-04 10:10:38.199234,0 days 00:02:43.219932,4,0.1,48,3,0.1,96,4,0.4,32,3,0.7,0.1,COMPLETE
61,0.014421904040500522,2025-09-04 10:10:38.233103,2025-09-04 10:13:36.725352,0 days 00:02:58.492249,4,0.1,48,3,0.1,96,4,0.4,32,3,0.6,0.25,COMPLETE
62,0.05478009522582093,2025-09-04 10:13:36.757288,2025-09-04 10:16:38.327462,0 days 00:03:01.570174,4,0.1,48,3,0.1,96,4,0.4,32,3,0.7,0.25,COMPLETE
63,0.13936359730238718,2025-09-04 10:16:38.357430,2025-09-04 10:19:31.270636,0 days 00:02:52.913206,4,0.1,48,3,0.1,96,4,0.4,32,3,0.8,0.25,COMPLETE
64,0.0836295753562202,2025-09-04 10:19:31.299561,2025-09-04 10:21:50.460278,0 days 00:02:19.160717,4,0.1,48,3,0.1,96,4,0.4,32,3,0.6,0.25,COMPLETE
65,0.014547318778932094,2025-09-04 10:21:50.488555,2025-09-04 10:24:45.588323,0 days 00:02:55.099768,4,0.1,48,3,0.1,96,4,0.30000000000000004,32,3,0.6,0.2,COMPLETE
66,0.05754307277190189,2025-09-04 10:24:45.618126,2025-09-04 10:27:22.177352,0 days 00:02:36.559226,4,0.1,48,3,0.1,96,4,0.30000000000000004,32,3,0.6,0.2,COMPLETE
67,0.01757830432616174,2025-09-04 10:27:22.207386,2025-09-04 10:30:33.972978,0 days 00:03:11.765592,4,0.2,48,3,0.1,96,4,0.30000000000000004,32,3,0.5,0.2,COMPLETE
68,0.11247096224687994,2025-09-04 10:30:34.001419,2025-09-04 10:33:59.082430,0 days 00:03:25.081011,4,0.1,48,2,0.1,96,4,0.2,32,3,0.8,0.2,COMPLETE
69,0.9976502391820153,2025-09-04 10:33:59.116702,2025-09-04 10:37:01.419218,0 days 00:03:02.302516,4,0.1,48,3,0.1,96,4,0.30000000000000004,32,3,0.6,0.15000000000000002,COMPLETE
70,0.02091063600964844,2025-09-04 10:37:01.446811,2025-09-04 10:39:09.283411,0 days 00:02:07.836600,8,0.1,16,4,0.2,32,4,0.4,32,3,0.9,0.2,COMPLETE
71,0.015830817973862092,2025-09-04 10:39:09.315920,2025-09-04 10:42:00.885120,0 days 00:02:51.569200,4,0.1,48,3,0.1,96,4,0.4,32,3,0.7,0.25,COMPLETE
72,0.015570525747413438,2025-09-04 10:42:00.913661,2025-09-04 10:44:39.842716,0 days 00:02:38.929055,4,0.1,48,3,0.1,96,4,0.4,32,3,0.7,0.25,COMPLETE
73,0.016087804494115215,2025-09-04 10:44:39.871148,2025-09-04 10:47:27.510241,0 days 00:02:47.639093,4,0.1,48,3,0.1,96,4,0.4,32,3,0.6,0.25,COMPLETE
74,0.013683384594817957,2025-09-04 10:47:27.539262,2025-09-04 10:50:49.189597,0 days 00:03:21.650335,4,0.1,96,3,0.1,96,4,0.1,64,3,0.5,0.25,COMPLETE
75,0.013622389563048879,2025-09-04 10:50:49.219374,2025-09-04 10:53:41.188833,0 days 00:02:51.969459,4,0.1,96,3,0.1,96,4,0.2,64,3,0.5,0.25,COMPLETE
76,0.24488621847704053,2025-09-04 10:53:41.217921,2025-09-04 10:56:16.886891,0 days 00:02:35.668970,4,0.2,96,3,0.4,64,4,0.1,64,3,0.5,0.25,COMPLETE
77,0.08184970159394046,2025-09-04 10:56:16.916329,2025-09-04 10:59:00.024726,0 days 00:02:43.108397,4,0.1,96,3,0.2,96,4,0.2,64,3,0.5,0.25,COMPLETE
78,0.08731006483236949,2025-09-04 10:59:00.052584,2025-09-04 11:02:26.319600,0 days 00:03:26.267016,4,0.6,96,3,0.1,96,4,0.1,64,3,0.6,0.25,COMPLETE
79,0.05288000102154909,2025-09-04 11:02:26.349825,2025-09-04 11:05:15.931613,0 days 00:02:49.581788,4,0.1,96,3,0.1,96,4,0.1,64,3,0.5,0.25,COMPLETE
80,0.07990810312330723,2025-09-04 11:05:15.959384,2025-09-04 11:08:06.958402,0 days 00:02:50.999018,4,0.2,96,2,0.1,72,4,0.2,64,3,0.6,0.25,COMPLETE
81,0.1551435442874208,2025-09-04 11:08:06.986360,2025-09-04 11:09:32.812645,0 days 00:01:25.826285,8,0.1,96,3,0.1,96,4,0.1,16,3,0.5,0.25,COMPLETE
82,0.014084079023450612,2025-09-04 11:09:32.841413,2025-09-04 11:11:37.515792,0 days 00:02:04.674379,8,0.1,32,3,0.1,96,4,0.2,64,3,0.8,0.2,COMPLETE
83,0.015597371943295002,2025-09-04 11:11:37.544066,2025-09-04 11:13:34.315352,0 days 00:01:56.771286,8,0.1,32,3,0.1,96,4,0.2,64,3,0.6,0.25,COMPLETE
84,0.014172409940510989,2025-09-04 11:13:34.344729,2025-09-04 11:16:57.875112,0 days 00:03:23.530383,4,0.1,32,3,0.2,96,4,0.2,64,3,0.8,0.25,COMPLETE
85,0.015729423472657798,2025-09-04 11:16:57.903937,2025-09-04 11:20:05.415476,0 days 00:03:07.511539,4,0.1,32,3,0.30000000000000004,96,4,0.2,64,3,0.8,0.2,COMPLETE
86,0.01711586614449819,2025-09-04 11:20:05.443078,2025-09-04 11:23:11.866232,0 days 00:03:06.423154,4,0.1,32,3,0.2,96,4,0.2,64,3,0.5,0.25,COMPLETE
87,1.0769983232021334,2025-09-04 11:23:11.894601,2025-09-04 11:25:16.586311,0 days 00:02:04.691710,4,0.2,32,3,0.2,96,4,0.2,64,3,0.8,0.05,COMPLETE
88,0.9273549653589725,2025-09-04 11:25:16.615909,2025-09-04 11:27:09.410002,0 days 00:01:52.794093,4,0.1,96,3,0.1,96,4,0.1,64,3,2.0,0.15000000000000002,COMPLETE
89,0.07223122592549772,2025-09-04 11:27:09.438466,2025-09-04 11:28:59.664015,0 days 00:01:50.225549,8,0.1,32,3,0.2,96,4,0.2,64,3,0.9,0.2,COMPLETE
90,0.017488293334220847,2025-09-04 11:28:59.692082,2025-09-04 11:32:15.372925,0 days 00:03:15.680843,4,0.1,16,3,0.1,32,4,0.30000000000000004,72,3,0.6,0.25,COMPLETE
91,0.016957602836191653,2025-09-04 11:32:15.401408,2025-09-04 11:34:06.299892,0 days 00:01:50.898484,8,0.1,32,3,0.1,64,3,0.2,64,3,0.7,0.25,COMPLETE
92,0.013590485835447908,2025-09-04 11:34:06.330358,2025-09-04 11:37:27.958711,0 days 00:03:21.628353,4,0.1,32,3,0.1,96,3,0.30000000000000004,64,3,0.8,0.25,COMPLETE
93,0.013627271136889853,2025-09-04 11:37:27.987637,2025-09-04 11:40:43.498536,0 days 00:03:15.510899,4,0.1,32,3,0.1,96,3,0.30000000000000004,64,3,0.8,0.25,COMPLETE
94,0.017246126616373657,2025-09-04 11:40:43.526677,2025-09-04 11:43:34.456151,0 days 00:02:50.929474,4,0.1,32,3,0.1,96,3,0.30000000000000004,64,3,0.9,0.25,COMPLETE
95,0.015525822310398025,2025-09-04 11:43:34.484673,2025-09-04 11:46:46.502686,0 days 00:03:12.018013,4,0.1,32,3,0.1,96,3,0.30000000000000004,64,3,0.8,0.25,COMPLETE
96,0.015066190840055546,2025-09-04 11:46:46.532136,2025-09-04 11:50:11.042940,0 days 00:03:24.510804,4,0.1,32,3,0.1,96,3,0.30000000000000004,64,3,0.9,0.25,COMPLETE
97,0.017647050973027944,2025-09-04 11:50:11.073230,2025-09-04 11:52:21.631189,0 days 00:02:10.557959,8,0.2,32,3,0.2,96,3,0.2,64,3,0.8,0.25,COMPLETE
98,0.013773760463421544,2025-09-04 11:52:21.662527,2025-09-04 11:55:37.724746,0 days 00:03:16.062219,4,0.1,32,3,0.1,72,3,0.1,64,3,0.7,0.25,COMPLETE
99,0.016008653088162343,2025-09-04 11:55:37.754943,2025-09-04 11:58:25.311443,0 days 00:02:47.556500,4,0.1,32,3,0.1,72,3,0.1,64,3,1.0,0.25,COMPLETE
