time,NF_LA,dNF_LA/dt,NA_LA,dNA_LA/dt,NF_K,dNF_K/dt,NB_K,dNB_K/dt,VF,dVF/dt,VA,dVA/dt,VB,dVB/dt
4.59,0.23327479,-0.055487916,0.27088127,0.05706861,0.32065144,-0.14721882,0.6843458,0.15601337,0.9386005,-0.015699893,0.99243206,-0.00066688657,1.0592438,0.02007692
4.6,0.23271988,-0.05549048,0.271452,0.05707524,0.3191793,-0.14721484,0.68590605,0.15602607,0.9384434,-0.01570607,0.9924253,-0.0006719902,1.0594448,0.02009504
4.61,0.23216495,-0.05549302,0.2720228,0.057081867,0.31770718,-0.1472109,0.68746644,0.15603867,0.9382863,-0.015712224,0.9924185,-0.00067712367,1.0596459,0.020113077
4.62,0.23161,-0.055495515,0.2725937,0.057088505,0.31623513,-0.14720693,0.68902695,0.15605122,0.9381291,-0.015718423,0.99241173,-0.00068227947,1.0598472,0.020131107
4.63,0.23105502,-0.055497997,0.27316466,0.057095148,0.3147631,-0.14720297,0.6905876,0.15606363,0.9379719,-0.0157246,0.9924049,-0.0006874427,1.0600487,0.020149086
4.64,0.23050001,-0.055500448,0.27373567,0.057101794,0.3132911,-0.14719898,0.6921483,0.15607597,0.9378146,-0.01573082,0.99239796,-0.0006926432,1.0602504,0.020167004
4.65,0.22994499,-0.055502884,0.27430674,0.057108417,0.31181917,-0.14719501,0.6937092,0.15608822,0.93765724,-0.01573705,0.992391,-0.00069784373,1.0604522,0.020184878
4.66,0.22938994,-0.055505276,0.2748779,0.057115063,0.31034726,-0.14719102,0.6952702,0.15610039,0.9374998,-0.015743263,0.99238396,-0.00070307404,1.0606543,0.020202711
4.67,0.22883485,-0.055507645,0.27544913,0.057121698,0.30887538,-0.14718705,0.6968313,0.1561125,0.93734235,-0.015749492,0.99237686,-0.00070833415,1.0608565,0.020220503
4.68,0.22827975,-0.055509977,0.2760204,0.057128336,0.30740356,-0.14718309,0.6983925,0.15612449,0.9371848,-0.01575578,0.9923697,-0.00071360916,1.0610589,0.020238262
4.69,0.22772463,-0.0555123,0.27659175,0.05713497,0.30593178,-0.14717908,0.69995385,0.15613641,0.9370272,-0.015762039,0.9923625,-0.0007188916,1.0612614,0.02025598
4.7,0.22716948,-0.055514596,0.27716318,0.057141617,0.30446002,-0.14717515,0.7015153,0.15614825,0.93686956,-0.01576829,0.9923552,-0.00072419643,1.0614642,0.020273644
4.71,0.22661431,-0.055516858,0.27773467,0.057148226,0.30298832,-0.14717114,0.7030769,0.15616001,0.9367118,-0.015774585,0.99234796,-0.00072951615,1.0616671,0.020291265
4.72,0.22605912,-0.0555191,0.27830622,0.05715487,0.30151665,-0.14716715,0.7046386,0.1561717,0.93655396,-0.015780888,0.9923406,-0.000734888,1.0618702,0.020308841
4.73,0.2255039,-0.055521317,0.27887782,0.057161503,0.300045,-0.14716317,0.7062004,0.1561833,0.93639606,-0.015787207,0.99233323,-0.000740245,1.0620735,0.020326402
4.74,0.22494867,-0.055523507,0.2794495,0.05716812,0.29857343,-0.1471592,0.70776236,0.1561948,0.9362381,-0.015793525,0.9923258,-0.0007456541,1.062277,0.020343903
4.75,0.22439341,-0.055525668,0.28002125,0.057174765,0.29710189,-0.1471552,0.7093244,0.15620624,0.9360801,-0.015799858,0.9923183,-0.0007510558,1.0624806,0.02036136
4.76,0.22383814,-0.055527814,0.28059307,0.057181407,0.29563037,-0.1471512,0.7108866,0.15621759,0.935922,-0.01580622,0.9923107,-0.00075647235,1.0626843,0.020378806
4.77,0.22328284,-0.05552991,0.28116494,0.057188034,0.2941589,-0.14714722,0.7124489,0.15622887,0.9357639,-0.015812546,0.9923031,-0.0007618964,1.0628883,0.02039617
4.78,0.22272752,-0.055532,0.28173688,0.057194673,0.29268748,-0.14714321,0.7140113,0.15624008,0.9356057,-0.015818946,0.9922954,-0.00076734275,1.0630924,0.020413537
4.79,0.22217219,-0.055534072,0.2823089,0.057201304,0.29121608,-0.14713925,0.71557385,0.1562512,0.93544745,-0.015825309,0.99228764,-0.0007728189,1.0632967,0.02043086
4.8,0.22161682,-0.055536125,0.282881,0.05720792,0.28974473,-0.14713526,0.71713644,0.15626226,0.93528914,-0.015831701,0.9922798,-0.00077830255,1.0635011,0.020448126
4.81,0.22106144,-0.05553814,0.28345314,0.057214558,0.28827342,-0.14713126,0.71869916,0.15627325,0.9351308,-0.01583808,0.99227196,-0.000783816,1.0637058,0.020465363
4.82,0.22050604,-0.055540137,0.28402534,0.057221193,0.28680214,-0.14712727,0.720262,0.15628414,0.93497235,-0.015844494,0.9922641,-0.0007893443,1.0639106,0.020482544
4.83,0.21995062,-0.05554211,0.2845976,0.057227813,0.28533092,-0.14712328,0.72182494,0.15629499,0.93481386,-0.015850909,0.99225616,-0.00079488754,1.0641156,0.020499714
4.84,0.21939518,-0.05554404,0.28516996,0.05723445,0.28385973,-0.14711928,0.723388,0.15630573,0.9346553,-0.015857346,0.9922482,-0.0008004308,1.0643208,0.020516828
4.85,0.21883972,-0.05554597,0.28574237,0.05724107,0.28238857,-0.14711529,0.7249512,0.15631643,0.93449664,-0.015863784,0.99224013,-0.0008060187,1.0645262,0.020533916
4.86,0.21828423,-0.055547886,0.28631485,0.05724769,0.28091747,-0.1471113,0.72651446,0.15632705,0.9343379,-0.015870221,0.992232,-0.000811629,1.0647317,0.020550974
4.87,0.21772873,-0.055549767,0.28688738,0.0572543,0.2794464,-0.14710733,0.7280778,0.1563376,0.9341791,-0.015876688,0.99222386,-0.00081723183,1.0649374,0.020567995
4.88,0.21717322,-0.05555162,0.28746,0.05726094,0.27797535,-0.14710331,0.7296413,0.15634808,0.9340203,-0.015883155,0.99221563,-0.0008228719,1.0651432,0.020584986
4.89,0.21661769,-0.05555346,0.28803268,0.05726756,0.27650437,-0.14709932,0.7312049,0.1563585,0.9338614,-0.015889622,0.99220735,-0.00082848966,1.0653492,0.02060191
4.9,0.21606213,-0.05555529,0.28860542,0.057274166,0.2750334,-0.14709531,0.7327686,0.15636884,0.9337024,-0.015896142,0.992199,-0.00083415955,1.0655555,0.02061883
4.91,0.21550655,-0.05555708,0.28917822,0.0572808,0.2735625,-0.14709131,0.7343324,0.1563791,0.9335434,-0.015902631,0.9921906,-0.000839822,1.0657618,0.020635668
4.92,0.21495096,-0.055558853,0.28975108,0.05728741,0.27209163,-0.1470873,0.7358963,0.15638931,0.9333843,-0.01590915,0.99218214,-0.0008454919,1.0659683,0.020652533
4.93,0.21439536,-0.055560607,0.29032403,0.057294015,0.2706208,-0.14708331,0.73746026,0.15639941,0.93322515,-0.015915647,0.9921736,-0.00085118413,1.066175,0.020669337
4.94,0.21383974,-0.055562347,0.29089704,0.057300635,0.26915,-0.14707932,0.73902434,0.15640952,0.93306595,-0.015922181,0.992165,-0.0008569062,1.0663818,0.020686094
4.95,0.2132841,-0.05556404,0.2914701,0.05730723,0.26767924,-0.1470753,0.74058855,0.15641953,0.9329067,-0.015928738,0.9921564,-0.0008626506,1.0665889,0.020702798
4.96,0.21272844,-0.05556573,0.29204324,0.05731386,0.26620853,-0.14707132,0.74215287,0.15642948,0.93274736,-0.015935265,0.9921477,-0.00086838007,1.0667961,0.02071954
4.97,0.21217276,-0.055567406,0.29261646,0.057320483,0.26473784,-0.1470673,0.74371725,0.15643938,0.9325879,-0.015941836,0.9921389,-0.0008741319,1.0670034,0.020736195
4.98,0.21161707,-0.05556905,0.29318973,0.05732708,0.26326722,-0.14706329,0.74528176,0.15644918,0.9324284,-0.015948385,0.9921301,-0.00087991357,1.0672109,0.020752836
4.99,0.21106136,-0.055570666,0.29376307,0.057333678,0.26179662,-0.14705928,0.7468463,0.15645893,0.93226886,-0.015954956,0.9921212,-0.00088567287,1.0674186,0.020769443
5.0,0.21050563,-0.055572283,0.29433647,0.057340275,0.26032606,-0.14705527,0.748411,0.15646864,0.93210924,-0.015961528,0.9921123,-0.0008914992,1.0676265,0.020786028
5.01,0.2099499,-0.05557386,0.29490992,0.057346884,0.25885555,-0.14705124,0.7499758,0.15647827,0.93194956,-0.015968114,0.9921033,-0.0008972734,1.0678345,0.020802561
5.02,0.20939414,-0.05557543,0.29548347,0.05735349,0.25738508,-0.14704725,0.75154066,0.15648784,0.9317898,-0.015974723,0.9920942,-0.0009031147,1.0680426,0.020819075
5.03,0.20883837,-0.055576973,0.29605708,0.057360094,0.25591463,-0.14704323,0.75310564,0.15649733,0.93163,-0.015981346,0.99208516,-0.00090894103,1.068251,0.020835586
5.04,0.20828259,-0.055578515,0.29663074,0.0573667,0.25444424,-0.14703926,0.7546707,0.15650679,0.93147016,-0.01598794,0.99207604,-0.0009148121,1.0684595,0.02085203
5.05,0.20772679,-0.055580046,0.29720446,0.05737329,0.25297388,-0.14703526,0.75623584,0.15651621,0.93131024,-0.015994571,0.99206686,-0.00092069805,1.0686682,0.020868436
5.06,0.20717098,-0.05558154,0.29777825,0.05737987,0.2515036,-0.14703125,0.7578011,0.15652554,0.9311502,-0.016001195,0.9920576,-0.00092656165,1.0688771,0.020884834
5.07,0.20661515,-0.055583015,0.29835212,0.05738647,0.25003332,-0.14702722,0.75936645,0.1565348,0.9309901,-0.016007833,0.9920483,-0.0009324625,1.0690861,0.0209012
5.08,0.2060593,-0.055584475,0.29892606,0.057393044,0.24856308,-0.1470232,0.7609319,0.15654404,0.93082994,-0.016014472,0.99203897,-0.0009383708,1.0692953,0.020917524
5.09,0.20550345,-0.0555859,0.29950005,0.057399653,0.24709289,-0.14701918,0.7624974,0.15655321,0.9306697,-0.016021118,0.99202955,-0.0009442717,1.0695046,0.020933818
5.1,0.20494758,-0.05558733,0.3000741,0.05740623,0.24562274,-0.14701518,0.76406306,0.15656233,0.93050945,-0.016027808,0.9920201,-0.00095024705,1.0697141,0.020950098
